test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.07659962959587574,0.038591633861263595,0.3349090615908305,0.9198221217270905,0.6102010250477748,0.9836065573770492,0.8333333333333334
