test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.09162733455499013,0.03532902724691667,0.39960328737894696,0.921186117697655,0.5715101633363415,0.9696969696969697,0.8888888888888888
