epoch,time,train/loss_bbox,train/loss_ce,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,5.29633,1.50274,1.47097,1.41781,0.0039371,0.00124456,0.0039371,0.182,0.204101,1.04605,0.747793,0.0001,1e-05
2,9.87778,0.196331,0.718902,0.641101,0.016633,0.00832475,0.016633,0.262,0.193349,0.412314,0.644109,0.0001,1e-05
3,14.5593,0.158241,0.383677,0.493893,0.0221241,0.00817348,0.0221241,0.338,0.104766,0.344059,0.383847,0.0001,1e-05
4,19.439,0.126415,0.315423,0.420697,0.0545663,0.0227127,0.0545663,0.292,0.124124,0.309372,0.461802,0.0001,1e-05
5,24.4763,0.135648,0.299656,0.462323,0.087705,0.0392217,0.087705,0.358,0.116801,0.286845,0.412392,0.0001,1e-05
6,29.5115,0.101782,0.276843,0.367107,0.0597997,0.0305219,0.0597997,0.366,0.102179,0.270106,0.363169,0.0001,1e-05
7,34.5525,0.0879241,0.264861,0.324105,0.0265538,0.0126958,0.0265538,0.386,0.0711739,0.269721,0.260316,0.0001,1e-05
8,39.4866,0.0876139,0.26023,0.330072,0.0437943,0.0160821,0.0437943,0.36,0.113086,0.258697,0.451973,0.0001,1e-05
9,44.3647,0.0798684,0.258371,0.295369,0.0368509,0.0177838,0.0368509,0.408,0.0619886,0.255242,0.237891,0.0001,1e-05
10,49.3021,0.0620294,0.25539,0.237695,0.0674647,0.0293156,0.0674647,0.506375,0.0444607,0.250753,0.178769,0.0001,1e-05
11,54.2596,0.0938663,0.249041,0.272577,0.0237556,0.0118594,0.0237556,0.367875,0.0959495,0.250504,0.339362,0.0001,1e-05
12,59.1818,0.0840094,0.247906,0.315287,0.058667,0.0241559,0.058667,0.609875,0.0505405,0.244101,0.205221,0.0001,1e-05
13,64.0518,0.0951931,0.242758,0.273979,0.0664126,0.0267978,0.0664126,0.511,0.0567601,0.24114,0.246194,0.0001,1e-05
14,68.8836,0.0534718,0.243635,0.201004,0.0745975,0.0436738,0.0745975,0.5645,0.044243,0.238167,0.167393,0.0001,1e-05
15,73.7901,0.0539921,0.238711,0.208703,0.0458255,0.0183792,0.0458255,0.64425,0.0465372,0.234675,0.188895,0.0001,1e-05
16,78.5906,0.0509962,0.235207,0.205824,0.0545012,0.0222935,0.0545012,0.79,0.0394196,0.233499,0.163782,0.0001,1e-05
17,83.5939,0.0511073,0.232288,0.193208,0.0806173,0.049378,0.0806173,0.83175,0.0441135,0.230083,0.176257,0.0001,1e-05
18,88.6534,0.0560971,0.232078,0.201198,0.0773404,0.0310397,0.0773404,0.80475,0.0431312,0.230146,0.188172,0.0001,1e-05
19,93.8326,0.0610333,0.233452,0.254887,0.0301899,0.0181016,0.0301899,0.809625,0.0432245,0.227386,0.192555,0.0001,1e-05
20,98.6956,0.0600004,0.229475,0.21888,0.0996188,0.0444528,0.0996188,0.828375,0.0379619,0.224632,0.158554,0.0001,1e-05
