epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.75085,2.43212,1.75984,0.00753634,1.83278,0,0,0,0,0.556983,1.31528,1.23787,0.0001,1e-05
2,7.01121,0.511749,1.15071,0.00682274,1.22512,0,0,0,0,0.247024,0.907721,0.850153,0.0001,1e-05
3,10.0766,0.220207,0.823559,0.00637175,0.686787,0,0,0,0,0.119751,0.615296,0.425338,0.0001,1e-05
4,13.1648,0.182859,0.554278,0.00587764,0.520114,0,0,0,0,0.137823,0.482452,0.464053,0.0001,1e-05
5,16.5127,0.193173,0.46908,0.00528475,0.516779,0,0,0,0,0.15722,0.409959,0.45947,0.0001,1e-05
6,19.6668,0.135869,0.41584,0.00488958,0.4371,0,0,0,0,0.124798,0.375542,0.404951,0.0001,1e-05
7,22.9603,0.102056,0.385515,0.00445433,0.346108,0,0,0,0,0.105075,0.363741,0.391269,0.0001,1e-05
8,26.1147,0.121744,0.364672,0.0042399,0.355052,0,0,0,0,0.078486,0.339162,0.301922,0.0001,1e-05
9,29.119,0.114012,0.335341,0.00410642,0.315347,0,0,0,0,0.06084,0.325826,0.251828,0.0001,1e-05
10,32.3561,0.0774284,0.318263,0.00378338,0.291659,0.0429368,0.00645512,0.0429368,0.1285,0.0716187,0.319923,0.290389,0.0001,1e-05
11,35.7983,0.0812234,0.314132,0.00340084,0.279803,0.0321409,0.0116152,0.0321409,0.345,0.0713809,0.315451,0.273422,0.0001,1e-05
12,39.2056,0.0753738,0.299803,0.00334072,0.275387,0.0327274,0.013611,0.0327274,0.578375,0.071582,0.312241,0.284097,0.0001,1e-05
13,42.483,0.0818612,0.295575,0.00314242,0.295007,0.0580368,0.0232444,0.0580368,0.665125,0.0687849,0.304478,0.276222,0.0001,1e-05
14,45.7645,0.072051,0.297585,0.00312988,0.25396,0.0635236,0.0340288,0.0635236,0.672,0.0775483,0.294467,0.328524,0.0001,1e-05
15,49.116,0.0702593,0.287119,0.0030821,0.266381,0.0855658,0.0444575,0.0855658,0.77775,0.0612889,0.288652,0.242784,0.0001,1e-05
16,52.2507,0.0725904,0.285042,0.00298631,0.275786,0.077502,0.0386846,0.077502,0.78075,0.0516289,0.286405,0.218637,0.0001,1e-05
17,55.4332,0.0644924,0.28178,0.00291739,0.250116,0.081465,0.0440099,0.081465,0.75225,0.0548851,0.2822,0.213463,0.0001,1e-05
18,58.8083,0.130539,0.276835,0.00272317,0.334389,0.0710774,0.0411936,0.0710774,0.757125,0.0643928,0.272497,0.251335,0.0001,1e-05
19,62.03,0.0705904,0.270383,0.00262956,0.268222,0.0902155,0.0437907,0.0902155,0.71425,0.077064,0.269947,0.287226,0.0001,1e-05
20,65.4002,0.0674929,0.264987,0.00251079,0.239143,0.0553617,0.0330487,0.0553617,0.711375,0.0629666,0.262858,0.274409,0.0001,1e-05
21,68.6881,0.0605949,0.264456,0.00249554,0.234326,0.033525,0.01927,0.033525,0.722,0.0493133,0.260702,0.216903,0.0001,1e-05
22,71.8849,0.0544595,0.260477,0.00253997,0.195367,0.0498116,0.0226735,0.0498116,0.7205,0.0516705,0.255855,0.211189,0.0001,1e-05
23,75.1475,0.0524195,0.258948,0.00248027,0.208323,0.0594218,0.0292403,0.0594218,0.74475,0.0510737,0.252979,0.213242,0.0001,1e-05
24,78.4978,0.0943699,0.256289,0.00220925,0.2993,0.0691561,0.0301761,0.0691561,0.718,0.0626901,0.250098,0.243673,0.0001,1e-05
25,81.7862,0.0508649,0.249979,0.0023739,0.19934,0.0693257,0.0392897,0.0693257,0.79025,0.0418669,0.248609,0.17408,0.0001,1e-05
26,84.9825,0.0528019,0.246475,0.00237751,0.196276,0.121579,0.0803441,0.121579,0.80725,0.0439475,0.249336,0.175127,0.0001,1e-05
27,88.1331,0.0496884,0.248465,0.00223159,0.18482,0.122482,0.0774703,0.122482,0.78025,0.0508213,0.245618,0.208961,0.0001,1e-05
28,91.5508,0.0452993,0.246664,0.00215365,0.191086,0.12319,0.0608272,0.12319,0.76275,0.0441522,0.244687,0.205562,0.0001,1e-05
29,94.784,0.0516283,0.241527,0.00217204,0.196191,0.116867,0.0623901,0.116867,0.784,0.0458359,0.242675,0.189126,0.0001,1e-05
30,98.184,0.0460965,0.24343,0.00213862,0.193774,0.0726806,0.0414625,0.0726806,0.68475,0.0702989,0.239897,0.301533,0.0001,1e-05
31,101.344,0.0502208,0.244095,0.00214061,0.205525,0.0810694,0.0438896,0.0810694,0.768375,0.0489496,0.238798,0.213682,0.0001,1e-05
32,104.609,0.0492036,0.238243,0.00209008,0.197416,0.080814,0.0406648,0.080814,0.749125,0.067554,0.236691,0.253348,0.0001,1e-05
33,107.894,0.0492312,0.240559,0.00201777,0.207685,0.108792,0.0571705,0.108792,0.81575,0.0506519,0.235602,0.201262,0.0001,1e-05
34,111.16,0.0399306,0.23552,0.00196451,0.155223,0.105139,0.0607951,0.105139,0.8285,0.0503644,0.234591,0.194061,0.0001,1e-05
35,114.338,0.0409164,0.240151,0.00198965,0.161395,0.0976289,0.0488241,0.0976289,0.76125,0.0512141,0.234527,0.234698,0.0001,1e-05
36,117.667,0.0616482,0.244241,0.00191351,0.241693,0.063286,0.0303284,0.063286,0.724625,0.0515817,0.23584,0.241039,0.0001,1e-05
37,121.176,0.0672423,0.240615,0.00177311,0.2595,0.0563972,0.0269262,0.0563972,0.649875,0.0845035,0.234068,0.310003,0.0001,1e-05
38,124.525,0.0568651,0.238349,0.00186112,0.222074,0.0796673,0.037181,0.0796673,0.81075,0.0417131,0.232205,0.176868,0.0001,1e-05
39,127.836,0.051672,0.236561,0.0018768,0.193081,0.0751884,0.0398508,0.0751884,0.74425,0.0509934,0.232566,0.239281,0.0001,1e-05
40,131.046,0.0440247,0.233027,0.00187885,0.184226,0.0848727,0.046317,0.0848727,0.8225,0.0492894,0.232437,0.192864,0.0001,1e-05
41,134.337,0.0381849,0.23072,0.00196162,0.158332,0.0825179,0.0442976,0.0825179,0.7985,0.0461688,0.227623,0.209556,0.0001,1e-05
42,137.728,0.0470257,0.230589,0.00176753,0.173648,0.0820053,0.0428505,0.0820053,0.792125,0.053652,0.229054,0.212507,0.0001,1e-05
43,141.056,0.0499597,0.230444,0.00182842,0.204261,0.0744344,0.0370832,0.0744344,0.802875,0.0567514,0.230777,0.208821,0.0001,1e-05
44,144.39,0.0448963,0.230056,0.00176995,0.170806,0.066239,0.0327512,0.066239,0.781,0.0488233,0.227206,0.196332,0.0001,1e-05
45,147.634,0.047794,0.223972,0.00175213,0.179369,0.0652983,0.0356737,0.0652983,0.804625,0.044912,0.22652,0.176402,0.0001,1e-05
46,150.962,0.0405242,0.228457,0.00177734,0.158229,0.0925797,0.0443323,0.0925797,0.837375,0.0406063,0.223929,0.168685,0.0001,1e-05
47,154.139,0.0462573,0.22489,0.00177688,0.193031,0.0994876,0.0478941,0.0994876,0.853625,0.0389127,0.223201,0.162141,0.0001,1e-05
48,157.379,0.0436472,0.229923,0.00177463,0.171878,0.0609721,0.031506,0.0609721,0.809,0.0384658,0.224735,0.161466,0.0001,1e-05
49,160.663,0.0449514,0.227212,0.00182199,0.17931,0.0561392,0.0315948,0.0561392,0.778875,0.0449371,0.22336,0.196496,0.0001,1e-05
50,164.043,0.0399217,0.223067,0.00168343,0.164154,0.104659,0.0514194,0.104659,0.809375,0.0514098,0.222289,0.202212,0.0001,1e-05
