epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.81773,2.44866,1.75978,0.00170116,1.81282,0,0,0,0,0.591273,1.36447,1.38603,0.0001,1e-05
2,7.13594,0.544566,1.21151,0.00160989,1.28399,0,0,0,0,0.258464,0.943392,0.803255,0.0001,1e-05
3,10.2032,0.247246,0.787071,0.00157253,0.723207,0,0,0,0,0.180448,0.55536,0.612623,0.0001,1e-05
4,13.2809,0.191984,0.492613,0.00150943,0.573259,0,0,0,0,0.167855,0.398881,0.563644,0.0001,1e-05
5,16.6353,0.180027,0.395826,0.00141012,0.495508,0.000770077,0.000231023,0.000770077,0.009375,0.149233,0.356638,0.51151,0.0001,1e-05
6,19.8128,0.136758,0.360462,0.00134234,0.409137,0.00019802,1.9802e-05,0.00019802,0.003125,0.199691,0.333118,0.655983,0.0001,1e-05
7,23.099,0.160607,0.333949,0.00126719,0.531843,0.000803845,0.000160758,0.000803845,0.021875,0.193536,0.328143,0.603979,0.0001,1e-05
8,26.2419,0.115393,0.329082,0.00122518,0.398224,0.00174001,0.000542617,0.00174001,0.034375,0.10905,0.323532,0.38229,0.0001,1e-05
9,29.3224,0.109247,0.320723,0.00120059,0.348131,0.0122655,0.00533019,0.0122655,0.0875,0.0892489,0.317422,0.324185,0.0001,1e-05
10,32.5861,0.0872849,0.30387,0.00112118,0.343837,0.0430073,0.0135322,0.0430073,0.250875,0.0938114,0.313087,0.330933,0.0001,1e-05
11,36.0586,0.0946532,0.300027,0.00103214,0.303443,0.0622513,0.0265527,0.0622513,0.42075,0.0945977,0.308408,0.331708,0.0001,1e-05
12,39.473,0.0950063,0.282105,0.00100991,0.346206,0.0958329,0.0320136,0.0958329,0.535,0.117765,0.300862,0.405147,0.0001,1e-05
13,42.8087,0.114827,0.274268,0.000967022,0.396224,0.0995164,0.0319453,0.0995164,0.530625,0.136131,0.293713,0.451303,0.0001,1e-05
14,46.0904,0.120427,0.277527,0.000959089,0.398164,0.0789517,0.0318712,0.0789517,0.585375,0.12742,0.285138,0.426211,0.0001,1e-05
15,49.4875,0.104944,0.264337,0.000950603,0.367462,0.0980209,0.0557961,0.0980209,0.694375,0.113727,0.28023,0.362306,0.0001,1e-05
16,52.6632,0.0943384,0.268541,0.000929749,0.296503,0.0734963,0.0405281,0.0734963,0.652125,0.101542,0.278518,0.361927,0.0001,1e-05
17,55.855,0.0746598,0.274107,0.0009052,0.285991,0.0612857,0.0361735,0.0612857,0.75375,0.0642015,0.28076,0.226983,0.0001,1e-05
18,59.2193,0.141077,0.2822,0.000846561,0.337262,0.0323684,0.0155903,0.0323684,0.712375,0.0525317,0.281146,0.204034,0.0001,1e-05
19,62.4281,0.0716942,0.282539,0.00081016,0.253832,0.0237589,0.0132042,0.0237589,0.667125,0.0431243,0.27846,0.189864,0.0001,1e-05
20,65.802,0.0654897,0.281998,0.000772331,0.216278,0.028459,0.0171082,0.028459,0.538125,0.06252,0.269901,0.2567,0.0001,1e-05
21,69.0378,0.0685817,0.27177,0.000766746,0.241944,0.0233335,0.0121385,0.0233335,0.434625,0.071984,0.267131,0.288356,0.0001,1e-05
22,72.22,0.0575484,0.267695,0.000786935,0.219145,0.025777,0.0121627,0.025777,0.46825,0.0629649,0.266699,0.236556,0.0001,1e-05
23,75.5511,0.0672077,0.266181,0.000778581,0.233772,0.0202242,0.00980748,0.0202242,0.512125,0.058966,0.262207,0.23432,0.0001,1e-05
24,78.8907,0.117932,0.258872,0.000705422,0.324708,0.0113128,0.00657916,0.0113128,0.45625,0.0627238,0.254698,0.266873,0.0001,1e-05
25,82.1605,0.0504908,0.253005,0.000755401,0.225401,0.0124038,0.00805737,0.0124038,0.473125,0.0474445,0.252971,0.192036,0.0001,1e-05
26,85.315,0.0558363,0.254705,0.000761023,0.210376,0.0149674,0.0101247,0.0149674,0.522125,0.0494275,0.253777,0.196218,0.0001,1e-05
27,88.4636,0.0610249,0.2549,0.000720542,0.232231,0.020527,0.0124882,0.020527,0.66475,0.0420137,0.248835,0.17659,0.0001,1e-05
28,91.8869,0.0462341,0.249926,0.000699683,0.178543,0.0240039,0.0150054,0.0240039,0.6665,0.0446553,0.245388,0.189622,0.0001,1e-05
29,95.1367,0.0513976,0.240121,0.000706037,0.191625,0.0238483,0.0165095,0.0238483,0.689375,0.0523495,0.242704,0.181706,0.0001,1e-05
30,98.4692,0.0501771,0.244195,0.000703651,0.204453,0.0283367,0.018473,0.0283367,0.647125,0.0692536,0.242478,0.245226,0.0001,1e-05
31,101.841,0.0597275,0.243342,0.000712666,0.233603,0.0276897,0.0167574,0.0276897,0.72975,0.0509028,0.240972,0.213991,0.0001,1e-05
32,105.133,0.0586408,0.240337,0.000697644,0.22797,0.0425835,0.0306251,0.0425835,0.80125,0.0438343,0.238103,0.178466,0.0001,1e-05
33,108.474,0.0459087,0.241806,0.000677105,0.186198,0.0429747,0.0306566,0.0429747,0.698875,0.0567572,0.235858,0.267784,0.0001,1e-05
34,111.677,0.0536367,0.240638,0.000660216,0.223032,0.0451427,0.0328303,0.0451427,0.73925,0.0527505,0.235207,0.226663,0.0001,1e-05
35,114.882,0.0469046,0.239001,0.00066984,0.195471,0.0518585,0.0320282,0.0518585,0.8285,0.043395,0.233135,0.1866,0.0001,1e-05
