epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.71191,2.3371,2.503,0.00297641,1.67668,0,0,0,0,0.278585,1.83287,0.794691,0.0001,1e-05
2,6.98513,0.412737,1.70854,0.00289101,1.12683,0,0,0,0,0.170324,1.36342,0.68464,0.0001,1e-05
3,10.2691,0.208026,1.18044,0.00282759,0.659254,0,0,0,0,0.145476,0.750772,0.486435,0.0001,1e-05
4,13.4766,0.191413,0.687089,0.00267752,0.59155,0,0,0,0,0.143298,0.488249,0.531241,0.0001,1e-05
5,16.7991,0.152157,0.465772,0.00248439,0.51008,0.0346535,0.00693069,0.0346535,0.00625,0.131894,0.392268,0.443846,0.0001,1e-05
6,19.8958,0.130818,0.382587,0.00232952,0.405422,0.00433168,0.00176155,0.00433168,0.015625,0.0960572,0.360599,0.344709,0.0001,1e-05
7,23.2551,0.0873492,0.342565,0.00211617,0.316202,0.00559621,0.000717137,0.00559621,0.009375,0.0973072,0.34069,0.336521,0.0001,1e-05
8,26.3357,0.10592,0.333605,0.00202,0.375172,0.00567159,0.00187801,0.00567159,0.103125,0.0880396,0.330039,0.338415,0.0001,1e-05
9,29.6533,0.0894614,0.322828,0.00179224,0.313346,0.0200262,0.0103883,0.0200262,0.44175,0.0744803,0.323824,0.273291,0.0001,1e-05
10,32.9875,0.0832391,0.312466,0.00170931,0.291287,0.0138303,0.00613635,0.0138303,0.507625,0.120542,0.316774,0.400863,0.0001,1e-05
11,36.3297,0.0922946,0.30766,0.00158714,0.328292,0.013042,0.00710925,0.013042,0.587125,0.0707171,0.309885,0.287023,0.0001,1e-05
12,39.6571,0.0851236,0.301339,0.00153533,0.333486,0.0130844,0.00744429,0.0130844,0.620125,0.075673,0.303427,0.273741,0.0001,1e-05
13,42.9024,0.0908612,0.293432,0.00146173,0.327852,0.0115687,0.00620442,0.0115687,0.582125,0.0770293,0.292096,0.335174,0.0001,1e-05
14,46.169,0.0681493,0.274475,0.00132819,0.262592,0.0378789,0.0161039,0.0378789,0.651375,0.0747998,0.282104,0.29324,0.0001,1e-05
15,49.4903,0.0689804,0.277577,0.00135227,0.252167,0.0395477,0.0210634,0.0395477,0.61975,0.107064,0.277069,0.312167,0.0001,1e-05
16,52.7002,0.0759184,0.272693,0.00131954,0.295858,0.0387841,0.0183174,0.0387841,0.531,0.135399,0.272742,0.395388,0.0001,1e-05
17,56.0333,0.0735254,0.273874,0.00120983,0.25758,0.0393178,0.0270191,0.0393178,0.584375,0.110943,0.266211,0.263365,0.0001,1e-05
18,59.5589,0.0583516,0.270853,0.00113393,0.227445,0.0395213,0.0287441,0.0395213,0.570375,0.109465,0.261987,0.276871,0.0001,1e-05
19,62.8338,0.0591507,0.269162,0.00113534,0.219774,0.0568936,0.0335379,0.0568936,0.574375,0.0636595,0.260869,0.24779,0.0001,1e-05
20,66.0747,0.0521909,0.260934,0.00115846,0.213304,0.0490787,0.0362673,0.0490787,0.62025,0.0523851,0.258429,0.210981,0.0001,1e-05
21,69.3885,0.0493729,0.257273,0.00110032,0.184576,0.0690276,0.0433571,0.0690276,0.67975,0.0420358,0.256988,0.172797,0.0001,1e-05
22,72.7178,0.0526596,0.254609,0.00102681,0.203399,0.0541253,0.0347021,0.0541253,0.592625,0.0687693,0.256457,0.278734,0.0001,1e-05
23,76.0922,0.0694576,0.246114,0.00105017,0.268515,0.0663343,0.0503439,0.0663343,0.63575,0.0638082,0.251321,0.257593,0.0001,1e-05
24,79.3427,0.0561179,0.245829,0.00106483,0.219079,0.0639913,0.0408745,0.0639913,0.626375,0.0578305,0.246416,0.222273,0.0001,1e-05
25,82.7223,0.0512126,0.247533,0.00101589,0.213562,0.0347823,0.017777,0.0347823,0.566375,0.0719102,0.246876,0.243173,0.0001,1e-05
26,85.9654,0.0601895,0.247606,0.00102652,0.237699,0.0280401,0.0133155,0.0280401,0.51925,0.0840398,0.245234,0.31669,0.0001,1e-05
27,89.2466,0.0628729,0.245429,0.00103138,0.223363,0.0247697,0.00906662,0.0247697,0.561625,0.0644887,0.244411,0.250474,0.0001,1e-05
28,92.5216,0.0534593,0.246393,0.00101481,0.199793,0.0471224,0.0347513,0.0471224,0.69925,0.0469819,0.242449,0.190925,0.0001,1e-05
29,95.8577,0.0622898,0.243348,0.00100814,0.239928,0.0558474,0.0373036,0.0558474,0.66375,0.061609,0.239067,0.280239,0.0001,1e-05
30,99.2372,0.0595682,0.241255,0.000992812,0.222661,0.0634164,0.0443988,0.0634164,0.694875,0.0504497,0.237833,0.21464,0.0001,1e-05
31,102.529,0.0473498,0.242831,0.000973859,0.195137,0.068063,0.0373784,0.068063,0.677875,0.0667101,0.237494,0.257973,0.0001,1e-05
32,105.791,0.0645068,0.241035,0.000932092,0.213974,0.0794404,0.0460382,0.0794404,0.691875,0.0614341,0.235819,0.229525,0.0001,1e-05
33,109.107,0.0487737,0.238967,0.0010017,0.195165,0.0737625,0.0422047,0.0737625,0.714375,0.0536567,0.23599,0.184707,0.0001,1e-05
34,112.38,0.0546576,0.242041,0.000956805,0.21451,0.0522571,0.031039,0.0522571,0.628125,0.0644238,0.234542,0.286855,0.0001,1e-05
35,115.64,0.060529,0.254892,0.000970149,0.233075,0.048464,0.0349135,0.048464,0.677625,0.0485094,0.232771,0.18821,0.0001,1e-05
36,119.072,0.0523449,0.254507,0.000961599,0.200697,0.0470161,0.0337539,0.0470161,0.675375,0.0448942,0.233718,0.162955,0.0001,1e-05
37,122.446,0.0654547,0.248675,0.000978749,0.209715,0.0505546,0.0269041,0.0505546,0.613875,0.0779202,0.229113,0.343125,0.0001,1e-05
38,125.785,0.0707343,0.232198,0.000959441,0.271208,0.0555368,0.0354309,0.0555368,0.751875,0.0525529,0.228508,0.226653,0.0001,1e-05
39,129.083,0.0493861,0.234518,0.00094668,0.196818,0.0611869,0.0416434,0.0611869,0.679375,0.0627892,0.228384,0.244411,0.0001,1e-05
40,132.321,0.0546703,0.228749,0.00090902,0.208216,0.0673324,0.044553,0.0673324,0.789125,0.0502528,0.22612,0.203293,0.0001,1e-05
41,135.714,0.0586468,0.233022,0.000899571,0.229609,0.0740165,0.0460539,0.0740165,0.815875,0.0510752,0.224816,0.207049,0.0001,1e-05
42,139.058,0.0425305,0.2297,0.000881752,0.165163,0.0630972,0.0381192,0.0630972,0.81425,0.0490281,0.227257,0.185036,0.0001,1e-05
43,142.335,0.13685,0.223025,0.000896999,0.248257,0.0689258,0.0443481,0.0689258,0.845125,0.0438281,0.224636,0.170138,0.0001,1e-05
44,145.694,0.0427471,0.226695,0.000836643,0.172714,0.099725,0.0658633,0.099725,0.8645,0.0397256,0.223526,0.168485,0.0001,1e-05
45,149.012,0.0433267,0.227131,0.000864502,0.160607,0.0673192,0.0488459,0.0673192,0.849125,0.0480252,0.222201,0.182038,0.0001,1e-05
46,152.387,0.0474349,0.225902,0.000883767,0.187065,0.0777421,0.0540749,0.0777421,0.848875,0.0388012,0.222242,0.174483,0.0001,1e-05
47,155.664,0.0483915,0.224335,0.000838293,0.193513,0.0884296,0.049182,0.0884296,0.847125,0.0382381,0.224153,0.151108,0.0001,1e-05
48,158.955,0.0430845,0.223571,0.000845292,0.16687,0.0839666,0.0431035,0.0839666,0.759125,0.0612655,0.220745,0.251516,0.0001,1e-05
49,162.277,0.0594996,0.220632,0.000833055,0.242163,0.0814953,0.0440885,0.0814953,0.742125,0.0604497,0.22138,0.259221,0.0001,1e-05
50,165.551,0.051853,0.221304,0.000862133,0.220176,0.0909715,0.0515878,0.0909715,0.828,0.0388727,0.222276,0.166788,0.0001,1e-05
51,168.946,0.0469542,0.22157,0.00079862,0.193621,0.082086,0.0506892,0.082086,0.82625,0.0419516,0.21805,0.176165,0.0001,1e-05
52,172.181,0.0425618,0.216106,0.000888503,0.174764,0.0795892,0.0457228,0.0795892,0.788,0.0535142,0.220976,0.227836,0.0001,1e-05
53,175.44,0.0494397,0.220687,0.00081974,0.202026,0.0914847,0.0500429,0.0914847,0.779375,0.0555229,0.219202,0.222741,0.0001,1e-05
54,178.711,0.103473,0.225008,0.000812025,0.25584,0.101605,0.0544169,0.101605,0.814375,0.0393706,0.22145,0.176012,0.0001,1e-05
55,182.14,0.0563152,0.221868,0.000747983,0.207366,0.0931748,0.0545218,0.0931748,0.81275,0.0453523,0.217267,0.190639,0.0001,1e-05
56,185.545,0.0578566,0.218759,0.000822582,0.220549,0.0934405,0.0518377,0.0934405,0.769875,0.0499671,0.215125,0.229278,0.0001,1e-05
57,188.751,0.0520365,0.224816,0.00078369,0.199485,0.0860673,0.0504153,0.0860673,0.82825,0.0456867,0.216339,0.185797,0.0001,1e-05
58,192.093,0.042504,0.216619,0.000759325,0.167175,0.0890539,0.0528687,0.0890539,0.818625,0.0488119,0.217201,0.194615,0.0001,1e-05
59,195.421,0.0356653,0.217251,0.000796958,0.152711,0.11208,0.0665237,0.11208,0.84025,0.0438836,0.214394,0.175824,0.0001,1e-05
60,198.621,0.0432038,0.212487,0.000790102,0.17896,0.106352,0.0688464,0.106352,0.842625,0.0419524,0.211094,0.184154,0.0001,1e-05
61,201.871,0.103177,0.216811,0.000744543,0.256678,0.0990264,0.0681003,0.0990264,0.82525,0.0423872,0.20987,0.184837,0.0001,1e-05
62,205.312,0.0756293,0.216538,0.000718066,0.238352,0.0879279,0.0558778,0.0879279,0.851375,0.0441467,0.210655,0.186616,0.0001,1e-05
63,208.612,0.0479175,0.214029,0.000794069,0.196121,0.0792732,0.0446126,0.0792732,0.77,0.047988,0.21251,0.219364,0.0001,1e-05
64,212.054,0.0957458,0.214338,0.00078055,0.264456,0.0803492,0.0417264,0.0803492,0.751125,0.0658848,0.209674,0.267231,0.0001,1e-05
65,215.327,0.0595314,0.211502,0.000779231,0.231517,0.0978083,0.0557418,0.0978083,0.822625,0.0438162,0.205701,0.197737,0.0001,1e-05
66,218.77,0.046828,0.206333,0.000743019,0.211891,0.159653,0.0943246,0.159653,0.70675,0.0648311,0.204047,0.293257,0.0001,1e-05
67,222.147,0.0719435,0.213342,0.000784082,0.299307,0.133978,0.0843216,0.133978,0.819875,0.0446598,0.205027,0.205285,0.0001,1e-05
68,225.412,0.0575828,0.210284,0.000748334,0.227172,0.105365,0.0684879,0.105365,0.83775,0.0416647,0.207402,0.180884,0.0001,1e-05
69,228.734,0.0482129,0.209646,0.000801721,0.195145,0.0953671,0.0567485,0.0953671,0.83175,0.0460122,0.205575,0.191544,0.0001,1e-05
70,232.031,0.0466852,0.212551,0.000791852,0.166221,0.0901626,0.057135,0.0901626,0.83775,0.0442843,0.210115,0.170133,0.0001,1e-05
71,235.323,0.0404161,0.20621,0.000739397,0.163663,0.0623835,0.0385013,0.0623835,0.714125,0.0514633,0.212283,0.226993,0.0001,1e-05
72,238.64,0.0597643,0.210492,0.000751004,0.274187,0.0575126,0.0374249,0.0575126,0.704375,0.0537919,0.211443,0.23625,0.0001,1e-05
73,241.934,0.0453773,0.20715,0.000720948,0.197329,0.0928614,0.051349,0.0928614,0.79625,0.041217,0.205739,0.19267,0.0001,1e-05
74,245.388,0.0507026,0.208958,0.00070773,0.195346,0.100533,0.0534587,0.100533,0.8525,0.0433967,0.20891,0.168961,0.0001,1e-05
75,248.543,0.041008,0.212621,0.000749749,0.165337,0.123909,0.0664546,0.123909,0.776125,0.0498936,0.210573,0.20337,0.0001,1e-05
76,251.871,0.0631162,0.213489,0.000710475,0.193216,0.176275,0.101744,0.176275,0.84775,0.0417316,0.207006,0.176411,0.0001,1e-05
77,255.194,0.046777,0.209436,0.000729354,0.167942,0.199205,0.109129,0.199205,0.836,0.0473732,0.203946,0.190055,0.0001,1e-05
78,258.368,0.0694485,0.205983,0.000755892,0.195291,0.174912,0.0842792,0.174912,0.853125,0.0469346,0.203658,0.181126,0.0001,1e-05
79,261.712,0.0497965,0.203541,0.000689013,0.194051,0.0776465,0.0338998,0.0776465,0.60075,0.0725925,0.210719,0.357389,0.0001,1e-05
80,265.042,0.0464416,0.212904,0.000736935,0.208013,0.141767,0.0721777,0.141767,0.77,0.0458451,0.210376,0.199913,0.0001,1e-05
81,268.314,0.0583331,0.211084,0.000723226,0.207516,0.172781,0.0895999,0.172781,0.826,0.0450734,0.206321,0.189844,0.0001,1e-05
82,271.603,0.0492809,0.206838,0.000703682,0.171781,0.106731,0.0688,0.106731,0.770875,0.0437942,0.206577,0.217777,0.0001,1e-05
83,274.801,0.0435959,0.206685,0.000697208,0.157503,0.101418,0.0598486,0.101418,0.775375,0.049175,0.204336,0.210792,0.0001,1e-05
84,278.103,0.0391751,0.205113,0.000685685,0.146191,0.134455,0.0664508,0.134455,0.854125,0.0365789,0.203131,0.146154,0.0001,1e-05
85,281.55,0.0582026,0.208258,0.000652639,0.210156,0.142135,0.0772074,0.142135,0.837375,0.0360815,0.204585,0.156866,0.0001,1e-05
86,284.983,0.0525829,0.204476,0.00064981,0.184991,0.152966,0.0846814,0.152966,0.79825,0.0416812,0.204886,0.195458,0.0001,1e-05
87,288.377,0.043528,0.207561,0.000711447,0.173954,0.148274,0.0706694,0.148274,0.807625,0.0457125,0.205743,0.193385,0.0001,1e-05
88,291.734,0.0442323,0.206259,0.000676887,0.164514,0.117016,0.0579927,0.117016,0.807,0.0416882,0.207653,0.192229,0.0001,1e-05
89,295.004,0.0422722,0.202027,0.000673911,0.179448,0.114483,0.0595787,0.114483,0.81325,0.048009,0.20386,0.199984,0.0001,1e-05
90,298.417,0.0432262,0.202267,0.00064381,0.165914,0.138149,0.0825456,0.138149,0.750875,0.0629625,0.208298,0.242024,0.0001,1e-05
91,301.741,0.0446519,0.206494,0.000650077,0.182382,0.152709,0.0897432,0.152709,0.777125,0.0491244,0.203346,0.212721,0.0001,1e-05
92,305.114,0.037783,0.207413,0.000624717,0.160883,0.215505,0.130864,0.215505,0.838875,0.0425307,0.201377,0.185989,0.0001,1e-05
93,308.44,0.0443863,0.202657,0.000661141,0.158903,0.242636,0.139177,0.242636,0.8105,0.0439203,0.201782,0.192299,0.0001,1e-05
94,311.765,0.0371074,0.20277,0.000655406,0.149074,0.266197,0.153972,0.266197,0.84225,0.0487125,0.203929,0.174121,0.0001,1e-05
95,315.102,0.15812,0.204942,0.000640393,0.282378,0.24838,0.156392,0.24838,0.844875,0.0410033,0.203319,0.18223,0.0001,1e-05
96,318.469,0.043274,0.193417,0.000642485,0.162988,0.195786,0.128942,0.195786,0.875125,0.0342492,0.200838,0.149411,0.0001,1e-05
97,321.701,0.0420687,0.199633,0.000672053,0.160625,0.193831,0.111545,0.193831,0.83825,0.0506975,0.205089,0.187494,0.0001,1e-05
98,325.033,0.0438006,0.199417,0.000651559,0.162311,0.231737,0.142135,0.231737,0.84575,0.0415859,0.198019,0.187244,0.0001,1e-05
99,328.36,0.0550114,0.202904,0.000635371,0.191503,0.205714,0.139424,0.205714,0.8705,0.0400569,0.199299,0.163497,0.0001,1e-05
100,331.681,0.0407545,0.2004,0.000659717,0.165422,0.164086,0.0862086,0.164086,0.81775,0.0543834,0.201874,0.215024,0.0001,1e-05
101,335.033,0.047865,0.198318,0.000602849,0.168327,0.131164,0.0882928,0.131164,0.851125,0.0397814,0.200576,0.174056,0.0001,1e-05
102,338.301,0.0392931,0.201239,0.000604595,0.166381,0.119538,0.075603,0.119538,0.88525,0.0378846,0.201196,0.146706,0.0001,1e-05
103,341.764,0.0380002,0.202868,0.000586943,0.158607,0.111236,0.069597,0.111236,0.813,0.0405871,0.204407,0.175446,0.0001,1e-05
104,345.041,0.0520852,0.204179,0.000626118,0.193263,0.103887,0.0679142,0.103887,0.844625,0.0390712,0.201548,0.164253,0.0001,1e-05
105,348.475,0.0426685,0.204402,0.000560983,0.190717,0.123996,0.0736942,0.123996,0.85175,0.0315341,0.201248,0.138628,0.0001,1e-05
106,352.103,0.0510239,0.205448,0.000582899,0.215221,0.162197,0.0890161,0.162197,0.849125,0.0409635,0.202229,0.168653,0.0001,1e-05
107,355.479,0.0396434,0.205967,0.000569988,0.172463,0.106912,0.0535027,0.106912,0.764,0.0561825,0.208512,0.209035,0.0001,1e-05
108,358.918,0.055816,0.208811,0.000573617,0.220629,0.116255,0.0616649,0.116255,0.781875,0.058547,0.208961,0.219894,0.0001,1e-05
109,362.349,0.043282,0.203834,0.000562839,0.171295,0.146606,0.0811735,0.146606,0.80825,0.058082,0.207883,0.197504,0.0001,1e-05
110,365.64,0.0629909,0.208148,0.000583271,0.244934,0.130647,0.0513693,0.130647,0.669,0.0641481,0.210302,0.276973,0.0001,1e-05
111,369.042,0.0618932,0.212931,0.000579162,0.27278,0.12776,0.0597214,0.12776,0.6915,0.0582662,0.209535,0.27428,0.0001,1e-05
112,372.531,0.053296,0.197015,0.000547031,0.220603,0.139896,0.0912141,0.139896,0.856875,0.0354143,0.202164,0.163304,0.0001,1e-05
113,375.938,0.0401449,0.201818,0.000590037,0.179151,0.128392,0.0862887,0.128392,0.834375,0.0469026,0.200984,0.182215,0.0001,1e-05
114,379.308,0.0379977,0.204611,0.000562788,0.142818,0.133465,0.0910308,0.133465,0.845,0.0574409,0.204298,0.186293,0.0001,1e-05
115,382.618,0.039393,0.201652,0.000555599,0.152558,0.125599,0.0857649,0.125599,0.854625,0.037981,0.199776,0.173235,0.0001,1e-05
116,386.082,0.0390072,0.200325,0.000543586,0.149086,0.131124,0.0869679,0.131124,0.87675,0.0358792,0.203773,0.141175,0.0001,1e-05
117,389.506,0.0412882,0.203249,0.0005512,0.172054,0.0939973,0.0548998,0.0939973,0.831375,0.0502154,0.202658,0.194783,0.0001,1e-05
118,392.78,0.0595433,0.205152,0.000562926,0.231558,0.0889882,0.045563,0.0889882,0.723,0.0656734,0.204528,0.283503,0.0001,1e-05
119,396.256,0.0541801,0.205525,0.000579174,0.227305,0.130166,0.0695169,0.130166,0.841125,0.0432365,0.20485,0.16918,0.0001,1e-05
120,399.456,0.0432156,0.205027,0.0005622,0.178281,0.115552,0.0600094,0.115552,0.843875,0.0451939,0.210117,0.179996,0.0001,1e-05
121,402.752,0.0444977,0.206859,0.000559205,0.162824,0.110109,0.0578212,0.110109,0.82625,0.0437633,0.205388,0.185007,0.0001,1e-05
122,406.224,0.0350981,0.202136,0.000547805,0.131252,0.133109,0.0587602,0.133109,0.781875,0.0494564,0.207768,0.203623,0.0001,1e-05
123,409.386,0.042441,0.207515,0.000556049,0.164565,0.155583,0.0930633,0.155583,0.85275,0.0434004,0.204106,0.16884,0.0001,1e-05
