epoch,time,train/loss_bbox,train/loss_ce,train/loss_contrastive,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
31,194.817,0.0526848,0.238464,0.00383118,0.202527,0.0768089,0.0405967,0.0768089,0.773125,0.0550875,0.234615,0.214122,0.0001,1e-05
32,198.858,0.0870238,0.23989,0.00353187,0.261028,0.0814425,0.0404016,0.0814425,0.77325,0.0513428,0.23249,0.196305,0.0001,1e-05
33,202.989,0.0468477,0.237436,0.00354758,0.172183,0.0684334,0.0341814,0.0684334,0.761625,0.0559462,0.230333,0.218349,0.0001,1e-05
34,229.798,0.0588425,0.234752,0.00439001,0.204493,0.0679141,0.0379198,0.0679141,0.796125,0.0553103,0.227879,0.227931,0.0001,1e-05
35,233.864,0.0518444,0.226766,0.00312981,0.211456,0.0645501,0.0402427,0.0645501,0.803,0.0435367,0.227675,0.181223,0.0001,1e-05
36,238.064,0.0630297,0.231225,0.00407208,0.207202,0.060715,0.0382085,0.060715,0.783125,0.0479726,0.226672,0.192846,0.0001,1e-05
37,242.252,0.0718506,0.231668,0.00326485,0.240715,0.0614897,0.0338895,0.0614897,0.77575,0.0504725,0.225546,0.206676,0.0001,1e-05
38,246.309,0.0950527,0.231754,0.00314231,0.27627,0.0607095,0.0349488,0.0607095,0.809875,0.0423884,0.222151,0.185887,0.0001,1e-05
39,250.43,0.058207,0.229642,0.00303273,0.218744,0.0638294,0.0421391,0.0638294,0.75925,0.0492605,0.22272,0.216002,0.0001,1e-05
40,254.435,0.063366,0.226453,0.00347099,0.22777,0.0921396,0.0625951,0.0921396,0.830125,0.0389268,0.225301,0.163517,0.0001,1e-05
41,258.675,0.0470943,0.221522,0.00317029,0.182742,0.137142,0.0715863,0.137142,0.80425,0.0424692,0.225657,0.173689,0.0001,1e-05
42,288.156,0.0433677,0.223484,0.00330896,0.177195,0.114726,0.0601887,0.114726,0.7695,0.0542632,0.224115,0.210905,0.0001,1e-05
43,292.202,0.0456859,0.221558,0.00278666,0.190825,0.0971519,0.0593657,0.0971519,0.776375,0.0443362,0.223695,0.200955,0.0001,1e-05
44,296.339,0.0571878,0.223988,0.00301526,0.223029,0.111441,0.0701025,0.111441,0.72775,0.0548814,0.223889,0.251141,0.0001,1e-05
45,300.346,0.0471908,0.222061,0.00280859,0.200394,0.116718,0.0691544,0.116718,0.822375,0.0405854,0.223921,0.168595,0.0001,1e-05
46,304.59,0.0435633,0.222296,0.00376296,0.169261,0.150627,0.0667427,0.150627,0.79225,0.0471483,0.226688,0.187634,0.0001,1e-05
47,308.543,0.0513781,0.218526,0.00317536,0.18777,0.137846,0.0584141,0.137846,0.76975,0.052811,0.222066,0.202798,0.0001,1e-05
48,312.626,0.0513565,0.224089,0.00302358,0.199032,0.122855,0.0489071,0.122855,0.783375,0.0550326,0.219205,0.210777,0.0001,1e-05
49,316.655,0.0515057,0.21806,0.00275326,0.201873,0.0988174,0.0441261,0.0988174,0.762875,0.0504783,0.2151,0.219356,0.0001,1e-05
50,320.746,0.053125,0.217418,0.00277188,0.210502,0.068558,0.0383464,0.068558,0.670125,0.0708909,0.211226,0.311756,0.0001,1e-05
51,348.243,0.0543152,0.216279,0.00280326,0.249684,0.0703926,0.0409561,0.0703926,0.718375,0.0582884,0.211031,0.263925,0.0001,1e-05
52,352.388,0.0494885,0.21222,0.00297012,0.196257,0.111581,0.0544063,0.111581,0.7505,0.0482046,0.210399,0.20111,0.0001,1e-05
53,356.408,0.0577919,0.215772,0.00261369,0.21885,0.0931507,0.0510827,0.0931507,0.738625,0.0526179,0.208728,0.225929,0.0001,1e-05
54,360.435,0.0675503,0.215091,0.00320677,0.276113,0.0824738,0.0471825,0.0824738,0.672875,0.0671753,0.211574,0.306803,0.0001,1e-05
55,364.61,0.0569974,0.212835,0.00301806,0.235016,0.0920757,0.055767,0.0920757,0.834375,0.046194,0.219343,0.202706,0.0001,1e-05
56,368.595,0.068011,0.221716,0.00331272,0.227911,0.123917,0.0596118,0.123917,0.80325,0.0522706,0.222557,0.190367,0.0001,1e-05
57,372.703,0.0463585,0.217564,0.00283078,0.176772,0.10352,0.0505439,0.10352,0.76375,0.0461457,0.215446,0.209562,0.0001,1e-05
58,376.722,0.042142,0.217967,0.00247627,0.172722,0.0735944,0.0379016,0.0735944,0.74225,0.0648557,0.218844,0.267028,0.0001,1e-05
59,380.969,0.108964,0.223231,0.00253007,0.296388,0.0594148,0.0242117,0.0594148,0.614,0.0951363,0.214615,0.387751,0.0001,1e-05
60,409.771,0.0516582,0.214961,0.00277606,0.210205,0.0702772,0.0327775,0.0702772,0.735,0.0571648,0.214621,0.234806,0.0001,1e-05
61,413.881,0.0453227,0.21131,0.00243296,0.192324,0.0769884,0.048712,0.0769884,0.787375,0.0486494,0.212088,0.206062,0.0001,1e-05
62,417.951,0.0419346,0.218556,0.00282848,0.164113,0.104319,0.0618774,0.104319,0.83,0.038551,0.215271,0.164274,0.0001,1e-05
63,422.075,0.0419588,0.213541,0.00287653,0.165235,0.113984,0.0739351,0.113984,0.805,0.0415185,0.209101,0.163687,0.0001,1e-05
64,426.184,0.0478225,0.207445,0.00249236,0.17971,0.127543,0.0724006,0.127543,0.822875,0.0461588,0.2103,0.172667,0.0001,1e-05
65,430.193,0.0493727,0.207283,0.0030437,0.184072,0.119658,0.0661875,0.119658,0.8,0.0463093,0.21117,0.195981,0.0001,1e-05
66,434.334,0.0426407,0.21127,0.00268728,0.167871,0.106925,0.0629313,0.106925,0.862,0.0431306,0.208928,0.166047,0.0001,1e-05
67,438.414,0.0438638,0.207011,0.00325202,0.167932,0.098311,0.0645616,0.098311,0.879875,0.0383072,0.209909,0.148771,0.0001,1e-05
68,442.579,0.0507965,0.208931,0.00268192,0.181711,0.121461,0.0713904,0.121461,0.79675,0.0482856,0.20744,0.198382,0.0001,1e-05
69,469.831,0.0420398,0.207624,0.00279583,0.159799,0.12314,0.0797573,0.12314,0.852875,0.038605,0.206353,0.155591,0.0001,1e-05
70,473.807,0.0408139,0.208206,0.00244259,0.178156,0.143362,0.0782996,0.143362,0.833,0.0364649,0.208277,0.168593,0.0001,1e-05
71,477.975,0.0469575,0.208164,0.00317194,0.169126,0.128784,0.0803544,0.128784,0.83525,0.0434801,0.210554,0.18418,0.0001,1e-05
72,482.11,0.0489254,0.211936,0.00249012,0.180469,0.114207,0.0713202,0.114207,0.8725,0.0398537,0.204907,0.16123,0.0001,1e-05
73,486.264,0.0546961,0.207572,0.00236612,0.209414,0.104357,0.0568366,0.104357,0.8275,0.0395922,0.205858,0.172786,0.0001,1e-05
74,490.3,0.0474711,0.209029,0.00237507,0.185224,0.0962256,0.047163,0.0962256,0.788625,0.0541434,0.205595,0.22307,0.0001,1e-05
75,494.314,0.0343441,0.204528,0.00191188,0.161551,0.0940666,0.0653869,0.0940666,0.870125,0.0422983,0.205933,0.168455,0.0001,1e-05
76,498.335,0.0447006,0.203888,0.00322984,0.179113,0.0938684,0.0628382,0.0938684,0.814125,0.0545713,0.207058,0.222391,0.0001,1e-05
77,528.157,0.0387281,0.213001,0.00234202,0.161236,0.0910246,0.0463552,0.0910246,0.6885,0.0646638,0.209841,0.298064,0.0001,1e-05
78,532.195,0.0513991,0.213412,0.00245858,0.219022,0.0926774,0.0586538,0.0926774,0.8045,0.0463296,0.209488,0.204057,0.0001,1e-05
79,536.388,0.0448986,0.21303,0.00222345,0.169777,0.0925944,0.0654988,0.0925944,0.852875,0.0436716,0.210708,0.180303,0.0001,1e-05
80,540.491,0.0428422,0.203966,0.00285548,0.158165,0.092157,0.0530705,0.092157,0.799375,0.0457247,0.207912,0.197296,0.0001,1e-05
81,544.623,0.0438626,0.211924,0.00230929,0.16929,0.0933973,0.0526293,0.0933973,0.797625,0.0469494,0.212932,0.183251,0.0001,1e-05
82,548.734,0.0476821,0.210713,0.00195282,0.175166,0.0781477,0.0563219,0.0781477,0.845375,0.0446689,0.215072,0.173838,0.0001,1e-05
83,552.714,0.0418063,0.212017,0.00230965,0.170148,0.0682202,0.0492462,0.0682202,0.85025,0.0444056,0.211322,0.177063,0.0001,1e-05
84,556.823,0.0443085,0.214313,0.0021886,0.179536,0.0938624,0.0584525,0.0938624,0.850875,0.036833,0.211366,0.155432,0.0001,1e-05
85,560.89,0.0415865,0.213815,0.00261672,0.171636,0.0812352,0.060699,0.0812352,0.822625,0.0474978,0.21014,0.185586,0.0001,1e-05
86,588.255,0.0390605,0.209228,0.00247092,0.159529,0.107404,0.071794,0.107404,0.843125,0.0446121,0.211872,0.177973,0.0001,1e-05
87,592.512,0.0498322,0.217516,0.0023385,0.182547,0.107243,0.0711204,0.107243,0.822375,0.0392637,0.211303,0.168124,0.0001,1e-05
88,596.754,0.0452113,0.210615,0.0023443,0.165797,0.105777,0.0685183,0.105777,0.83825,0.0333113,0.212807,0.139102,0.0001,1e-05
89,600.69,0.045366,0.211279,0.00199231,0.177127,0.104943,0.0651696,0.104943,0.798625,0.0581543,0.208765,0.215354,0.0001,1e-05
90,604.815,0.0415296,0.204649,0.00174385,0.17688,0.0986383,0.0661782,0.0986383,0.82125,0.0437625,0.207996,0.191162,0.0001,1e-05
91,608.781,0.0450494,0.205732,0.0027573,0.17269,0.103682,0.0589195,0.103682,0.778375,0.0497979,0.205328,0.254365,0.0001,1e-05
92,612.941,0.0376991,0.206656,0.00264175,0.183192,0.0893884,0.0483313,0.0893884,0.73225,0.0578193,0.205766,0.283133,0.0001,1e-05
93,616.943,0.0473454,0.209333,0.00225739,0.188001,0.104601,0.063851,0.104601,0.807625,0.0456862,0.205065,0.195531,0.0001,1e-05
94,620.894,0.0456002,0.203921,0.00207545,0.185934,0.105287,0.0592273,0.105287,0.829125,0.0416676,0.207332,0.175903,0.0001,1e-05
95,649.901,0.0338231,0.207004,0.00186267,0.137388,0.087464,0.0604498,0.087464,0.863,0.0360813,0.205501,0.14587,0.0001,1e-05
96,654.001,0.0408188,0.208148,0.00284253,0.155965,0.0833007,0.0571353,0.0833007,0.84425,0.0408894,0.206746,0.16995,0.0001,1e-05
97,658.237,0.0435579,0.20724,0.00214354,0.177687,0.0803973,0.044199,0.0803973,0.76425,0.0692789,0.204722,0.251539,0.0001,1e-05
98,662.319,0.0421167,0.203383,0.00206935,0.166931,0.0959774,0.0498646,0.0959774,0.7695,0.0450446,0.208473,0.196622,0.0001,1e-05
99,666.405,0.042474,0.200851,0.00186146,0.175758,0.0965419,0.0665744,0.0965419,0.816375,0.0381008,0.205456,0.16325,0.0001,1e-05
100,670.577,0.044378,0.206932,0.0022325,0.186315,0.0973427,0.0695393,0.0973427,0.8365,0.0462287,0.206505,0.17868,0.0001,1e-05
101,674.683,0.044556,0.208344,0.00228853,0.175623,0.0966137,0.0563975,0.0966137,0.766125,0.0427105,0.204014,0.210629,0.0001,1e-05
102,678.792,0.0437566,0.202334,0.00216887,0.171192,0.0982757,0.0676471,0.0982757,0.82475,0.0524673,0.206313,0.180183,0.0001,1e-05
103,682.867,0.0476133,0.198731,0.00179268,0.170515,0.102651,0.0644298,0.102651,0.82025,0.0560434,0.206724,0.186041,0.0001,1e-05
104,709.856,0.0443331,0.203025,0.00200507,0.16588,0.108999,0.0592328,0.108999,0.79275,0.0406294,0.204254,0.174143,0.0001,1e-05
105,713.729,0.0415399,0.208046,0.00251502,0.148684,0.107601,0.0711471,0.107601,0.882375,0.0326633,0.204349,0.136714,0.0001,1e-05
106,717.888,0.0459409,0.202962,0.00206599,0.182551,0.10812,0.0761559,0.10812,0.841375,0.0376404,0.202192,0.157104,0.0001,1e-05
107,722.019,0.0346466,0.202778,0.00194854,0.15176,0.108927,0.0642099,0.108927,0.811125,0.0363843,0.204829,0.174346,0.0001,1e-05
108,726.255,0.0495662,0.201691,0.00189348,0.187943,0.0996082,0.0607572,0.0996082,0.856,0.0368055,0.202925,0.160932,0.0001,1e-05
109,730.323,0.0453395,0.205209,0.00186633,0.183189,0.114362,0.066966,0.114362,0.846875,0.0369081,0.201409,0.150806,0.0001,1e-05
110,734.57,0.0414053,0.202961,0.0019228,0.152353,0.128003,0.082134,0.128003,0.845125,0.0459529,0.202906,0.176708,0.0001,1e-05
111,738.694,0.0352326,0.202874,0.00284183,0.141035,0.12508,0.0750371,0.12508,0.8145,0.0427313,0.198364,0.183665,0.0001,1e-05
112,768.204,0.0374524,0.203744,0.00172959,0.15205,0.11611,0.0748481,0.11611,0.8545,0.0400738,0.201832,0.161324,0.0001,1e-05
113,772.358,0.0445356,0.202512,0.0022354,0.176352,0.112491,0.078959,0.112491,0.85025,0.0424207,0.200545,0.163609,0.0001,1e-05
114,776.347,0.03485,0.197579,0.00180679,0.148992,0.10858,0.0625142,0.10858,0.8025,0.0402859,0.199709,0.181898,0.0001,1e-05
115,780.653,0.0385325,0.201599,0.00171922,0.156839,0.100863,0.0523395,0.100863,0.7765,0.065117,0.200008,0.23789,0.0001,1e-05
116,784.659,0.085384,0.205892,0.00232658,0.264676,0.139582,0.0761923,0.139582,0.82175,0.0539041,0.196981,0.208568,0.0001,1e-05
117,788.776,0.0354743,0.199735,0.00233347,0.134556,0.147245,0.0941503,0.147245,0.84975,0.0373659,0.197688,0.158585,0.0001,1e-05
118,792.785,0.0366849,0.194312,0.00173263,0.142165,0.156965,0.107685,0.156965,0.8685,0.0388832,0.197323,0.162276,0.0001,1e-05
119,797.035,0.0384953,0.193376,0.00187769,0.147502,0.198635,0.118851,0.198635,0.84375,0.0412284,0.199387,0.172176,0.0001,1e-05
120,801.069,0.0394261,0.197261,0.00242517,0.141876,0.169737,0.102842,0.169737,0.819625,0.0448227,0.199002,0.189307,0.0001,1e-05
121,828.247,0.0549175,0.199845,0.00178016,0.197106,0.16334,0.101017,0.16334,0.8375,0.0381726,0.200202,0.158162,0.0001,1e-05
122,832.306,0.0363058,0.200041,0.00183204,0.16641,0.192654,0.100832,0.192654,0.774625,0.0510294,0.195631,0.212773,0.0001,1e-05
123,836.41,0.0452719,0.201093,0.00155832,0.177384,0.1602,0.105403,0.1602,0.851125,0.0392058,0.197157,0.158611,0.0001,1e-05
124,840.38,0.0439205,0.191682,0.00206956,0.169567,0.177245,0.11658,0.177245,0.844875,0.0461891,0.19249,0.187245,0.0001,1e-05
125,844.503,0.0425415,0.187267,0.00175018,0.167271,0.140191,0.0933171,0.140191,0.838625,0.0460556,0.196358,0.185041,0.0001,1e-05
126,848.71,0.0548892,0.201657,0.0022456,0.223454,0.100999,0.0634308,0.100999,0.76675,0.0490061,0.200569,0.223578,0.0001,1e-05
127,852.851,0.0418558,0.193523,0.00180187,0.169184,0.113705,0.0769541,0.113705,0.87075,0.0390545,0.20403,0.156197,0.0001,1e-05
128,857.075,0.0377346,0.197854,0.00194235,0.149288,0.132788,0.0887119,0.132788,0.852625,0.0411314,0.1948,0.171695,0.0001,1e-05
129,861.224,0.0365958,0.199798,0.00196579,0.147383,0.147823,0.0978463,0.147823,0.853125,0.0409931,0.194131,0.164357,0.0001,1e-05
130,889.915,0.0378455,0.198745,0.00215906,0.142549,0.143551,0.0842803,0.143551,0.861625,0.0372565,0.194148,0.156945,0.0001,1e-05
131,893.998,0.0383061,0.196811,0.00221041,0.138552,0.13332,0.0802211,0.13332,0.835125,0.0509929,0.201843,0.177618,0.0001,1e-05
132,898.166,0.0376107,0.19777,0.00179817,0.138659,0.178287,0.102814,0.178287,0.8195,0.0514192,0.193201,0.204422,0.0001,1e-05
133,902.38,0.0736166,0.197763,0.00181424,0.208409,0.180832,0.115759,0.180832,0.840375,0.0408663,0.192566,0.185356,0.0001,1e-05
134,906.518,0.046599,0.20414,0.00153417,0.17258,0.184339,0.12264,0.184339,0.87075,0.0395331,0.19353,0.161898,0.0001,1e-05
135,910.638,0.0388427,0.19312,0.00147708,0.132077,0.184799,0.105031,0.184799,0.842,0.0425931,0.199044,0.176866,0.0001,1e-05
136,914.676,0.0410173,0.193833,0.0018554,0.170503,0.155039,0.0877941,0.155039,0.799875,0.050163,0.208136,0.206562,0.0001,1e-05
137,918.826,0.0474494,0.199152,0.00201155,0.17308,0.221311,0.130874,0.221311,0.84575,0.0450526,0.193332,0.181006,0.0001,1e-05
138,922.846,0.0414783,0.200676,0.00199167,0.162617,0.207959,0.114756,0.207959,0.853875,0.0401864,0.199084,0.156638,0.0001,1e-05
139,949.865,0.0464903,0.199832,0.00197631,0.163931,0.191444,0.113472,0.191444,0.865625,0.0359417,0.197895,0.142851,0.0001,1e-05
140,954.116,0.0373098,0.203436,0.00263985,0.140868,0.169979,0.11089,0.169979,0.854,0.0388138,0.201442,0.161154,0.0001,1e-05
141,958.216,0.0362562,0.203039,0.00181816,0.145102,0.156999,0.0877885,0.156999,0.829,0.0426318,0.199737,0.178885,0.0001,1e-05
142,962.231,0.0483549,0.198111,0.00258089,0.178632,0.149838,0.0903068,0.149838,0.830125,0.0388925,0.203493,0.172763,0.0001,1e-05
143,966.253,0.0396072,0.201211,0.00193533,0.136863,0.147178,0.095535,0.147178,0.835,0.0395246,0.205297,0.164296,0.0001,1e-05
144,970.425,0.0296549,0.198587,0.001795,0.120495,0.149216,0.0953141,0.149216,0.8565,0.0458602,0.190553,0.172192,0.0001,1e-05
145,974.449,0.0362102,0.190496,0.00223569,0.134732,0.14985,0.0862445,0.14985,0.847375,0.0454436,0.194123,0.183682,0.0001,1e-05
146,978.683,0.0399723,0.193238,0.00163252,0.149172,0.147442,0.0984774,0.147442,0.88125,0.0397203,0.196164,0.16016,0.0001,1e-05
147,1008.15,0.0382691,0.196651,0.00231674,0.143132,0.135039,0.07728,0.135039,0.751625,0.0533364,0.199612,0.232049,0.0001,1e-05
148,1012.36,0.0464833,0.201072,0.00162629,0.227237,0.142123,0.0876047,0.142123,0.749375,0.0542022,0.193764,0.253646,0.0001,1e-05
149,1016.5,0.0368146,0.201668,0.00260111,0.155123,0.159195,0.106386,0.159195,0.838875,0.0406306,0.197579,0.160988,0.0001,1e-05
150,1020.7,0.0347751,0.193772,0.00191755,0.154154,0.161611,0.107151,0.161611,0.81875,0.0452867,0.190287,0.195107,0.0001,1e-05
151,1024.75,0.0424953,0.198285,0.00233112,0.16994,0.159043,0.102376,0.159043,0.854,0.0470235,0.187663,0.179051,0.0001,1e-05
152,1028.94,0.0450927,0.198566,0.00228743,0.170286,0.165096,0.100699,0.165096,0.840375,0.049498,0.191022,0.182823,0.0001,1e-05
153,1033.15,0.0445377,0.193604,0.00194356,0.167831,0.125318,0.0768529,0.125318,0.761625,0.0521758,0.192193,0.21848,0.0001,1e-05
154,1037.22,0.0461602,0.196333,0.00183699,0.196347,0.114367,0.0686928,0.114367,0.705375,0.0553615,0.192688,0.265414,0.0001,1e-05
155,1041.36,0.0505669,0.19034,0.0021797,0.201959,0.154534,0.0967476,0.154534,0.83675,0.0454181,0.176277,0.187912,0.0001,1e-05
156,1068.28,0.0360102,0.189191,0.00162392,0.127468,0.158452,0.102863,0.158452,0.879875,0.038659,0.190744,0.158221,0.0001,1e-05
157,1072.6,0.0372109,0.192556,0.001752,0.151963,0.162619,0.095998,0.162619,0.82525,0.0438865,0.189116,0.179909,0.0001,1e-05
158,1076.63,0.0408902,0.189934,0.00217157,0.161963,0.174625,0.0972589,0.174625,0.776625,0.056946,0.180121,0.226682,0.0001,1e-05
159,1080.81,0.047147,0.187452,0.00230073,0.176505,0.172133,0.117293,0.172133,0.85625,0.0519346,0.175334,0.189232,0.0001,1e-05
160,1084.97,0.0403191,0.191311,0.0019611,0.164872,0.171741,0.121427,0.171741,0.869375,0.0364715,0.182498,0.157703,0.0001,1e-05
161,1089.09,0.0429921,0.18139,0.00174578,0.148137,0.183378,0.135267,0.183378,0.85675,0.0450705,0.179082,0.178012,0.0001,1e-05
162,1093.25,0.0487272,0.194037,0.00179731,0.163384,0.16796,0.109193,0.16796,0.8525,0.0526713,0.184555,0.181624,0.0001,1e-05
163,1097.2,0.0375548,0.184961,0.00122144,0.143867,0.163968,0.103674,0.163968,0.850375,0.0369791,0.191015,0.173163,0.0001,1e-05
164,1101.35,0.0421758,0.185202,0.00248007,0.162241,0.162395,0.102819,0.162395,0.87275,0.0405007,0.189087,0.165073,0.0001,1e-05
165,1129.78,0.0399289,0.185705,0.00171792,0.146238,0.183665,0.103238,0.183665,0.823375,0.0469582,0.179274,0.211422,0.0001,1e-05
166,1133.97,0.0422249,0.179715,0.00167611,0.161551,0.181289,0.110946,0.181289,0.7915,0.0480676,0.191147,0.209635,0.0001,1e-05
167,1138.18,0.0451246,0.176873,0.00173653,0.168784,0.205355,0.131912,0.205355,0.82225,0.0471822,0.172918,0.188779,0.0001,1e-05
168,1142.32,0.0491003,0.170201,0.00172636,0.187726,0.236955,0.14712,0.236955,0.813875,0.0544268,0.16017,0.220355,0.0001,1e-05
169,1146.57,0.0434205,0.173012,0.00144756,0.171504,0.265237,0.168402,0.265237,0.871625,0.0378266,0.190662,0.154397,0.0001,1e-05
170,1150.46,0.0390041,0.183593,0.00178298,0.146493,0.267613,0.180047,0.267613,0.854625,0.0363652,0.194752,0.15723,0.0001,1e-05
171,1154.61,0.040029,0.174691,0.00219031,0.148185,0.279667,0.187595,0.279667,0.908625,0.0337307,0.175776,0.138656,0.0001,1e-05
172,1158.65,0.0394824,0.171107,0.00134423,0.143042,0.298899,0.196524,0.298899,0.89725,0.0365339,0.175404,0.143873,0.0001,1e-05
173,1162.87,0.045813,0.168913,0.00159177,0.169871,0.306972,0.208353,0.306972,0.9095,0.0391622,0.168586,0.155975,0.0001,1e-05
174,1189.79,0.0420751,0.15961,0.0020076,0.165373,0.305669,0.168884,0.305669,0.830375,0.0471753,0.16497,0.208643,0.0001,1e-05
175,1193.92,0.0499265,0.16834,0.0015012,0.183521,0.297559,0.161211,0.297559,0.8525,0.0469869,0.179411,0.18539,0.0001,1e-05
176,1198.01,0.0509584,0.166657,0.00208371,0.195372,0.297571,0.19257,0.297571,0.873,0.0496121,0.150894,0.190815,0.0001,1e-05
177,1202.15,0.0595948,0.150961,0.00195873,0.19732,0.29312,0.188472,0.29312,0.822,0.0604704,0.140102,0.218141,0.0001,1e-05
178,1206.4,0.0543161,0.160092,0.00167194,0.177018,0.331708,0.222307,0.331708,0.873875,0.0572907,0.134544,0.202635,0.0001,1e-05
179,1210.37,0.0382749,0.154485,0.00140358,0.157797,0.307433,0.192156,0.307433,0.842,0.046537,0.145653,0.19454,0.0001,1e-05
180,1214.47,0.0480439,0.161884,0.00140736,0.19395,0.359092,0.201433,0.359092,0.82125,0.0572133,0.146959,0.229986,0.0001,1e-05
181,1218.54,0.0571056,0.145144,0.00250636,0.20356,0.34723,0.199693,0.34723,0.746875,0.0612034,0.131426,0.28827,0.0001,1e-05
182,1248.15,0.0491786,0.152189,0.00176167,0.173424,0.413161,0.284445,0.413161,0.8785,0.0524023,0.128341,0.210999,0.0001,1e-05
