test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.12121866270899773,0.03917598759289831,0.4794057259956996,0.8857691112806764,0.5136419700767955,0.9682539682539683,0.8472222222222222
