epoch,time,train/loss_bbox,train/loss_ce,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.70209,2.02157,1.7764,1.58833,0.00998936,0.00376468,0.00998936,0.182,0.331123,1.37599,0.972607,0.0001,1e-05
2,6.89298,0.258427,1.12949,0.816966,0.0187416,0.0070416,0.0187416,0.28,0.145305,0.83536,0.550492,0.0001,1e-05
3,10.0121,0.169184,0.66715,0.552201,0.0356375,0.0186487,0.0356375,0.208,0.246743,0.465097,0.769314,0.0001,1e-05
4,13.3376,0.253165,0.427596,0.722338,0.0356616,0.0194766,0.0356616,0.304,0.164602,0.383919,0.576219,0.0001,1e-05
5,16.8194,0.155311,0.394662,0.484786,0.00888978,0.00371017,0.00888978,0.31,0.0986615,0.386125,0.347449,0.0001,1e-05
6,20.0718,0.117575,0.379507,0.371638,0.0123106,0.00517402,0.0123106,0.328,0.0901106,0.350486,0.331535,0.0001,1e-05
7,23.4605,0.115764,0.330968,0.420987,0.0146639,0.00868815,0.0146639,0.382,0.0893831,0.310645,0.322421,0.0001,1e-05
8,26.6462,0.0999666,0.302408,0.357686,0.0191926,0.00841243,0.0191926,0.336,0.0977869,0.308044,0.349606,0.0001,1e-05
9,29.8838,0.0894226,0.29841,0.341344,0.0500698,0.0222714,0.0500698,0.362,0.0965647,0.296113,0.309827,0.0001,1e-05
10,33.2189,0.128877,0.287323,0.368905,0.059941,0.0257174,0.059941,0.352,0.0924254,0.283493,0.321644,0.0001,1e-05
11,36.5755,0.094082,0.276884,0.323092,0.0451938,0.0189802,0.0451938,0.346,0.0953264,0.273875,0.358075,0.0001,1e-05
12,39.7968,0.094903,0.26995,0.347628,0.0695393,0.0348587,0.0695393,0.4,0.0763444,0.266133,0.290552,0.0001,1e-05
13,43.0115,0.0782968,0.260766,0.273296,0.0540632,0.0268358,0.0540632,0.41,0.0640972,0.267832,0.244357,0.0001,1e-05
14,46.1681,0.0705876,0.268258,0.257792,0.0295182,0.0121375,0.0295182,0.37,0.0557194,0.270801,0.211255,0.0001,1e-05
15,49.4835,0.0591205,0.271791,0.234153,0.0485288,0.0153459,0.0485288,0.396,0.0542743,0.266576,0.21325,0.0001,1e-05
16,52.6663,0.0597019,0.268136,0.228937,0.0497517,0.0146479,0.0497517,0.366,0.0695544,0.26441,0.305617,0.0001,1e-05
17,55.9416,0.0658659,0.264357,0.259047,0.0267716,0.0102859,0.0267716,0.38,0.0658119,0.262531,0.273016,0.0001,1e-05
18,59.3774,0.0644466,0.258605,0.220301,0.0165642,0.00844261,0.0165642,0.382,0.069173,0.257939,0.278364,0.0001,1e-05
19,62.7963,0.130068,0.255768,0.318876,0.0289802,0.0136142,0.0289802,0.4025,0.0620487,0.254764,0.272965,0.0001,1e-05
20,66.1537,0.066964,0.251462,0.253787,0.0463548,0.0157736,0.0463548,0.406375,0.0751378,0.251594,0.296933,0.0001,1e-05
21,69.4839,0.0569367,0.239796,0.210932,0.0256706,0.0148353,0.0256706,0.47825,0.0546092,0.246797,0.241408,0.0001,1e-05
22,72.8226,0.0597402,0.241062,0.242034,0.0330523,0.0205067,0.0330523,0.423125,0.0637776,0.245667,0.298269,0.0001,1e-05
23,76.2192,0.0621527,0.248152,0.281987,0.0576458,0.0280362,0.0576458,0.39875,0.0987101,0.244029,0.454889,0.0001,1e-05
24,79.5701,0.0652679,0.234215,0.269146,0.0730486,0.0345571,0.0730486,0.42775,0.0838432,0.2439,0.364772,0.0001,1e-05
25,82.9801,0.0637504,0.240118,0.246403,0.0855853,0.0412225,0.0855853,0.655375,0.050952,0.239325,0.205862,0.0001,1e-05
26,86.1885,0.056033,0.237765,0.21183,0.0600005,0.0319845,0.0600005,0.71525,0.0521289,0.241151,0.214859,0.0001,1e-05
27,89.5388,0.0507457,0.235054,0.197835,0.0742602,0.0388002,0.0742602,0.773375,0.044777,0.239144,0.198152,0.0001,1e-05
28,92.8917,0.055337,0.24027,0.221446,0.0854057,0.0454632,0.0854057,0.752375,0.0569065,0.233119,0.259201,0.0001,1e-05
