test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.09864477689067523,0.24173283576965332,0.3621009290218353,0.09814155384598507,0.04862775535833779,0.3684210526315789,0.09722222222222222
