epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,28.8955,0.242474,0.581015,0.000502537,0.000919075,0.623275,0.00468688,0.00239098,0.00932339,0.466667,0.139717,0.296833,0.62635,0.0001,1e-05
2,58.2611,0.124514,0.276939,0.000680062,0.00118755,0.430564,0.0153683,0.00763629,0.019209,0.226667,0.139279,0.27365,0.476572,0.0001,1e-05
3,88.7217,0.106175,0.248479,0.000903253,0.00156765,0.399907,0.0321832,0.0115907,0.0779817,0.226667,0.111413,0.26038,0.448894,0.0001,1e-05
4,118.982,0.0924639,0.248806,0.00103877,0.00177289,0.352711,0.0648751,0.0301645,0.141593,0.213333,0.0957147,0.250454,0.382396,0.0001,1e-05
5,149.675,0.0956561,0.248195,0.00114705,0.00194563,0.309946,0.0922773,0.0472118,0.171717,0.226667,0.104945,0.249002,0.346092,0.0001,1e-05
6,180.386,0.101009,0.227788,0.000977317,0.00164312,0.362616,0.138064,0.0698865,0.219512,0.12,0.0928683,0.218636,0.340356,0.0001,1e-05
7,210.514,0.0883508,0.222163,0.000817485,0.0013584,0.336952,0.167098,0.0644455,0.168539,0.2,0.0979179,0.241629,0.402759,0.0001,1e-05
8,239.169,0.0887835,0.226181,0.000741231,0.00121824,0.323079,0.0887522,0.0388936,0.181818,0.213333,0.113248,0.222825,0.464689,0.0001,1e-05
9,267.767,0.0814492,0.228504,0.000687367,0.00112102,0.307216,0.146002,0.0820516,0.165049,0.226667,0.0800037,0.228297,0.330712,0.0001,1e-05
10,297.366,0.080934,0.218008,0.000695583,0.00113262,0.30314,0.104148,0.0541195,0.144068,0.226667,0.133944,0.185618,0.493549,0.0001,1e-05
11,326.624,0.0908463,0.184081,0.000652937,0.00105701,0.33969,0.219791,0.124976,0.461538,0.16,0.0863761,0.181309,0.349488,0.0001,1e-05
12,357.584,0.0836519,0.191504,0.000723576,0.00117847,0.314259,0.295818,0.146693,0.232323,0.306667,0.0825763,0.182414,0.323166,0.0001,1e-05
13,388.728,0.0873993,0.180323,0.000659543,0.00106261,0.315695,0.339219,0.175165,0.46875,0.2,0.0841361,0.166628,0.325474,0.0001,1e-05
14,419.366,0.093179,0.15371,0.000582234,0.000925202,0.352811,0.417194,0.230195,0.62,0.413333,0.116742,0.130962,0.471481,0.0001,1e-05
15,450.136,0.0951235,0.147261,0.000585157,0.000925921,0.342671,0.484593,0.265885,0.652174,0.4,0.0940495,0.132523,0.372635,0.0001,1e-05
