epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.72736,2.43865,1.7601,0.00421634,1.83093,0,0,0,0,0.594485,1.32514,1.31401,0.0001,1e-05
2,7.06295,0.561317,1.16854,0.00389769,1.31952,0,0,0,0,0.237524,0.88524,0.827895,0.0001,1e-05
3,10.1047,0.227591,0.781378,0.00369481,0.666875,4.05778e-05,4.05778e-06,4.05778e-05,0.003125,0.154527,0.582783,0.513517,0.0001,1e-05
4,13.2176,0.204642,0.526465,0.0034253,0.612788,0,0,0,0,0.151081,0.461856,0.483692,0.0001,1e-05
5,16.5885,0.177776,0.440493,0.00310273,0.477572,0,0,0,0,0.121409,0.415962,0.39464,0.0001,1e-05
6,19.7891,0.101215,0.429183,0.00288807,0.347433,0,0,0,0,0.114969,0.386925,0.369861,0.0001,1e-05
7,23.0647,0.107278,0.386462,0.00266051,0.371333,0,0,0,0,0.115025,0.352149,0.389078,0.0001,1e-05
8,26.186,0.093809,0.34605,0.00253681,0.346126,0,0,0,0,0.138729,0.332039,0.429536,0.0001,1e-05
9,29.2644,0.115323,0.326833,0.0024604,0.377735,0.00344244,0.00120138,0.00344244,0.128125,0.0934529,0.32557,0.319753,0.0001,1e-05
10,32.5731,0.0850925,0.322365,0.00225316,0.35421,0.0201667,0.00767855,0.0201667,0.30725,0.0895807,0.320362,0.351806,0.0001,1e-05
11,36.0518,0.0928245,0.319069,0.00203427,0.331861,0.0414778,0.0183796,0.0414778,0.478,0.0774067,0.313931,0.314814,0.0001,1e-05
12,39.5061,0.0756582,0.300145,0.00198478,0.254372,0.043766,0.0244329,0.043766,0.618125,0.0769346,0.306413,0.281201,0.0001,1e-05
13,42.8256,0.0744505,0.297981,0.00185428,0.268829,0.0937624,0.04697,0.0937624,0.710375,0.0597338,0.299287,0.218658,0.0001,1e-05
14,46.1161,0.0660182,0.296726,0.00184389,0.253269,0.0660487,0.0298913,0.0660487,0.66775,0.0751353,0.293695,0.272546,0.0001,1e-05
15,49.5306,0.068826,0.295748,0.00183728,0.257655,0.0349621,0.016347,0.0349621,0.684,0.0731822,0.290641,0.285605,0.0001,1e-05
16,52.7059,0.0675808,0.288397,0.0017906,0.246056,0.039874,0.0194724,0.039874,0.7145,0.0720381,0.284761,0.277886,0.0001,1e-05
17,55.9488,0.0709814,0.284513,0.00175173,0.260716,0.0510541,0.0208291,0.0510541,0.676625,0.0802866,0.279954,0.30394,0.0001,1e-05
18,59.197,0.132001,0.280743,0.00166351,0.361137,0.0906085,0.0514005,0.0906085,0.7465,0.0623854,0.27763,0.237842,0.0001,1e-05
19,62.499,0.0587948,0.274899,0.00162673,0.210504,0.0361181,0.0203973,0.0361181,0.791,0.0541195,0.273957,0.203229,0.0001,1e-05
20,65.8737,0.0587264,0.276291,0.00156672,0.223486,0.0211455,0.0117932,0.0211455,0.717125,0.0626905,0.27332,0.259668,0.0001,1e-05
21,69.1353,0.0692339,0.273498,0.00156598,0.243529,0.0242193,0.0134325,0.0242193,0.735625,0.0537402,0.271373,0.21853,0.0001,1e-05
22,72.3519,0.0562685,0.267955,0.0016025,0.214632,0.0136478,0.0074376,0.0136478,0.549,0.0817653,0.265482,0.349099,0.0001,1e-05
23,75.6237,0.0586624,0.26785,0.00158066,0.241068,0.0190258,0.0106718,0.0190258,0.661875,0.0657595,0.261647,0.242283,0.0001,1e-05
24,78.9765,0.0778365,0.262793,0.0014298,0.282983,0.0198144,0.0111731,0.0198144,0.71575,0.0571472,0.260284,0.20415,0.0001,1e-05
25,82.2874,0.0459853,0.258223,0.00153864,0.191252,0.0188618,0.0117952,0.0188618,0.761125,0.0483885,0.25813,0.200162,0.0001,1e-05
26,85.4927,0.0525338,0.25874,0.00155274,0.187833,0.0198864,0.0125573,0.0198864,0.765,0.0526718,0.255466,0.205278,0.0001,1e-05
27,88.6962,0.0519698,0.256391,0.00146539,0.183805,0.0216553,0.0143036,0.0216553,0.8045,0.0613947,0.249769,0.232161,0.0001,1e-05
