version,mode,dataset_ratio,npp_lambda_2d,npp_lambda_1d,bbox_mask_weight,diff_alpha,diff_beta,npp_fpn_sources,data_yaml,project_dir,run_name,fitness,mAP50,mAP50-95,precision,recall,status,save_dir
v10,npp_only,25,0.0,0.06,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.06_mask0.1_fpn16_19_22,0.43583,0.7812,0.43583,0.70708,0.76201,success,runs/detect_25/train_npp_l2d0.0_l1d0.06_mask0.1_fpn16_19_22
v10,npp_only,10,0.0,0.06,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.06_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.06_mask0.1_fpn16_19_22
v10,npp_only,25,0.0,0.06,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.06_mask0.2_fpn16_19_22,0.46849,0.79072,0.46849,0.67653,0.72985,success,runs/detect_25/train_npp_l2d0.0_l1d0.06_mask0.2_fpn16_19_22
v10,npp_only,10,0.0,0.06,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.06_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.06_mask0.2_fpn16_19_22
v10,npp_only,25,0.0,0.06,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.06_mask0.3_fpn16_19_22,0.4851,0.77573,0.4851,0.73962,0.7753,success,runs/detect_25/train_npp_l2d0.0_l1d0.06_mask0.3_fpn16_19_22
v10,npp_only,10,0.0,0.06,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.06_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.06_mask0.3_fpn16_19_22
v10,npp_only,25,0.0,0.08,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.08_mask0.1_fpn16_19_22,0.52422,0.8677,0.52422,0.82049,0.83362,success,runs/detect_25/train_npp_l2d0.0_l1d0.08_mask0.1_fpn16_19_22
v10,npp_only,10,0.0,0.08,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.08_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.08_mask0.1_fpn16_19_22
v10,npp_only,25,0.0,0.08,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.08_mask0.2_fpn16_19_22,0.43875,0.76778,0.43875,0.70545,0.72985,success,runs/detect_25/train_npp_l2d0.0_l1d0.08_mask0.2_fpn16_19_22
v10,npp_only,10,0.0,0.08,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.08_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.08_mask0.2_fpn16_19_22
v10,npp_only,25,0.0,0.08,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.08_mask0.3_fpn16_19_22,0.46402,0.7867,0.46402,0.75528,0.73341,success,runs/detect_25/train_npp_l2d0.0_l1d0.08_mask0.3_fpn16_19_22
v10,npp_only,10,0.0,0.08,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.08_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.08_mask0.3_fpn16_19_22
v10,npp_only,25,0.02,0.0,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.0_mask0.1_fpn16_19_22,0.41584,0.72665,0.41584,0.65049,0.70478,success,runs/detect_25/train_npp_l2d0.02_l1d0.0_mask0.1_fpn16_19_22
v10,npp_only,10,0.02,0.0,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.0_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.0_mask0.1_fpn16_19_22
v10,npp_only,25,0.02,0.0,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.0_mask0.2_fpn16_19_22,0.4983,0.82458,0.4983,0.7403,0.86007,success,runs/detect_25/train_npp_l2d0.02_l1d0.0_mask0.2_fpn16_19_22
v10,npp_only,10,0.02,0.0,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.0_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.0_mask0.2_fpn16_19_22
v10,npp_only,25,0.02,0.0,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.0_mask0.3_fpn16_19_22,0.41584,0.72665,0.41584,0.65049,0.70478,success,runs/detect_25/train_npp_l2d0.02_l1d0.0_mask0.3_fpn16_19_22
v10,npp_only,10,0.02,0.0,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.0_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.0_mask0.3_fpn16_19_22
v10,npp_only,25,0.02,0.02,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.02_mask0.1_fpn16_19_22,0.49384,0.7913,0.49384,0.7434,0.78368,success,runs/detect_25/train_npp_l2d0.02_l1d0.02_mask0.1_fpn16_19_22
v10,npp_only,10,0.02,0.02,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.02_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.02_mask0.1_fpn16_19_22
v10,npp_only,25,0.02,0.02,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.02_mask0.2_fpn16_19_22,0.4177,0.72781,0.4177,0.72545,0.68268,success,runs/detect_25/train_npp_l2d0.02_l1d0.02_mask0.2_fpn16_19_22
v10,npp_only,10,0.02,0.02,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.02_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.02_mask0.2_fpn16_19_22
v10,npp_only,25,0.02,0.02,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.02_mask0.3_fpn16_19_22,0.5111,0.8512,0.5111,0.82627,0.79134,success,runs/detect_25/train_npp_l2d0.02_l1d0.02_mask0.3_fpn16_19_22
v10,npp_only,10,0.02,0.02,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.02_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.02_mask0.3_fpn16_19_22
v10,npp_only,25,0.02,0.04,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.04_mask0.1_fpn16_19_22,0.54283,0.86011,0.54283,0.8182,0.75986,success,runs/detect_25/train_npp_l2d0.02_l1d0.04_mask0.1_fpn16_19_22
v10,npp_only,10,0.02,0.04,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.04_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.04_mask0.1_fpn16_19_22
v10,npp_only,25,0.02,0.04,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.04_mask0.2_fpn16_19_22,0.51669,0.84669,0.51669,0.75003,0.81475,success,runs/detect_25/train_npp_l2d0.02_l1d0.04_mask0.2_fpn16_19_22
v10,npp_only,10,0.02,0.04,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.04_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.04_mask0.2_fpn16_19_22
v10,npp_only,25,0.02,0.04,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.04_mask0.3_fpn16_19_22,0.475,0.76129,0.475,0.67671,0.78087,success,runs/detect_25/train_npp_l2d0.02_l1d0.04_mask0.3_fpn16_19_22
v10,npp_only,10,0.02,0.04,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.04_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.04_mask0.3_fpn16_19_22
v10,npp_only,25,0.02,0.06,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.06_mask0.1_fpn16_19_22,0.50687,0.84433,0.50687,0.84269,0.7187,success,runs/detect_25/train_npp_l2d0.02_l1d0.06_mask0.1_fpn16_19_22
v10,npp_only,10,0.02,0.06,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.06_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.06_mask0.1_fpn16_19_22
v10,npp_only,25,0.02,0.06,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.06_mask0.2_fpn16_19_22,0.48335,0.77968,0.48335,0.78433,0.70713,success,runs/detect_25/train_npp_l2d0.02_l1d0.06_mask0.2_fpn16_19_22
v10,npp_only,10,0.02,0.06,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.06_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.06_mask0.2_fpn16_19_22
v10,npp_only,25,0.02,0.06,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.06_mask0.3_fpn16_19_22,0.49855,0.80886,0.49855,0.74054,0.77584,success,runs/detect_25/train_npp_l2d0.02_l1d0.06_mask0.3_fpn16_19_22
v10,npp_only,10,0.02,0.06,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.06_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.06_mask0.3_fpn16_19_22
v10,npp_only,25,0.02,0.08,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.08_mask0.1_fpn16_19_22,0.44433,0.77878,0.44433,0.68532,0.76392,success,runs/detect_25/train_npp_l2d0.02_l1d0.08_mask0.1_fpn16_19_22
v10,npp_only,10,0.02,0.08,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.08_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.08_mask0.1_fpn16_19_22
v10,npp_only,25,0.02,0.08,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.08_mask0.2_fpn16_19_22,0.44091,0.75187,0.44091,0.7114,0.80573,success,runs/detect_25/train_npp_l2d0.02_l1d0.08_mask0.2_fpn16_19_22
v10,npp_only,10,0.02,0.08,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.08_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.08_mask0.2_fpn16_19_22
v10,npp_only,25,0.02,0.08,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.02_l1d0.08_mask0.3_fpn16_19_22,0.44701,0.75061,0.44701,0.64633,0.75643,success,runs/detect_25/train_npp_l2d0.02_l1d0.08_mask0.3_fpn16_19_22
v10,npp_only,10,0.02,0.08,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.02_l1d0.08_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.02_l1d0.08_mask0.3_fpn16_19_22
v10,npp_only,25,0.04,0.0,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.0_mask0.1_fpn16_19_22,0.48823,0.77867,0.48823,0.58502,0.86021,success,runs/detect_25/train_npp_l2d0.04_l1d0.0_mask0.1_fpn16_19_22
v10,npp_only,10,0.04,0.0,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.0_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.0_mask0.1_fpn16_19_22
v10,npp_only,25,0.04,0.0,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.0_mask0.2_fpn16_19_22,0.53721,0.85245,0.53721,0.78581,0.75257,success,runs/detect_25/train_npp_l2d0.04_l1d0.0_mask0.2_fpn16_19_22
v10,npp_only,10,0.04,0.0,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.0_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.0_mask0.2_fpn16_19_22
v10,npp_only,25,0.04,0.0,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.0_mask0.3_fpn16_19_22,0.49508,0.79474,0.49508,0.66871,0.86902,success,runs/detect_25/train_npp_l2d0.04_l1d0.0_mask0.3_fpn16_19_22
v10,npp_only,10,0.04,0.0,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.0_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.0_mask0.3_fpn16_19_22
v10,npp_only,25,0.04,0.02,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.02_mask0.1_fpn16_19_22,0.48615,0.75127,0.48615,0.69013,0.75771,success,runs/detect_25/train_npp_l2d0.04_l1d0.02_mask0.1_fpn16_19_22
v10,npp_only,10,0.04,0.02,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.02_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.02_mask0.1_fpn16_19_22
v10,npp_only,25,0.04,0.02,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.02_mask0.2_fpn16_19_22,0.56565,0.87806,0.56565,0.85829,0.78741,success,runs/detect_25/train_npp_l2d0.04_l1d0.02_mask0.2_fpn16_19_22
v10,npp_only,10,0.04,0.02,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.02_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.02_mask0.2_fpn16_19_22
v10,npp_only,25,0.04,0.02,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.02_mask0.3_fpn16_19_22,0.50112,0.80728,0.50112,0.75896,0.81301,success,runs/detect_25/train_npp_l2d0.04_l1d0.02_mask0.3_fpn16_19_22
v10,npp_only,10,0.04,0.02,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.02_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.02_mask0.3_fpn16_19_22
v10,npp_only,25,0.04,0.04,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.04_mask0.1_fpn16_19_22,0.42758,0.73479,0.42758,0.66475,0.71539,success,runs/detect_25/train_npp_l2d0.04_l1d0.04_mask0.1_fpn16_19_22
v10,npp_only,10,0.04,0.04,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.04_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.04_mask0.1_fpn16_19_22
v10,npp_only,25,0.04,0.04,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.04_mask0.2_fpn16_19_22,0.52754,0.83156,0.52754,0.71307,0.80149,success,runs/detect_25/train_npp_l2d0.04_l1d0.04_mask0.2_fpn16_19_22
v10,npp_only,10,0.04,0.04,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.04_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.04_mask0.2_fpn16_19_22
v10,npp_only,25,0.04,0.04,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.04_mask0.3_fpn16_19_22,0.4577,0.73773,0.4577,0.63918,0.71546,success,runs/detect_25/train_npp_l2d0.04_l1d0.04_mask0.3_fpn16_19_22
v10,npp_only,10,0.04,0.04,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.04_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.04_mask0.3_fpn16_19_22
v10,npp_only,25,0.04,0.06,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.06_mask0.1_fpn16_19_22,0.44889,0.74404,0.44889,0.66056,0.73542,success,runs/detect_25/train_npp_l2d0.04_l1d0.06_mask0.1_fpn16_19_22
v10,npp_only,10,0.04,0.06,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.06_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.06_mask0.1_fpn16_19_22
v10,npp_only,25,0.04,0.06,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.06_mask0.2_fpn16_19_22,0.41762,0.76107,0.41762,0.81658,0.59995,success,runs/detect_25/train_npp_l2d0.04_l1d0.06_mask0.2_fpn16_19_22
v10,npp_only,10,0.04,0.06,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.06_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.06_mask0.2_fpn16_19_22
v10,npp_only,25,0.04,0.06,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.06_mask0.3_fpn16_19_22,0.37431,0.71662,0.37431,0.63701,0.72213,success,runs/detect_25/train_npp_l2d0.04_l1d0.06_mask0.3_fpn16_19_22
v10,npp_only,10,0.04,0.06,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.06_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.06_mask0.3_fpn16_19_22
v10,npp_only,25,0.04,0.08,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.08_mask0.1_fpn16_19_22,0.5492,0.85034,0.5492,0.74145,0.80888,success,runs/detect_25/train_npp_l2d0.04_l1d0.08_mask0.1_fpn16_19_22
v10,npp_only,10,0.04,0.08,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.08_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.08_mask0.1_fpn16_19_22
v10,npp_only,25,0.04,0.08,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.08_mask0.2_fpn16_19_22,0.36693,0.62387,0.36693,0.57925,0.68432,success,runs/detect_25/train_npp_l2d0.04_l1d0.08_mask0.2_fpn16_19_22
v10,npp_only,10,0.04,0.08,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.08_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.08_mask0.2_fpn16_19_22
v10,npp_only,25,0.04,0.08,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.08_mask0.3_fpn16_19_22,0.52352,0.86931,0.52352,0.79994,0.84906,success,runs/detect_25/train_npp_l2d0.04_l1d0.08_mask0.3_fpn16_19_22
v10,npp_only,10,0.04,0.08,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.08_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.04_l1d0.08_mask0.3_fpn16_19_22
v10,npp_only,25,0.06,0.0,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.0_mask0.1_fpn16_19_22,0.52192,0.8277,0.52192,0.76567,0.77268,success,runs/detect_25/train_npp_l2d0.06_l1d0.0_mask0.1_fpn16_19_22
v10,npp_only,10,0.06,0.0,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.0_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.06_l1d0.0_mask0.1_fpn16_19_22
v10,npp_only,25,0.06,0.0,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.0_mask0.2_fpn16_19_22,0.45228,0.75745,0.45228,0.71851,0.69025,success,runs/detect_25/train_npp_l2d0.06_l1d0.0_mask0.2_fpn16_19_22
v10,npp_only,10,0.06,0.0,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.0_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.06_l1d0.0_mask0.2_fpn16_19_22
v10,npp_only,25,0.06,0.0,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.0_mask0.3_fpn16_19_22,0.39406,0.68693,0.39406,0.74942,0.57815,success,runs/detect_25/train_npp_l2d0.06_l1d0.0_mask0.3_fpn16_19_22
v10,npp_only,10,0.06,0.0,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.0_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.06_l1d0.0_mask0.3_fpn16_19_22
v10,npp_only,25,0.06,0.02,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.02_mask0.1_fpn16_19_22,0.48705,0.78139,0.48705,0.74902,0.69177,success,runs/detect_25/train_npp_l2d0.06_l1d0.02_mask0.1_fpn16_19_22
v10,npp_only,10,0.06,0.02,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.02_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.06_l1d0.02_mask0.1_fpn16_19_22
v10,npp_only,25,0.06,0.02,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.02_mask0.2_fpn16_19_22,0.39891,0.67688,0.39891,0.57825,0.73199,success,runs/detect_25/train_npp_l2d0.06_l1d0.02_mask0.2_fpn16_19_22
v10,npp_only,10,0.06,0.02,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.02_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.06_l1d0.02_mask0.2_fpn16_19_22
v10,npp_only,25,0.06,0.02,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.02_mask0.3_fpn16_19_22,0.49305,0.81359,0.49305,0.79306,0.7694,success,runs/detect_25/train_npp_l2d0.06_l1d0.02_mask0.3_fpn16_19_22
v10,npp_only,10,0.06,0.02,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.02_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.06_l1d0.02_mask0.3_fpn16_19_22
v10,npp_only,25,0.06,0.04,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.04_mask0.1_fpn16_19_22,0.51936,0.85,0.51936,0.7355,0.88679,success,runs/detect_25/train_npp_l2d0.06_l1d0.04_mask0.1_fpn16_19_22
v10,npp_only,10,0.06,0.04,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.04_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.06_l1d0.04_mask0.1_fpn16_19_22
v10,npp_only,25,0.06,0.04,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.04_mask0.2_fpn16_19_22,0.51387,0.82327,0.51387,0.7711,0.79031,success,runs/detect_25/train_npp_l2d0.06_l1d0.04_mask0.2_fpn16_19_22
v10,npp_only,10,0.06,0.04,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.04_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.06_l1d0.04_mask0.2_fpn16_19_22
v10,npp_only,25,0.06,0.04,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.04_mask0.3_fpn16_19_22,0.50093,0.80889,0.50093,0.74853,0.78904,success,runs/detect_25/train_npp_l2d0.06_l1d0.04_mask0.3_fpn16_19_22
v10,npp_only,10,0.06,0.04,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.04_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.06_l1d0.04_mask0.3_fpn16_19_22
v10,npp_only,25,0.06,0.06,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.06_mask0.1_fpn16_19_22,0.50234,0.77417,0.50234,0.73301,0.71269,success,runs/detect_25/train_npp_l2d0.06_l1d0.06_mask0.1_fpn16_19_22
