version,mode,dataset_ratio,npp_lambda_2d,npp_lambda_1d,bbox_mask_weight,diff_alpha,diff_beta,npp_fpn_sources,data_yaml,project_dir,run_name,fitness,mAP50,mAP50-95,precision,recall,status,save_dir
v8,npp_only,25,0.04,0.06,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.06_mask0.1_fpn15_18_21,0.45313,0.78676,0.45313,0.75719,0.73497,success,runs/detect_25/train_npp_l2d0.04_l1d0.06_mask0.1_fpn15_18_21
v8,npp_only,10,0.04,0.06,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.06_mask0.1_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.04_l1d0.06_mask0.1_fpn15_18_21
v8,npp_only,25,0.04,0.06,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.06_mask0.2_fpn15_18_21,0.50768,0.87359,0.50768,0.83423,0.86367,success,runs/detect_25/train_npp_l2d0.04_l1d0.06_mask0.2_fpn15_18_21
v8,npp_only,10,0.04,0.06,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.06_mask0.2_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.04_l1d0.06_mask0.2_fpn15_18_21
v8,npp_only,25,0.04,0.06,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.06_mask0.3_fpn15_18_21,0.41236,0.7554,0.41236,0.61856,0.76029,success,runs/detect_25/train_npp_l2d0.04_l1d0.06_mask0.3_fpn15_18_21
v8,npp_only,10,0.04,0.06,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.06_mask0.3_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.04_l1d0.06_mask0.3_fpn15_18_21
v8,npp_only,25,0.04,0.08,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.08_mask0.1_fpn15_18_21,0.42273,0.77637,0.42273,0.74861,0.76029,success,runs/detect_25/train_npp_l2d0.04_l1d0.08_mask0.1_fpn15_18_21
v8,npp_only,10,0.04,0.08,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.08_mask0.1_fpn15_18_21,0.02116,0.0468,0.02116,0.04631,0.37264,success,runs/detect_10/train_npp_l2d0.04_l1d0.08_mask0.1_fpn15_18_21
v8,npp_only,25,0.04,0.08,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.08_mask0.2_fpn15_18_21,0.48116,0.86479,0.48116,0.81303,0.74094,success,runs/detect_25/train_npp_l2d0.04_l1d0.08_mask0.2_fpn15_18_21
v8,npp_only,10,0.04,0.08,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.08_mask0.2_fpn15_18_21,0.02116,0.0468,0.02116,0.04631,0.37264,success,runs/detect_10/train_npp_l2d0.04_l1d0.08_mask0.2_fpn15_18_21
v8,npp_only,25,0.04,0.08,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.04_l1d0.08_mask0.3_fpn15_18_21,0.36945,0.71772,0.36945,0.50274,0.76973,success,runs/detect_25/train_npp_l2d0.04_l1d0.08_mask0.3_fpn15_18_21
v8,npp_only,10,0.04,0.08,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.04_l1d0.08_mask0.3_fpn15_18_21,0.02116,0.0468,0.02116,0.04631,0.37264,success,runs/detect_10/train_npp_l2d0.04_l1d0.08_mask0.3_fpn15_18_21
v8,npp_only,25,0.06,0.0,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.0_mask0.1_fpn15_18_21,0.44366,0.82572,0.44366,0.79037,0.82075,success,runs/detect_25/train_npp_l2d0.06_l1d0.0_mask0.1_fpn15_18_21
v8,npp_only,10,0.06,0.0,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.0_mask0.1_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.06_l1d0.0_mask0.1_fpn15_18_21
v8,npp_only,25,0.06,0.0,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.0_mask0.2_fpn15_18_21,0.50382,0.87251,0.50382,0.89102,0.78473,success,runs/detect_25/train_npp_l2d0.06_l1d0.0_mask0.2_fpn15_18_21
v8,npp_only,10,0.06,0.0,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.0_mask0.2_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.06_l1d0.0_mask0.2_fpn15_18_21
v8,npp_only,25,0.06,0.0,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.0_mask0.3_fpn15_18_21,0.46367,0.88415,0.46367,0.72903,0.93396,success,runs/detect_25/train_npp_l2d0.06_l1d0.0_mask0.3_fpn15_18_21
v8,npp_only,10,0.06,0.0,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.0_mask0.3_fpn15_18_21,0.05138,0.08867,0.05138,0.02462,0.58619,success,runs/detect_10/train_npp_l2d0.06_l1d0.0_mask0.3_fpn15_18_21
v8,npp_only,25,0.06,0.02,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.02_mask0.1_fpn15_18_21,0.52693,0.88634,0.52693,0.86415,0.86792,success,runs/detect_25/train_npp_l2d0.06_l1d0.02_mask0.1_fpn15_18_21
v8,npp_only,10,0.06,0.02,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.02_mask0.1_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.06_l1d0.02_mask0.1_fpn15_18_21
v8,npp_only,25,0.06,0.02,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.02_mask0.2_fpn15_18_21,0.46674,0.83482,0.46674,0.7305,0.83962,success,runs/detect_25/train_npp_l2d0.06_l1d0.02_mask0.2_fpn15_18_21
v8,npp_only,10,0.06,0.02,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.02_mask0.2_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.06_l1d0.02_mask0.2_fpn15_18_21
v8,npp_only,25,0.06,0.02,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.02_mask0.3_fpn15_18_21,0.42151,0.80162,0.42151,0.64424,0.80189,success,runs/detect_25/train_npp_l2d0.06_l1d0.02_mask0.3_fpn15_18_21
v8,npp_only,10,0.06,0.02,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.02_mask0.3_fpn15_18_21,0.05138,0.08867,0.05138,0.02462,0.58619,success,runs/detect_10/train_npp_l2d0.06_l1d0.02_mask0.3_fpn15_18_21
v8,npp_only,25,0.06,0.04,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.04_mask0.1_fpn15_18_21,0.45225,0.82404,0.45225,0.75549,0.82633,success,runs/detect_25/train_npp_l2d0.06_l1d0.04_mask0.1_fpn15_18_21
v8,npp_only,10,0.06,0.04,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.04_mask0.1_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.06_l1d0.04_mask0.1_fpn15_18_21
v8,npp_only,25,0.06,0.04,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.04_mask0.2_fpn15_18_21,0.52622,0.84816,0.52622,0.81886,0.87488,success,runs/detect_25/train_npp_l2d0.06_l1d0.04_mask0.2_fpn15_18_21
v8,npp_only,10,0.06,0.04,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.04_mask0.2_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.06_l1d0.04_mask0.2_fpn15_18_21
v8,npp_only,25,0.06,0.04,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.04_mask0.3_fpn15_18_21,0.5354,0.87755,0.5354,0.78174,0.8493,success,runs/detect_25/train_npp_l2d0.06_l1d0.04_mask0.3_fpn15_18_21
v8,npp_only,10,0.06,0.04,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.04_mask0.3_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.06_l1d0.04_mask0.3_fpn15_18_21
v8,npp_only,25,0.06,0.06,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.06_mask0.1_fpn15_18_21,0.5015,0.83331,0.5015,0.69457,0.87893,success,runs/detect_25/train_npp_l2d0.06_l1d0.06_mask0.1_fpn15_18_21
v8,npp_only,10,0.06,0.06,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.06_mask0.1_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.06_l1d0.06_mask0.1_fpn15_18_21
v8,npp_only,25,0.06,0.06,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.06_mask0.2_fpn15_18_21,0.49109,0.8405,0.49109,0.69098,0.85849,success,runs/detect_25/train_npp_l2d0.06_l1d0.06_mask0.2_fpn15_18_21
v8,npp_only,10,0.06,0.06,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.06_mask0.2_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.06_l1d0.06_mask0.2_fpn15_18_21
v8,npp_only,25,0.06,0.06,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.06_mask0.3_fpn15_18_21,0.52402,0.88198,0.52402,0.84211,0.90412,success,runs/detect_25/train_npp_l2d0.06_l1d0.06_mask0.3_fpn15_18_21
v8,npp_only,10,0.06,0.06,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.06_mask0.3_fpn15_18_21,0.05128,0.08834,0.05128,0.02475,0.57676,success,runs/detect_10/train_npp_l2d0.06_l1d0.06_mask0.3_fpn15_18_21
v8,npp_only,25,0.06,0.08,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.08_mask0.1_fpn15_18_21,0.46746,0.81269,0.46746,0.79958,0.79417,success,runs/detect_25/train_npp_l2d0.06_l1d0.08_mask0.1_fpn15_18_21
v8,npp_only,10,0.06,0.08,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.08_mask0.1_fpn15_18_21,0.06564,0.17956,0.06564,0.67462,0.18182,success,runs/detect_10/train_npp_l2d0.06_l1d0.08_mask0.1_fpn15_18_21
v8,npp_only,25,0.06,0.08,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.08_mask0.2_fpn15_18_21,0.45021,0.82759,0.45021,0.78154,0.83033,success,runs/detect_25/train_npp_l2d0.06_l1d0.08_mask0.2_fpn15_18_21
v8,npp_only,10,0.06,0.08,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.08_mask0.2_fpn15_18_21,0.06564,0.17956,0.06564,0.67462,0.18182,success,runs/detect_10/train_npp_l2d0.06_l1d0.08_mask0.2_fpn15_18_21
v8,npp_only,25,0.06,0.08,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.06_l1d0.08_mask0.3_fpn15_18_21,0.41053,0.74384,0.41053,0.57328,0.78302,success,runs/detect_25/train_npp_l2d0.06_l1d0.08_mask0.3_fpn15_18_21
v8,npp_only,10,0.06,0.08,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.06_l1d0.08_mask0.3_fpn15_18_21,0.06564,0.17956,0.06564,0.67462,0.18182,success,runs/detect_10/train_npp_l2d0.06_l1d0.08_mask0.3_fpn15_18_21
v8,npp_only,25,0.08,0.0,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.0_mask0.1_fpn15_18_21,0.43993,0.81398,0.43993,0.65417,0.76415,success,runs/detect_25/train_npp_l2d0.08_l1d0.0_mask0.1_fpn15_18_21
v8,npp_only,10,0.08,0.0,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.0_mask0.1_fpn15_18_21,0.03903,0.08878,0.03903,0.07452,0.42196,success,runs/detect_10/train_npp_l2d0.08_l1d0.0_mask0.1_fpn15_18_21
v8,npp_only,25,0.08,0.0,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.0_mask0.2_fpn15_18_21,0.3906,0.75116,0.3906,0.65818,0.70369,success,runs/detect_25/train_npp_l2d0.08_l1d0.0_mask0.2_fpn15_18_21
v8,npp_only,10,0.08,0.0,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.0_mask0.2_fpn15_18_21,0.03903,0.08878,0.03903,0.07452,0.42196,success,runs/detect_10/train_npp_l2d0.08_l1d0.0_mask0.2_fpn15_18_21
v8,npp_only,25,0.08,0.0,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.0_mask0.3_fpn15_18_21,0.5232,0.86428,0.5232,0.81745,0.83019,success,runs/detect_25/train_npp_l2d0.08_l1d0.0_mask0.3_fpn15_18_21
v8,npp_only,10,0.08,0.0,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.0_mask0.3_fpn15_18_21,0.03903,0.08878,0.03903,0.07452,0.42196,success,runs/detect_10/train_npp_l2d0.08_l1d0.0_mask0.3_fpn15_18_21
v8,npp_only,25,0.08,0.02,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.02_mask0.1_fpn15_18_21,0.44062,0.83878,0.44062,0.81344,0.79803,success,runs/detect_25/train_npp_l2d0.08_l1d0.02_mask0.1_fpn15_18_21
v8,npp_only,10,0.08,0.02,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.02_mask0.1_fpn15_18_21,0.03903,0.08878,0.03903,0.07452,0.42196,success,runs/detect_10/train_npp_l2d0.08_l1d0.02_mask0.1_fpn15_18_21
v8,npp_only,25,0.08,0.02,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.02_mask0.2_fpn15_18_21,0.14585,0.26146,0.14585,0.3853,0.24322,success,runs/detect_25/train_npp_l2d0.08_l1d0.02_mask0.2_fpn15_18_21
v8,npp_only,10,0.08,0.02,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.02_mask0.2_fpn15_18_21,0.03903,0.08878,0.03903,0.07452,0.42196,success,runs/detect_10/train_npp_l2d0.08_l1d0.02_mask0.2_fpn15_18_21
v8,npp_only,25,0.08,0.02,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.02_mask0.3_fpn15_18_21,0.51233,0.89334,0.51233,0.89479,0.83576,success,runs/detect_25/train_npp_l2d0.08_l1d0.02_mask0.3_fpn15_18_21
v8,npp_only,10,0.08,0.02,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.02_mask0.3_fpn15_18_21,0.03903,0.08878,0.03903,0.07452,0.42196,success,runs/detect_10/train_npp_l2d0.08_l1d0.02_mask0.3_fpn15_18_21
v8,npp_only,25,0.08,0.04,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.04_mask0.1_fpn15_18_21,0.49936,0.82236,0.49936,0.78795,0.75086,success,runs/detect_25/train_npp_l2d0.08_l1d0.04_mask0.1_fpn15_18_21
v8,npp_only,10,0.08,0.04,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.04_mask0.1_fpn15_18_21,0.03928,0.08929,0.03928,0.07449,0.42196,success,runs/detect_10/train_npp_l2d0.08_l1d0.04_mask0.1_fpn15_18_21
v8,npp_only,25,0.08,0.04,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.04_mask0.2_fpn15_18_21,0.43181,0.84743,0.43181,0.79455,0.8267,success,runs/detect_25/train_npp_l2d0.08_l1d0.04_mask0.2_fpn15_18_21
v8,npp_only,10,0.08,0.04,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.04_mask0.2_fpn15_18_21,0.03928,0.08929,0.03928,0.07449,0.42196,success,runs/detect_10/train_npp_l2d0.08_l1d0.04_mask0.2_fpn15_18_21
v8,npp_only,25,0.08,0.04,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.04_mask0.3_fpn15_18_21,0.44381,0.8287,0.44381,0.69702,0.83019,success,runs/detect_25/train_npp_l2d0.08_l1d0.04_mask0.3_fpn15_18_21
v8,npp_only,10,0.08,0.04,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.04_mask0.3_fpn15_18_21,0.03928,0.08929,0.03928,0.07449,0.42196,success,runs/detect_10/train_npp_l2d0.08_l1d0.04_mask0.3_fpn15_18_21
v8,npp_only,25,0.08,0.06,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.06_mask0.1_fpn15_18_21,0.47261,0.86033,0.47261,0.75002,0.84906,success,runs/detect_25/train_npp_l2d0.08_l1d0.06_mask0.1_fpn15_18_21
v8,npp_only,10,0.08,0.06,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.06_mask0.1_fpn15_18_21,0.02496,0.05495,0.02496,0.05433,0.3765,success,runs/detect_10/train_npp_l2d0.08_l1d0.06_mask0.1_fpn15_18_21
v8,npp_only,25,0.08,0.06,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.06_mask0.2_fpn15_18_21,0.44979,0.79386,0.44979,0.71385,0.79245,success,runs/detect_25/train_npp_l2d0.08_l1d0.06_mask0.2_fpn15_18_21
v8,npp_only,10,0.08,0.06,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.06_mask0.2_fpn15_18_21,0.02496,0.05495,0.02496,0.05433,0.3765,success,runs/detect_10/train_npp_l2d0.08_l1d0.06_mask0.2_fpn15_18_21
v8,npp_only,25,0.08,0.06,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.06_mask0.3_fpn15_18_21,0.46808,0.86782,0.46808,0.64986,0.8735,success,runs/detect_25/train_npp_l2d0.08_l1d0.06_mask0.3_fpn15_18_21
v8,npp_only,10,0.08,0.06,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.06_mask0.3_fpn15_18_21,0.02496,0.05495,0.02496,0.05433,0.3765,success,runs/detect_10/train_npp_l2d0.08_l1d0.06_mask0.3_fpn15_18_21
v8,npp_only,25,0.08,0.08,0.1,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.08_mask0.1_fpn15_18_21,0.43031,0.84837,0.43031,0.78147,0.83784,success,runs/detect_25/train_npp_l2d0.08_l1d0.08_mask0.1_fpn15_18_21
v8,npp_only,10,0.08,0.08,0.1,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.08_mask0.1_fpn15_18_21,0.06592,0.18033,0.06592,0.68273,0.18182,success,runs/detect_10/train_npp_l2d0.08_l1d0.08_mask0.1_fpn15_18_21
v8,npp_only,25,0.08,0.08,0.2,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.08_mask0.2_fpn15_18_21,0.42551,0.78446,0.42551,0.67913,0.71312,success,runs/detect_25/train_npp_l2d0.08_l1d0.08_mask0.2_fpn15_18_21
v8,npp_only,10,0.08,0.08,0.2,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.08_mask0.2_fpn15_18_21,0.06592,0.18033,0.06592,0.68273,0.18182,success,runs/detect_10/train_npp_l2d0.08_l1d0.08_mask0.2_fpn15_18_21
v8,npp_only,25,0.08,0.08,0.3,,,"15,18,21",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.08_l1d0.08_mask0.3_fpn15_18_21,0.406,0.81077,0.406,0.66373,0.78859,success,runs/detect_25/train_npp_l2d0.08_l1d0.08_mask0.3_fpn15_18_21
v8,npp_only,10,0.08,0.08,0.3,,,"15,18,21",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.08_l1d0.08_mask0.3_fpn15_18_21,0.06592,0.18033,0.06592,0.68273,0.18182,success,runs/detect_10/train_npp_l2d0.08_l1d0.08_mask0.3_fpn15_18_21
v10,npp_only,25,0.0,0.0,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.0_mask0.1_fpn16_19_22,0.43366,0.77918,0.43366,0.70769,0.80746,success,runs/detect_25/train_npp_l2d0.0_l1d0.0_mask0.1_fpn16_19_22
v10,npp_only,10,0.0,0.0,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.0_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.0_mask0.1_fpn16_19_22
v10,npp_only,25,0.0,0.0,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.0_mask0.2_fpn16_19_22,0.43366,0.77918,0.43366,0.70769,0.80746,success,runs/detect_25/train_npp_l2d0.0_l1d0.0_mask0.2_fpn16_19_22
v10,npp_only,10,0.0,0.0,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.0_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.0_mask0.2_fpn16_19_22
v10,npp_only,25,0.0,0.0,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.0_mask0.3_fpn16_19_22,0.43366,0.77918,0.43366,0.70769,0.80746,success,runs/detect_25/train_npp_l2d0.0_l1d0.0_mask0.3_fpn16_19_22
v10,npp_only,10,0.0,0.0,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.0_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.0_mask0.3_fpn16_19_22
v10,npp_only,25,0.0,0.02,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.02_mask0.1_fpn16_19_22,0.40653,0.72578,0.40653,0.68673,0.74012,success,runs/detect_25/train_npp_l2d0.0_l1d0.02_mask0.1_fpn16_19_22
v10,npp_only,10,0.0,0.02,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.02_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.02_mask0.1_fpn16_19_22
v10,npp_only,25,0.0,0.02,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.02_mask0.2_fpn16_19_22,0.40653,0.72578,0.40653,0.68673,0.74012,success,runs/detect_25/train_npp_l2d0.0_l1d0.02_mask0.2_fpn16_19_22
v10,npp_only,10,0.0,0.02,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.02_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.02_mask0.2_fpn16_19_22
v10,npp_only,25,0.0,0.02,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.02_mask0.3_fpn16_19_22,0.40653,0.72578,0.40653,0.68673,0.74012,success,runs/detect_25/train_npp_l2d0.0_l1d0.02_mask0.3_fpn16_19_22
v10,npp_only,10,0.0,0.02,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.02_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.02_mask0.3_fpn16_19_22
v10,npp_only,25,0.0,0.04,0.1,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.04_mask0.1_fpn16_19_22,0.42681,0.74609,0.42681,0.72135,0.69768,success,runs/detect_25/train_npp_l2d0.0_l1d0.04_mask0.1_fpn16_19_22
v10,npp_only,10,0.0,0.04,0.1,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.04_mask0.1_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.04_mask0.1_fpn16_19_22
v10,npp_only,25,0.0,0.04,0.2,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.04_mask0.2_fpn16_19_22,0.49052,0.79675,0.49052,0.7846,0.6711,success,runs/detect_25/train_npp_l2d0.0_l1d0.04_mask0.2_fpn16_19_22
v10,npp_only,10,0.0,0.04,0.2,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.04_mask0.2_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.04_mask0.2_fpn16_19_22
v10,npp_only,25,0.0,0.04,0.3,,,"16,19,22",./data/data_25.yaml,runs/detect_25,train_npp_l2d0.0_l1d0.04_mask0.3_fpn16_19_22,0.45359,0.75287,0.45359,0.7075,0.64451,success,runs/detect_25/train_npp_l2d0.0_l1d0.04_mask0.3_fpn16_19_22
v10,npp_only,10,0.0,0.04,0.3,,,"16,19,22",./data/data_10.yaml,runs/detect_10,train_npp_l2d0.0_l1d0.04_mask0.3_fpn16_19_22,0.0,1e-05,0.0,3e-05,0.00943,success,runs/detect_10/train_npp_l2d0.0_l1d0.04_mask0.3_fpn16_19_22
