epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.72502,2.4283,1.76165,0.00671057,1.81188,0,0,0,0,0.565737,1.35221,1.36385,0.0001,1e-05
2,6.98021,0.51959,1.22914,0.00615577,1.24216,0,0,0,0,0.217763,0.994319,0.727686,0.0001,1e-05
3,9.9833,0.236642,0.84654,0.00577579,0.692137,0,0,0,0,0.158061,0.573312,0.539271,0.0001,1e-05
4,13.0554,0.221684,0.508752,0.00529715,0.653628,0,0,0,0,0.173221,0.405671,0.548634,0.0001,1e-05
5,16.3732,0.17284,0.396629,0.00476336,0.531662,0,0,0,0,0.129636,0.388583,0.442087,0.0001,1e-05
6,19.4966,0.135811,0.381912,0.00441559,0.414582,0,0,0,0,0.125195,0.357098,0.4199,0.0001,1e-05
7,22.7473,0.133381,0.345351,0.00405428,0.42176,0,0,0,0,0.122025,0.335396,0.427925,0.0001,1e-05
8,25.8699,0.101808,0.333091,0.00391685,0.357118,0,0,0,0,0.115154,0.334818,0.356141,0.0001,1e-05
9,28.8916,0.0969009,0.333121,0.00382165,0.325712,0,0,0,0,0.0788465,0.328534,0.304355,0.0001,1e-05
10,32.0872,0.101209,0.318798,0.00352962,0.385069,0.00199685,0.000684406,0.00199685,0.086125,0.0752788,0.31829,0.308672,0.0001,1e-05
11,35.4961,0.0978924,0.30727,0.00319191,0.309484,0.0125855,0.0044581,0.0125855,0.3275,0.0881411,0.309818,0.298389,0.0001,1e-05
12,38.8943,0.0737853,0.291792,0.00316174,0.274457,0.0232172,0.0137443,0.0232172,0.616375,0.0648969,0.30211,0.241177,0.0001,1e-05
13,42.1656,0.0746562,0.286689,0.00299797,0.278279,0.0217443,0.0129461,0.0217443,0.658125,0.0624685,0.301702,0.246073,0.0001,1e-05
14,45.4436,0.0713778,0.296894,0.00301333,0.279175,0.0191226,0.0113932,0.0191226,0.64875,0.0771611,0.296249,0.294074,0.0001,1e-05
15,48.7988,0.085526,0.289674,0.0030347,0.308469,0.0207023,0.0131509,0.0207023,0.7215,0.0711255,0.290832,0.264986,0.0001,1e-05
16,51.9479,0.0572808,0.28885,0.00299414,0.221456,0.0193758,0.0123357,0.0193758,0.750875,0.0521701,0.288404,0.213169,0.0001,1e-05
17,55.1567,0.0548238,0.292102,0.00297791,0.21858,0.0204431,0.0119478,0.0204431,0.68975,0.0543405,0.283597,0.229538,0.0001,1e-05
18,58.3969,0.125356,0.282839,0.00280586,0.323345,0.0227139,0.012998,0.0227139,0.702625,0.0556773,0.280641,0.225128,0.0001,1e-05
19,61.6208,0.0657325,0.273206,0.00271465,0.236081,0.0172986,0.0113094,0.0172986,0.716,0.0516928,0.274371,0.202393,0.0001,1e-05
20,64.9721,0.0618304,0.268965,0.00259512,0.224269,0.0176022,0.0111987,0.0176022,0.652375,0.058643,0.27028,0.232475,0.0001,1e-05
