test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.09877128526568413,0.031374847632832825,0.39540035525957745,0.9056169765474883,0.608699056576217,0.8571428571428571,0.9166666666666666
