test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.09330035621921222,0.030117373549728654,0.36955325305461884,0.9196950501297643,0.6014654331420544,0.9420289855072463,0.9027777777777778
