epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.65723,2.30208,2.49823,0.0144959,1.69933,0,0,0,0,0.285965,1.76191,0.816674,0.0001,1e-05
2,6.86898,0.348943,1.68611,0.0134485,0.921601,0,0,0,0,0.221029,1.34774,0.775953,0.0001,1e-05
3,10.1179,0.193792,1.1643,0.0123752,0.647389,0.00183876,0.000727946,0.00183876,0.025,0.175969,0.764965,0.640283,0.0001,1e-05
4,13.2694,0.161506,0.662357,0.0111587,0.545927,0.00101922,0.00050961,0.00101922,0.015625,0.132324,0.448189,0.474612,0.0001,1e-05
5,16.535,0.177733,0.435345,0.00975875,0.534715,0,0,0,0,0.120524,0.371098,0.453271,0.0001,1e-05
6,19.5358,0.141168,0.354163,0.00885868,0.444301,0.00245369,0.00135761,0.00245369,0.0375,0.100224,0.355717,0.356268,0.0001,1e-05
7,22.7819,0.0922254,0.3401,0.00770193,0.348206,0.00292687,0.00126914,0.00292687,0.04375,0.0818433,0.348488,0.29591,0.0001,1e-05
8,25.7976,0.0824959,0.337726,0.0072162,0.292115,0.00407754,0.00228953,0.00407754,0.096875,0.06598,0.336764,0.242612,0.0001,1e-05
9,29.0327,0.0775356,0.331955,0.00596989,0.275196,0.0100218,0.00597592,0.0100218,0.256625,0.0542877,0.331656,0.205875,0.0001,1e-05
10,32.2332,0.0792094,0.323004,0.00558421,0.268159,0.00528455,0.00106118,0.00528455,0.119125,0.148911,0.329745,0.540364,0.0001,1e-05
11,35.4946,0.110462,0.315531,0.00505559,0.395798,0.0233458,0.00769871,0.0233458,0.463,0.0804087,0.319006,0.333713,0.0001,1e-05
12,38.7623,0.0704672,0.308592,0.00480254,0.254068,0.0392894,0.0270017,0.0392894,0.6725,0.0590708,0.307346,0.217132,0.0001,1e-05
13,41.9687,0.0724691,0.301619,0.00447664,0.278103,0.0373845,0.0209698,0.0373845,0.586875,0.0737982,0.297826,0.327177,0.0001,1e-05
14,45.1633,0.0694364,0.28521,0.00402853,0.276359,0.0377548,0.0248083,0.0377548,0.62875,0.0776503,0.29263,0.286666,0.0001,1e-05
15,48.4277,0.0778184,0.284995,0.00417732,0.32038,0.0360109,0.0263019,0.0360109,0.591125,0.0949629,0.286338,0.357277,0.0001,1e-05
16,51.594,0.0671443,0.279086,0.00408227,0.27841,0.0358634,0.0140642,0.0358634,0.71575,0.0556645,0.281209,0.247875,0.0001,1e-05
