test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.08943661426504453,0.04468683673379322,0.34120553731918335,0.8991366007366807,0.6039451065716993,0.9130434782608695,0.875
