epoch,time,train/loss_bbox,train/loss_ce,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,11.6871,0.595303,1.03051,0.977168,0.000797159,0.000237256,0.00327749,0.24,0.307584,0.400672,0.93405,0.0001,1e-05
2,23.8279,0.281581,0.366543,0.824521,0.0308409,0.00903684,0.142857,0.0666667,0.11105,0.34951,0.423079,0.0001,1e-05
3,36.6411,0.14936,0.331665,0.55251,0.0112311,0.00501273,0.04,0.0533333,0.107342,0.315442,0.422278,0.0001,1e-05
4,47.8448,0.115303,0.3049,0.439063,0.0317683,0.0155826,0.131579,0.0666667,0.124823,0.290022,0.481368,0.0001,1e-05
5,61.4028,0.110598,0.300648,0.399777,0.0255487,0.0131373,0.117647,0.08,0.129818,0.284362,0.519571,0.0001,1e-05
6,72.7801,0.123201,0.286579,0.425683,0.0335827,0.0193962,0.0909091,0.133333,0.122516,0.273895,0.418437,0.0001,1e-05
7,85.6485,0.122525,0.283825,0.42094,0.0408726,0.0225128,0.162162,0.08,0.127543,0.26838,0.400698,0.0001,1e-05
8,98.9448,0.147187,0.267593,0.504334,0.0402251,0.0230525,0.0764706,0.173333,0.0844931,0.260928,0.347824,0.0001,1e-05
9,111.667,0.0816747,0.275604,0.313416,0.0435599,0.0248524,0.0782609,0.12,0.0944633,0.263467,0.384834,0.0001,1e-05
10,124.393,0.0756973,0.260224,0.313395,0.0582084,0.0308972,0.175,0.0933333,0.0737393,0.250772,0.287077,0.0001,1e-05
11,137.001,0.0801854,0.254378,0.323447,0.0867277,0.045419,0.264706,0.12,0.0722936,0.251572,0.307062,0.0001,1e-05
12,150.068,0.0740057,0.251671,0.29451,0.0946874,0.0412366,0.202381,0.226667,0.102595,0.232429,0.406883,0.0001,1e-05
13,161.412,0.0884849,0.235451,0.356118,0.118912,0.0607617,0.266667,0.213333,0.0822212,0.211932,0.306266,0.0001,1e-05
14,175.615,0.0960141,0.235484,0.336157,0.0939621,0.0497183,0.230769,0.16,0.105526,0.203721,0.379994,0.0001,1e-05
15,186.819,0.104379,0.229908,0.360744,0.112906,0.0608811,0.310345,0.12,0.101142,0.209796,0.369006,0.0001,1e-05
16,199.207,0.0833918,0.225474,0.324033,0.125923,0.0710531,0.202532,0.213333,0.0806258,0.228064,0.307707,0.0001,1e-05
17,212.466,0.0746345,0.213396,0.295426,0.177633,0.0891567,0.316667,0.253333,0.0924083,0.197509,0.352085,0.0001,1e-05
18,226.188,0.085697,0.213824,0.322542,0.201659,0.111241,0.53125,0.226667,0.0710975,0.218614,0.291276,0.0001,1e-05
19,239.108,0.0760787,0.230369,0.290462,0.187658,0.109859,0.267857,0.2,0.0980611,0.210643,0.384186,0.0001,1e-05
20,250.439,0.0690674,0.23492,0.279613,0.120183,0.0704568,0.13253,0.293333,0.0812495,0.231769,0.294008,0.0001,1e-05
21,262.505,0.0793114,0.246529,0.305032,0.165115,0.089919,0.35,0.186667,0.0883113,0.218406,0.325619,0.0001,1e-05
22,273.659,0.0997768,0.222462,0.36139,0.30632,0.173875,0.548387,0.226667,0.0973949,0.197501,0.375335,0.0001,1e-05
23,286.839,0.079721,0.215054,0.30386,0.243935,0.152909,0.4,0.24,0.11674,0.200729,0.398037,0.0001,1e-05
24,298.32,0.0738736,0.217535,0.274036,0.158057,0.0879009,0.253165,0.266667,0.0721223,0.220891,0.298383,0.0001,1e-05
25,309.391,0.0752208,0.224231,0.276531,0.172846,0.0884665,0.486486,0.24,0.0806613,0.213599,0.317845,0.0001,1e-05
26,321.062,0.0866655,0.229883,0.320459,0.248552,0.135538,0.428571,0.24,0.0769357,0.214453,0.292892,0.0001,1e-05
27,332.623,0.0691341,0.223285,0.269056,0.162889,0.0729177,0.372093,0.213333,0.0804815,0.229119,0.292903,0.0001,1e-05
28,344.157,0.0630196,0.225207,0.255605,0.129806,0.0818751,0.294118,0.2,0.102481,0.223539,0.41659,0.0001,1e-05
29,355.803,0.0659337,0.220779,0.272228,0.208448,0.131634,0.666667,0.186667,0.065964,0.231742,0.255782,0.0001,1e-05
30,367.181,0.0718884,0.219348,0.270206,0.190067,0.091626,0.339623,0.24,0.087261,0.225374,0.319666,0.0001,1e-05
