epoch,time,train/loss_bbox,train/loss_ce,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,5.02804,1.54525,1.42863,1.41175,0.00594698,0.00203647,0.00594698,0.206,0.219601,0.792355,0.77739,0.0001,1e-05
2,9.70558,0.207181,0.601782,0.654345,0.0225025,0.0111438,0.0225025,0.206,0.213909,0.399592,0.673237,0.0001,1e-05
3,14.2671,0.175531,0.357967,0.548004,0.0225828,0.0105605,0.0225828,0.322,0.126465,0.342138,0.448964,0.0001,1e-05
4,19.0627,0.115419,0.316618,0.405481,0.0379675,0.0117969,0.0379675,0.294,0.131574,0.307695,0.433971,0.0001,1e-05
5,23.9312,0.10337,0.302245,0.349925,0.111753,0.0524054,0.111753,0.4,0.0720472,0.287618,0.293392,0.0001,1e-05
6,28.834,0.0823147,0.278327,0.291753,0.108617,0.0645865,0.108617,0.416,0.0662836,0.269688,0.265951,0.0001,1e-05
7,33.6677,0.0742598,0.263276,0.266602,0.0827436,0.0485391,0.0827436,0.43,0.058368,0.256789,0.242672,0.0001,1e-05
8,38.455,0.0746292,0.246092,0.283456,0.0604082,0.0319234,0.0604082,0.424,0.0628828,0.243927,0.247684,0.0001,1e-05
9,43.2133,0.0790371,0.240523,0.288159,0.0857537,0.0548861,0.0857537,0.44,0.0552957,0.244917,0.235157,0.0001,1e-05
10,48.0503,0.070179,0.237289,0.293398,0.0650242,0.039303,0.0650242,0.432,0.0580344,0.239363,0.256825,0.0001,1e-05
11,52.9801,0.0688226,0.23554,0.247353,0.0445823,0.0304102,0.0445823,0.4625,0.0426012,0.247593,0.186677,0.0001,1e-05
12,57.7632,0.0600129,0.238308,0.228286,0.0359208,0.0234304,0.0359208,0.444,0.0453422,0.251155,0.190345,0.0001,1e-05
13,62.4243,0.0588449,0.23696,0.224662,0.0382258,0.0274281,0.0382258,0.44825,0.0501393,0.234728,0.217231,0.0001,1e-05
14,67.1441,0.0582143,0.220607,0.216029,0.03628,0.0189039,0.03628,0.424,0.0699439,0.229808,0.255349,0.0001,1e-05
15,71.9245,0.0625233,0.223619,0.234245,0.0509759,0.0332286,0.0509759,0.5205,0.0361232,0.233889,0.170047,0.0001,1e-05
16,76.6016,0.0693418,0.223679,0.260763,0.0613078,0.0250302,0.0613078,0.504125,0.0673977,0.228711,0.281689,0.0001,1e-05
17,81.4224,0.0608077,0.230575,0.233984,0.0740902,0.0409079,0.0740902,0.6955,0.0732156,0.23695,0.293556,0.0001,1e-05
18,86.2807,0.0575263,0.239827,0.208608,0.0956198,0.0640094,0.0956198,0.82425,0.0321525,0.232575,0.143534,0.0001,1e-05
19,91.3206,0.0463083,0.231279,0.172354,0.106019,0.0624912,0.106019,0.850625,0.0380929,0.229161,0.157397,0.0001,1e-05
20,96.1272,0.0486312,0.228076,0.186819,0.188885,0.115824,0.188885,0.828,0.0550288,0.22614,0.206785,0.0001,1e-05
21,100.942,0.0733674,0.227166,0.23972,0.120089,0.078804,0.120089,0.840375,0.0375937,0.224827,0.162389,0.0001,1e-05
22,105.942,0.0574841,0.224306,0.208478,0.107746,0.0636969,0.107746,0.840375,0.0423094,0.2252,0.178953,0.0001,1e-05
23,110.846,0.0528681,0.224578,0.204247,0.0702586,0.0451776,0.0702586,0.83125,0.045639,0.227576,0.190754,0.0001,1e-05
24,115.87,0.081778,0.228278,0.249854,0.0591566,0.0343661,0.0591566,0.804625,0.0367046,0.225816,0.163529,0.0001,1e-05
25,120.629,0.0565881,0.227012,0.192525,0.0523032,0.0335128,0.0523032,0.8055,0.0378464,0.229022,0.171683,0.0001,1e-05
26,125.413,0.0629337,0.23532,0.233352,0.0682118,0.0446069,0.0682118,0.760375,0.0405269,0.226605,0.18198,0.0001,1e-05
27,130.29,0.0495645,0.217887,0.194714,0.0495619,0.0295452,0.0495619,0.737125,0.0584732,0.229541,0.233659,0.0001,1e-05
28,135.034,0.0500349,0.224779,0.190263,0.0852015,0.043446,0.0852015,0.764875,0.0376277,0.22522,0.175498,0.0001,1e-05
29,139.861,0.0569334,0.223497,0.231574,0.0873301,0.0397699,0.0873301,0.736875,0.0522867,0.219194,0.240688,0.0001,1e-05
30,144.632,0.0571613,0.218064,0.205776,0.0866614,0.0364841,0.0866614,0.72275,0.0641446,0.215562,0.274445,0.0001,1e-05
31,149.575,0.0632154,0.217267,0.223058,0.106412,0.0596593,0.106412,0.790125,0.0489814,0.217003,0.191597,0.0001,1e-05
32,154.374,0.0529617,0.214879,0.193938,0.10227,0.058562,0.10227,0.82875,0.0405593,0.212091,0.169018,0.0001,1e-05
33,159.32,0.0610294,0.209015,0.216875,0.121404,0.0683691,0.121404,0.7445,0.0562252,0.204322,0.25868,0.0001,1e-05
34,164.079,0.0606007,0.196579,0.239142,0.128915,0.0834657,0.128915,0.85,0.0360816,0.206065,0.171867,0.0001,1e-05
35,168.892,0.0481655,0.199662,0.180613,0.157475,0.0934387,0.157475,0.848,0.0382978,0.198696,0.163613,0.0001,1e-05
36,173.677,0.0564008,0.190338,0.20542,0.166028,0.108372,0.166028,0.835375,0.0478524,0.195175,0.19099,0.0001,1e-05
37,178.495,0.0590803,0.191206,0.214403,0.161836,0.0972764,0.161836,0.849625,0.052214,0.192066,0.20256,0.0001,1e-05
38,183.502,0.0555154,0.193338,0.197835,0.170312,0.105174,0.170312,0.852,0.0406115,0.201958,0.175525,0.0001,1e-05
39,188.232,0.0494403,0.195522,0.193708,0.207796,0.123916,0.207796,0.86225,0.0370836,0.205836,0.142404,0.0001,1e-05
40,193.373,0.0477745,0.198888,0.179867,0.191839,0.113012,0.191839,0.884125,0.0345985,0.204426,0.130518,0.0001,1e-05
41,198.304,0.0872839,0.199723,0.230494,0.171407,0.120031,0.171407,0.8685,0.0403038,0.195697,0.15454,0.0001,1e-05
42,203.36,0.0575629,0.195396,0.20361,0.159205,0.0989931,0.159205,0.63425,0.0597323,0.206123,0.300735,0.0001,1e-05
43,208.016,0.061677,0.199334,0.248826,0.181385,0.118458,0.181385,0.842,0.041633,0.19183,0.180045,0.0001,1e-05
