epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.76299,2.31347,2.50256,0.00294713,1.68234,0,0,0,0,0.256042,1.87398,0.772069,0.0001,1e-05
2,7.1144,0.322276,1.79125,0.00285148,0.905139,0,0,0,0,0.326196,1.48165,0.91563,0.0001,1e-05
3,10.4694,0.252116,1.33094,0.00274197,0.705423,0,0,0,0,0.20197,0.924623,0.606916,0.0001,1e-05
4,13.6901,0.132072,0.827018,0.002593,0.454328,0,0,0,0,0.0894653,0.540666,0.346808,0.0001,1e-05
5,17.1307,0.139297,0.519871,0.00240118,0.446401,0,0,0,0,0.0891282,0.408619,0.357149,0.0001,1e-05
6,20.2863,0.147496,0.401397,0.00225931,0.447011,0,0,0,0,0.144939,0.364428,0.513878,0.0001,1e-05
7,23.6287,0.112719,0.350736,0.00207196,0.412844,0.00173267,0.000767327,0.00173267,0.015625,0.137255,0.339119,0.463702,0.0001,1e-05
8,26.7811,0.11831,0.335228,0.00196556,0.42855,0.0130792,0.00356402,0.0130792,0.0665,0.0860896,0.327512,0.335528,0.0001,1e-05
9,30.1275,0.102208,0.322886,0.00174377,0.344682,0.0117927,0.00597432,0.0117927,0.224625,0.0738605,0.320865,0.262756,0.0001,1e-05
10,33.5146,0.0828412,0.315464,0.00164199,0.287452,0.0100183,0.00479523,0.0100183,0.405125,0.109294,0.312991,0.409515,0.0001,1e-05
11,36.8891,0.0822826,0.30681,0.00150603,0.292973,0.011034,0.00479504,0.011034,0.413875,0.0756938,0.306465,0.277911,0.0001,1e-05
12,40.2714,0.0739676,0.305766,0.00141911,0.267216,0.0120459,0.0057729,0.0120459,0.385,0.0765387,0.297861,0.276955,0.0001,1e-05
13,43.5394,0.0835081,0.296638,0.00131922,0.30183,0.0147831,0.00671337,0.0147831,0.392125,0.106147,0.291843,0.376146,0.0001,1e-05
14,46.8733,0.0734597,0.282063,0.00117539,0.262395,0.0192911,0.0134753,0.0192911,0.521,0.0649436,0.287695,0.246066,0.0001,1e-05
15,50.2932,0.0692881,0.284935,0.00116198,0.262538,0.0392681,0.0298468,0.0392681,0.624625,0.0673702,0.278533,0.229544,0.0001,1e-05
16,53.5545,0.0642221,0.273655,0.00110977,0.23749,0.0404281,0.0256303,0.0404281,0.637125,0.0784351,0.275522,0.276044,0.0001,1e-05
17,56.9081,0.067243,0.275983,0.00100763,0.225081,0.0428863,0.0177125,0.0428863,0.660625,0.049049,0.268432,0.198663,0.0001,1e-05
18,60.4576,0.0620334,0.269617,0.000930161,0.243831,0.0375706,0.0196446,0.0375706,0.642,0.0627646,0.266096,0.261343,0.0001,1e-05
19,63.8354,0.0559994,0.265063,0.000917123,0.200627,0.0542721,0.0366525,0.0542721,0.687375,0.0484911,0.258727,0.191931,0.0001,1e-05
