test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.08320652258892854,0.024227819599521656,0.35351476073265076,0.9521565398298072,0.6417690701257064,0.9705882352941176,0.9166666666666666
