epoch,time,train/loss_bbox,train/loss_ce,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,19.7087,0.324139,0.681481,0.726398,0.0224924,0.0114889,0.0592593,0.213333,0.119399,0.299516,0.453084,0.0001,1e-05
2,39.466,0.120041,0.280259,0.443745,0.0392654,0.0227223,0.160714,0.12,0.0869017,0.2679,0.351918,0.0001,1e-05
3,59.8356,0.111693,0.264654,0.432064,0.0279186,0.0116475,0.114286,0.0533333,0.112982,0.274987,0.440257,0.0001,1e-05
4,78.2804,0.11026,0.254605,0.404484,0.0369873,0.0191658,0.0827068,0.146667,0.105069,0.264505,0.363033,0.0001,1e-05
5,96.4797,0.134484,0.219667,0.445569,0.0611653,0.0282965,0.132231,0.213333,0.100334,0.221264,0.424602,0.0001,1e-05
6,116.478,0.107065,0.214219,0.4104,0.083216,0.0496807,0.115702,0.186667,0.0717996,0.246439,0.319156,0.0001,1e-05
7,136.398,0.0952399,0.213814,0.377101,0.0847259,0.0492287,0.186047,0.213333,0.0843863,0.225485,0.332352,0.0001,1e-05
8,155.147,0.0971615,0.202821,0.373249,0.125031,0.0827333,0.245614,0.186667,0.077583,0.197071,0.311865,0.0001,1e-05
9,174.725,0.0999599,0.194249,0.374989,0.155901,0.0702904,0.255319,0.32,0.100265,0.183653,0.394106,0.0001,1e-05
10,192.332,0.107658,0.187285,0.378494,0.168783,0.0972329,0.3,0.32,0.0782,0.22694,0.308225,0.0001,1e-05
11,212.445,0.104412,0.229497,0.372041,0.14814,0.0759171,0.347826,0.213333,0.102043,0.225497,0.433827,0.0001,1e-05
12,230.21,0.0967074,0.212407,0.37564,0.192108,0.101648,0.269841,0.226667,0.0699381,0.212608,0.291225,0.0001,1e-05
13,250.246,0.0933992,0.226004,0.320451,0.161168,0.102347,0.190476,0.32,0.0674515,0.224646,0.287779,0.0001,1e-05
14,270.587,0.0865815,0.217282,0.323584,0.273454,0.154827,0.463415,0.253333,0.0834133,0.178135,0.342237,0.0001,1e-05
15,290.121,0.089252,0.178946,0.347544,0.34239,0.166146,0.709677,0.293333,0.113496,0.156614,0.485767,0.0001,1e-05
16,310.315,0.104229,0.164261,0.394175,0.398365,0.197962,0.491525,0.386667,0.117235,0.13032,0.45528,0.0001,1e-05
17,330.034,0.0887438,0.179335,0.326767,0.331685,0.179526,0.356164,0.346667,0.0927685,0.187277,0.34322,0.0001,1e-05
18,348.542,0.0885788,0.20083,0.32442,0.30795,0.15842,0.390625,0.333333,0.0975637,0.198256,0.395637,0.0001,1e-05
19,366.572,0.09024,0.189928,0.331706,0.330141,0.15839,0.480769,0.333333,0.10665,0.204561,0.457714,0.0001,1e-05
20,385.069,0.0838868,0.194984,0.316939,0.339871,0.148037,0.611111,0.293333,0.104625,0.187723,0.413567,0.0001,1e-05
21,402.959,0.101585,0.178468,0.35518,0.318505,0.165731,0.519231,0.36,0.0989904,0.197413,0.428966,0.0001,1e-05
22,420.784,0.101418,0.160405,0.369362,0.46078,0.247103,0.706897,0.546667,0.114467,0.145862,0.41062,0.0001,1e-05
23,440.602,0.0955177,0.167101,0.34372,0.578159,0.321773,0.528571,0.493333,0.0848985,0.163961,0.336184,0.0001,1e-05
24,460.556,0.106758,0.153164,0.373064,0.634385,0.316463,0.409091,0.72,0.11887,0.140339,0.444225,0.0001,1e-05
25,478.449,0.104557,0.134373,0.363766,0.725201,0.398433,0.8,0.533333,0.108121,0.1133,0.413011,0.0001,1e-05
26,498.977,0.0944847,0.125556,0.351727,0.666769,0.3685,0.708861,0.746667,0.119995,0.10206,0.434749,0.0001,1e-05
27,517.874,0.0947767,0.126295,0.354157,0.710059,0.354842,0.779412,0.706667,0.150154,0.121053,0.493099,0.0001,1e-05
