test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.0953157829741637,0.03350350148199747,0.38675803939501446,0.9282517126447563,0.6137474289147696,0.9066666666666666,0.9444444444444444
