source,test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
_2d000_1d000_nm00_a03_b10/_2d000_1d000_nm00_a03_b10.csv,0.11021406824390094,0.024028691890028615,0.4039272616306941,0.922376028043981,0.5968773753567813,0.9178082191780822,0.9305555555555556
_2d2_1d6_nm20_a10_b50/_2d2_1d6_nm20_a10_b50.csv,0.09398794857164224,0.029445708457690973,0.36961881816387177,0.9216433044403342,0.60610226641878,0.9178082191780822,0.9305555555555556
_2d2_1d6_nm20_a50_b100/_2d2_1d6_nm20_a50_b100.csv,0.08852535424133141,0.031105765296767156,0.36343253155549365,0.9541599754377603,0.632491802896251,0.918918918918919,0.9444444444444444
_2d2_1d6_nm20_a50_b50/_2d2_1d6_nm20_a50_b50.csv,0.09110626578330994,0.021717282322545845,0.3908910006284714,0.945137799494235,0.5882114951142368,0.9315068493150684,0.9444444444444444
