epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.73276,2.34213,2.50001,0.00396078,1.68304,0,0,0,0,0.293796,1.78683,0.836128,0.0001,1e-05
2,7.02197,0.347101,1.68127,0.00380999,0.968915,0,0,0,0,0.20167,1.43558,0.752798,0.0001,1e-05
3,10.2904,0.199255,1.2118,0.00369035,0.65602,0,0,0,0,0.187675,0.877181,0.633727,0.0001,1e-05
4,13.4822,0.176409,0.734161,0.00344774,0.565436,0,0,0,0,0.150866,0.514121,0.449072,0.0001,1e-05
5,16.8157,0.165126,0.473417,0.00314878,0.547182,0,0,0,0,0.0857315,0.398776,0.322243,0.0001,1e-05
6,19.9494,0.137406,0.378006,0.00294233,0.400212,0.00866337,0.00259901,0.00866337,0.009375,0.12237,0.362217,0.431122,0.0001,1e-05
7,23.3249,0.098253,0.346444,0.00264468,0.367411,0.00737621,0.00328586,0.00737621,0.075,0.0746514,0.346345,0.292289,0.0001,1e-05
8,26.4714,0.102077,0.337265,0.00252202,0.347508,0.0282178,0.0137643,0.0282178,0.14125,0.104329,0.337341,0.378205,0.0001,1e-05
9,29.7718,0.0921909,0.331637,0.00221364,0.311089,0.0304973,0.0136777,0.0304973,0.318375,0.0774085,0.331015,0.273415,0.0001,1e-05
10,33.1235,0.074716,0.323683,0.00212418,0.246063,0.0336043,0.00909469,0.0336043,0.42,0.0899298,0.3225,0.343656,0.0001,1e-05
11,36.4272,0.070934,0.312548,0.00196507,0.264185,0.0358048,0.0225572,0.0358048,0.650875,0.0587576,0.313554,0.218118,0.0001,1e-05
12,39.8045,0.0629001,0.308421,0.00189351,0.235806,0.0362055,0.0179883,0.0362055,0.64075,0.0759087,0.306188,0.28923,0.0001,1e-05
13,43.0689,0.149645,0.298512,0.0018042,0.284254,0.037526,0.0141245,0.037526,0.56375,0.0938447,0.297682,0.362399,0.0001,1e-05
14,46.3299,0.0726325,0.280766,0.00164232,0.25674,0.0384289,0.0215963,0.0384289,0.707,0.0560423,0.290007,0.222329,0.0001,1e-05
15,49.6599,0.0631141,0.281896,0.00169675,0.232923,0.0459991,0.0252259,0.0459991,0.705125,0.0619365,0.281847,0.227863,0.0001,1e-05
16,52.8988,0.0556385,0.268973,0.00167153,0.220339,0.0611263,0.0267139,0.0611263,0.769,0.0534062,0.271169,0.205238,0.0001,1e-05
17,56.2235,0.062113,0.267411,0.00154941,0.228639,0.065509,0.0412621,0.065509,0.791125,0.0418962,0.26497,0.176373,0.0001,1e-05
18,59.7431,0.0647272,0.262156,0.00145753,0.260909,0.0438984,0.0197786,0.0438984,0.727375,0.0520019,0.260951,0.226483,0.0001,1e-05
19,63.0406,0.0665181,0.260202,0.00146665,0.244212,0.0719552,0.0434616,0.0719552,0.753375,0.0456939,0.255526,0.192388,0.0001,1e-05
20,66.2752,0.0552299,0.25062,0.00149041,0.21835,0.0735386,0.0480628,0.0735386,0.721625,0.0484712,0.252533,0.191159,0.0001,1e-05
21,69.5727,0.0595092,0.255632,0.00140262,0.224861,0.0853707,0.0510462,0.0853707,0.712,0.0481552,0.250319,0.205509,0.0001,1e-05
22,72.9178,0.0509258,0.250693,0.0013095,0.203861,0.0654579,0.0424063,0.0654579,0.639875,0.050782,0.247882,0.229355,0.0001,1e-05
23,76.3019,0.0542377,0.239403,0.00133708,0.220591,0.0548286,0.0384812,0.0548286,0.61325,0.0462357,0.24458,0.216271,0.0001,1e-05
24,79.5745,0.0587128,0.242472,0.00135903,0.234862,0.0513471,0.0307115,0.0513471,0.55125,0.0455948,0.243918,0.193676,0.0001,1e-05
25,82.9932,0.0636615,0.243448,0.00129927,0.242301,0.0425683,0.0267132,0.0425683,0.44925,0.0509166,0.241845,0.225628,0.0001,1e-05
