epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,29.0125,0.259256,0.57049,0.000722022,0.000269484,0.655418,0.00438061,0.00207194,0.00675676,0.08,0.122698,0.300807,0.573954,0.0001,1e-05
2,58.2536,0.114251,0.282351,0.000913533,0.000377167,0.399464,0.0237828,0.0113854,0.0105676,0.466667,0.101282,0.275641,0.366898,0.0001,1e-05
3,88.8212,0.097262,0.262122,0.00109769,0.000460284,0.360858,0.0237843,0.0119731,0.0436681,0.266667,0.12387,0.259601,0.449191,0.0001,1e-05
4,119.234,0.0906928,0.250724,0.00129632,0.000545345,0.340422,0.0586108,0.0268314,0.115789,0.146667,0.113319,0.242524,0.37055,0.0001,1e-05
5,149.567,0.0991654,0.245062,0.00133875,0.000573066,0.357082,0.100735,0.0529231,0.203125,0.173333,0.0997665,0.244713,0.353963,0.0001,1e-05
6,180.146,0.08362,0.241968,0.00110073,0.000477656,0.308815,0.102271,0.0472479,0.0991736,0.16,0.118548,0.243213,0.421367,0.0001,1e-05
7,208.776,0.081144,0.240983,0.00102568,0.000444847,0.310294,0.0867956,0.0381825,0.225806,0.0933333,0.0842642,0.241835,0.330389,0.0001,1e-05
8,236.972,0.0989266,0.238569,0.000908267,0.000396299,0.334217,0.136665,0.0684171,0.0804598,0.186667,0.102476,0.238155,0.376429,0.0001,1e-05
9,267.303,0.080675,0.233846,0.000826017,0.000364822,0.305913,0.1215,0.0442752,0.333333,0.186667,0.123415,0.231656,0.519155,0.0001,1e-05
10,295.595,0.0774585,0.230653,0.000811133,0.000359752,0.302759,0.11766,0.0633422,0.107143,0.12,0.0912712,0.232187,0.355942,0.0001,1e-05
11,324.872,0.0791191,0.224047,0.00073156,0.00032856,0.284378,0.108994,0.0540067,0.195122,0.106667,0.0742665,0.223126,0.314737,0.0001,1e-05
12,353.246,0.0778918,0.212233,0.000757678,0.000338621,0.293163,0.105048,0.0595389,0.1875,0.16,0.0682439,0.224541,0.283123,0.0001,1e-05
13,382.779,0.0762736,0.210265,0.000822377,0.000367118,0.293906,0.159301,0.0802976,0.470588,0.213333,0.0921452,0.220671,0.329505,0.0001,1e-05
14,413.306,0.0731058,0.221851,0.000730356,0.000332237,0.287718,0.219767,0.100675,0.243243,0.24,0.0810805,0.221647,0.295985,0.0001,1e-05
