source,epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
_2d2_1d6_nm20_a10_b150,50,1679.23,0.107094,0.0319388,0.000484499,0.000216051,0.430252,0.911879,0.553189,0.9,0.84,0.0985805,0.0403694,0.439872,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,51,1711.54,0.101962,0.0282722,0.000417127,0.000194168,0.420933,0.929257,0.532231,0.894737,0.906667,0.112012,0.0262205,0.446244,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,52,1744.46,0.100647,0.0258674,0.000424205,0.000195013,0.417541,0.916433,0.60481,0.881579,0.893333,0.0935745,0.0302094,0.367595,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,53,1777.33,0.0960394,0.0252547,0.000426716,0.000198825,0.413196,0.933975,0.614471,0.917808,0.893333,0.0961528,0.0243353,0.386057,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,54,1811.44,0.0906312,0.0265417,0.000361643,0.000184169,0.385128,0.932007,0.544485,0.906667,0.906667,0.100169,0.025154,0.453517,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,55,1844.51,0.0950585,0.0260417,0.000325729,0.000173621,0.406457,0.9369,0.586379,0.957746,0.906667,0.0871404,0.0285322,0.376872,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,56,1877.12,0.0952435,0.0211123,0.000386146,0.000188116,0.403756,0.919929,0.531976,0.893333,0.893333,0.10319,0.0197119,0.45578,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,57,1909.84,0.100199,0.0260933,0.000319721,0.000178619,0.424088,0.84822,0.391335,0.913043,0.84,0.0972387,0.0504339,0.499201,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,58,1943.61,0.0938264,0.0226542,0.000335168,0.000181538,0.394076,0.892214,0.553919,0.868421,0.88,0.0908076,0.0289783,0.407204,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,59,1976.92,0.102166,0.0317687,0.000346859,0.000186436,0.418246,0.904597,0.478078,0.929577,0.88,0.124276,0.0483017,0.478774,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,60,2010,0.094928,0.0246296,0.000376567,0.000193723,0.410431,0.921515,0.513606,0.953125,0.813333,0.0985856,0.0501078,0.427923,0.0001,1e-05
_2d2_1d6_nm20_a10_b150,61,2042.82,0.0945966,0.0256266,0.000345455,0.000184477,0.395482,0.915453,0.50616,0.925373,0.826667,0.0967403,0.0336635,0.436642,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,1,33.4436,0.245626,0.601449,0.00140473,0.000282613,0.62188,0.00539962,0.00274397,0.0088,0.146667,0.123426,0.299223,0.453154,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,2,68.2596,0.104448,0.283336,0.00219841,0.000380253,0.370356,0.0143013,0.00905794,0.0171429,0.2,0.17567,0.270242,0.476566,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,3,103.484,0.110736,0.263464,0.00261922,0.000440579,0.382927,0.0402127,0.0166489,0.08,0.16,0.124349,0.267503,0.396478,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,4,137.77,0.0857452,0.258017,0.00317308,0.000522269,0.328331,0.0831476,0.0450933,0.229885,0.266667,0.0886653,0.246423,0.366941,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,5,171.724,0.104356,0.249526,0.00329048,0.000553839,0.367749,0.0653594,0.0387336,0.163636,0.12,0.136242,0.251551,0.513575,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,6,204.157,0.0935055,0.246804,0.00263854,0.000462323,0.324073,0.124724,0.0702014,0.428571,0.2,0.0920414,0.23997,0.333817,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,7,239.05,0.082017,0.241288,0.00238062,0.000428844,0.316503,0.0596312,0.0289278,0.0985915,0.186667,0.0985003,0.240423,0.387856,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,8,271.795,0.0874206,0.239526,0.00217869,0.000405133,0.310663,0.102491,0.0684294,0.327273,0.24,0.065518,0.228137,0.27009,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,9,305.064,0.0810787,0.223947,0.00232183,0.000425759,0.312092,0.080495,0.0417601,0.22,0.146667,0.117208,0.235923,0.400116,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,10,337.402,0.0768906,0.22247,0.00195997,0.000387736,0.296056,0.100135,0.0496332,0.3,0.12,0.0878047,0.220191,0.355988,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,11,370.907,0.0820789,0.219962,0.0018367,0.000365982,0.297247,0.0972765,0.0574204,0.138889,0.133333,0.0778643,0.235223,0.317456,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,12,402.083,0.091852,0.21832,0.00150317,0.000323472,0.327893,0.138865,0.0713668,0.243902,0.133333,0.0787859,0.210999,0.333855,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,13,436.325,0.0711064,0.228961,0.00135725,0.000311591,0.274957,0.180974,0.0918713,0.15748,0.266667,0.0736292,0.236639,0.318065,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,14,469.941,0.0800709,0.222733,0.00124107,0.00029564,0.294579,0.14211,0.0843313,0.179104,0.32,0.0661712,0.221294,0.266403,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,15,501.087,0.0791737,0.206159,0.0015351,0.000340806,0.305756,0.12955,0.0647282,0.108696,0.2,0.0768255,0.202649,0.303671,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,16,533.75,0.0760321,0.204773,0.00121328,0.000298345,0.28821,0.157724,0.0792339,0.163934,0.266667,0.0785701,0.22146,0.309825,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,17,566.289,0.0769652,0.192852,0.0011421,0.000292732,0.284925,0.209277,0.114745,0.265625,0.226667,0.072255,0.191198,0.294545,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,18,599.826,0.0827328,0.184941,0.00103847,0.000276102,0.313434,0.252895,0.156277,0.409836,0.333333,0.0935759,0.188317,0.323718,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,19,634.279,0.079148,0.192045,0.000938642,0.00025971,0.297843,0.229848,0.133256,0.25,0.36,0.0824218,0.199432,0.316605,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,20,665.241,0.0829144,0.194494,0.00085558,0.000245269,0.299115,0.349642,0.209241,0.491228,0.373333,0.0930044,0.154338,0.342957,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,21,700.494,0.088434,0.166552,0.00110954,0.000285932,0.323458,0.262453,0.164604,0.377049,0.306667,0.0807709,0.168065,0.309264,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,22,733.408,0.0840198,0.160245,0.000846684,0.00024913,0.32221,0.532084,0.270989,0.508197,0.413333,0.101544,0.135978,0.384978,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,23,767.695,0.0949668,0.143351,0.000877969,0.000248154,0.340775,0.682795,0.366163,0.66,0.44,0.0923233,0.120264,0.346219,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,24,801.64,0.0927441,0.127732,0.000801542,0.0002396,0.342769,0.410606,0.200814,0.77551,0.506667,0.123391,0.130751,0.507739,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,25,833.797,0.100229,0.123508,0.000716221,0.000223822,0.378718,0.68353,0.307428,0.495652,0.76,0.084937,0.126911,0.32871,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,26,866.469,0.0977496,0.108687,0.000619709,0.000205562,0.375433,0.899036,0.467988,0.820513,0.853333,0.115594,0.0787529,0.469629,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,27,902.26,0.105937,0.086061,0.000659587,0.000215123,0.412319,0.904034,0.526599,0.852941,0.773333,0.0852047,0.0723359,0.383276,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,28,936.615,0.105746,0.0682534,0.000668565,0.000210329,0.408372,0.855593,0.477341,0.692308,0.84,0.0945172,0.0566055,0.409715,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,29,969.242,0.102956,0.0674118,0.000671151,0.000210835,0.406895,0.894652,0.454693,0.909091,0.8,0.105092,0.0393795,0.5036,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,30,1001.32,0.104989,0.0595653,0.000626547,0.000208757,0.425213,0.678177,0.299345,0.594059,0.8,0.115187,0.0780131,0.515833,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,31,1034.64,0.105309,0.0613182,0.0005623,0.000196708,0.429257,0.880143,0.56499,0.794872,0.826667,0.0880308,0.0475036,0.356689,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,32,1068.78,0.104121,0.0431977,0.000522858,0.000187567,0.424553,0.889299,0.468092,0.924242,0.813333,0.111099,0.0426162,0.489803,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,33,1100.64,0.104276,0.0467729,0.000481905,0.000174639,0.44289,0.833083,0.328122,0.831169,0.853333,0.114833,0.0440639,0.60641,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,34,1132.42,0.107408,0.0464101,0.000496729,0.000178132,0.437829,0.916025,0.404251,0.902778,0.866667,0.135257,0.0379075,0.549729,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,35,1163.89,0.101091,0.043959,0.000496129,0.000177482,0.417462,0.924805,0.469816,0.953846,0.826667,0.0991674,0.044197,0.454886,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,36,1195.76,0.100614,0.0492051,0.000470689,0.00017287,0.407466,0.965471,0.529503,0.930556,0.893333,0.102791,0.0333314,0.422925,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,37,1228.91,0.102961,0.0327438,0.000454822,0.000168459,0.411642,0.94354,0.578131,0.916667,0.88,0.097636,0.0246745,0.39402,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,38,1264.46,0.104382,0.0381989,0.000462993,0.000174609,0.43213,0.922717,0.54394,0.916667,0.88,0.105392,0.0337936,0.440933,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,39,1296.09,0.0963109,0.0318136,0.000475645,0.0001777,0.398365,0.925194,0.56649,0.941176,0.853333,0.0937496,0.0299627,0.387326,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,40,1328.26,0.0982419,0.0322435,0.000450995,0.000174686,0.401172,0.929227,0.511017,0.923077,0.8,0.0981944,0.0330992,0.441047,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,41,1360.35,0.0992939,0.0407254,0.000437341,0.000169731,0.413346,0.930646,0.588454,0.913043,0.84,0.0965267,0.0414177,0.394314,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,42,1394.71,0.101784,0.0324828,0.000412503,0.000162196,0.413167,0.943195,0.571075,0.876712,0.853333,0.0977245,0.0178418,0.409383,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,43,1427.55,0.0999737,0.0245836,0.000416656,0.000168319,0.397281,0.923115,0.480227,0.940299,0.84,0.127493,0.0327391,0.474776,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,44,1460.21,0.0986095,0.0239614,0.000424504,0.000166511,0.410002,0.937269,0.559917,0.902778,0.866667,0.0866776,0.0411351,0.394536,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,45,1492.94,0.0989847,0.0343941,0.000466559,0.000174222,0.4063,0.945362,0.625228,0.931507,0.906667,0.0803105,0.0296024,0.345314,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,46,1527.3,0.105297,0.0339889,0.000483797,0.000176587,0.415199,0.931041,0.587505,0.957143,0.893333,0.098786,0.0261943,0.398304,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,47,1559.22,0.101917,0.0333071,0.000505935,0.000185283,0.41352,0.932053,0.471076,0.906667,0.906667,0.102651,0.0360866,0.49009,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,48,1592.36,0.0946769,0.0294063,0.000445208,0.000171177,0.397504,0.968752,0.520838,0.934211,0.946667,0.0960488,0.0311728,0.451513,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,49,1625.46,0.0998162,0.032281,0.000506805,0.000193861,0.423685,0.935141,0.499605,0.905405,0.893333,0.0901227,0.0292357,0.418788,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,50,1656.5,0.0982347,0.032111,0.00051467,0.000195703,0.397464,0.901194,0.445912,0.905405,0.893333,0.0982484,0.0350415,0.479289,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,51,1689.26,0.0945907,0.0228679,0.000416503,0.000166254,0.401645,0.950785,0.540985,0.909091,0.933333,0.0944333,0.0441234,0.420986,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,52,1721.82,0.0935805,0.0242735,0.000394779,0.000166291,0.406411,0.955285,0.609013,0.906667,0.906667,0.0864093,0.0332185,0.368198,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,53,1754.11,0.096154,0.0201344,0.000371213,0.000161624,0.396739,0.92212,0.494019,0.910448,0.813333,0.122657,0.0370759,0.493222,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,54,1787.51,0.0956707,0.0236749,0.000353561,0.000156118,0.416651,0.941348,0.52718,0.943662,0.893333,0.0971716,0.0286623,0.421263,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,55,1820.89,0.0993958,0.027917,0.000417993,0.0001736,0.419068,0.950922,0.527889,0.959459,0.946667,0.116541,0.0170203,0.455217,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,56,1852.46,0.0919851,0.0175073,0.000433718,0.000178169,0.390985,0.924658,0.558647,0.942857,0.88,0.0950398,0.0217651,0.40511,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,57,1884.78,0.10187,0.024762,0.000392298,0.000180307,0.433437,0.962209,0.588102,0.971014,0.893333,0.0938237,0.0256744,0.404892,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,58,1917.34,0.0932514,0.0237049,0.000396152,0.00017231,0.393274,0.935972,0.600663,0.884615,0.92,0.0993562,0.0258811,0.401026,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,59,1949.6,0.0959089,0.0208938,0.000401979,0.000165621,0.398193,0.946985,0.522965,0.921053,0.933333,0.0925926,0.0141099,0.448121,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,60,1982.54,0.0886058,0.0202008,0.000446114,0.000176665,0.389475,0.940452,0.556797,0.957143,0.893333,0.0921346,0.0316219,0.403842,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,61,2013.55,0.0949988,0.0244459,0.000394768,0.000163888,0.402123,0.918019,0.417561,0.954545,0.84,0.111576,0.0485622,0.547124,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,62,2045.58,0.0946024,0.0241744,0.000373872,0.000158262,0.402032,0.928315,0.45281,0.884615,0.92,0.105687,0.0390662,0.512602,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,63,2076.76,0.100386,0.0268714,0.000362232,0.000154653,0.436046,0.933549,0.540711,0.956522,0.88,0.0958957,0.0489115,0.409556,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,64,2109.56,0.0964017,0.0234297,0.000353916,0.000158744,0.408775,0.936919,0.587241,0.894737,0.906667,0.0942364,0.038842,0.387861,0.0001,1e-05
_2d2_1d6_nm20_a10_b200,65,2142.39,0.0971138,0.0213396,0.00033084,0.000150543,0.422292,0.948547,0.564254,0.921053,0.933333,0.113577,0.0315987,0.431398,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,1,35.5452,0.258848,0.545965,0.000438998,0.000293951,0.674006,0.00443228,0.00192434,0.0143885,0.0533333,0.1618,0.283774,0.571836,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,2,71.5903,0.134662,0.277844,0.000730483,0.000396572,0.455237,0.0178344,0.00931524,0.021978,0.106667,0.104919,0.272864,0.373137,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,3,107.444,0.109298,0.253977,0.000924465,0.000475844,0.402356,0.0555329,0.0226194,0.0625,0.293333,0.103179,0.247,0.498848,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,4,142.546,0.0942427,0.248518,0.00116802,0.000556362,0.349048,0.0658451,0.0256085,0.416667,0.0666667,0.0821356,0.257131,0.326254,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,5,179.198,0.0865887,0.247592,0.00131187,0.000614659,0.327823,0.0734987,0.0296533,0.122137,0.213333,0.126534,0.249057,0.448079,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,6,215.643,0.0943567,0.24114,0.00112931,0.00052552,0.325808,0.104092,0.0568435,0.169811,0.24,0.0814075,0.234209,0.340715,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,7,251.612,0.0870839,0.237431,0.00106887,0.00049009,0.336495,0.117712,0.0575345,0.5,0.0933333,0.163424,0.230479,0.527071,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,8,287.052,0.108648,0.214174,0.00121939,0.0005433,0.375839,0.0657806,0.038174,0.162162,0.16,0.0972941,0.218806,0.403664,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,9,320.304,0.0782871,0.223818,0.00108228,0.000474408,0.302509,0.0946187,0.05094,0.136364,0.12,0.0752917,0.223971,0.324265,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,10,353.361,0.0729297,0.233795,0.00103788,0.00045585,0.275842,0.0856791,0.0491238,0.0939597,0.186667,0.128165,0.235743,0.386562,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,11,386.917,0.0831532,0.222195,0.00101012,0.000459978,0.316216,0.0974439,0.0605895,0.0805861,0.293333,0.0701992,0.224844,0.282726,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,12,420.924,0.084477,0.227825,0.000910711,0.000404996,0.310451,0.0927399,0.039115,0.185185,0.133333,0.0868052,0.243674,0.350341,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,13,454.195,0.0799791,0.223994,0.000843969,0.000389846,0.300954,0.107691,0.049605,0.173913,0.213333,0.0944838,0.215392,0.38279,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,14,487.116,0.07445,0.221785,0.000868257,0.000394313,0.296168,0.101242,0.0406855,0.158416,0.213333,0.0955677,0.211597,0.43688,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,15,520.702,0.0735156,0.21435,0.000896492,0.000396137,0.282587,0.120309,0.07001,0.139706,0.253333,0.0823186,0.207514,0.331022,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,16,556.874,0.0705253,0.215488,0.00082807,0.000371925,0.274287,0.141969,0.0839913,0.254545,0.186667,0.080009,0.204884,0.320645,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,17,591.674,0.0711477,0.213784,0.000774911,0.000357257,0.271196,0.151341,0.0803525,0.113553,0.413333,0.082318,0.191765,0.346098,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,18,625.847,0.085261,0.175781,0.000837595,0.000385936,0.328121,0.169531,0.092817,0.17931,0.346667,0.0799801,0.173538,0.325881,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,19,660.286,0.0797735,0.193372,0.000774025,0.00036212,0.307354,0.260322,0.148141,0.461538,0.24,0.0805521,0.164315,0.322919,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,20,694.765,0.0829663,0.172113,0.000787953,0.000361689,0.310588,0.27362,0.116628,0.451613,0.373333,0.116126,0.176541,0.422332,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,21,728.318,0.0856749,0.176755,0.000684871,0.000327842,0.310703,0.394548,0.224301,0.390909,0.573333,0.09206,0.158515,0.333051,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,22,764.254,0.0841568,0.176301,0.000618912,0.000299599,0.313459,0.467113,0.278126,0.52381,0.44,0.0886273,0.138183,0.349924,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,23,799.352,0.102057,0.15037,0.000626262,0.000297466,0.350171,0.645527,0.347808,0.625,0.466667,0.100549,0.115852,0.371956,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,24,834.28,0.0965361,0.130291,0.000719961,0.000328445,0.360189,0.762911,0.414974,0.652174,0.8,0.111147,0.0997661,0.407174,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,25,870.294,0.0959207,0.109122,0.000603166,0.000288547,0.357909,0.751813,0.364957,0.682927,0.746667,0.112788,0.0968412,0.444003,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,26,902.274,0.0938507,0.103259,0.000551472,0.000267011,0.371577,0.785882,0.46276,0.825397,0.693333,0.106532,0.0761389,0.410466,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,27,936.834,0.104022,0.0904152,0.000635486,0.000310341,0.394434,0.765807,0.419832,0.702703,0.693333,0.100585,0.0877718,0.436919,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,28,970.524,0.0979507,0.0790203,0.000620077,0.000299292,0.391431,0.843369,0.452407,0.90566,0.64,0.104218,0.0709373,0.444862,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,29,1003.49,0.100372,0.0733222,0.000604295,0.000291583,0.398015,0.870681,0.501781,0.786667,0.786667,0.107012,0.0546787,0.424331,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,30,1038.26,0.102173,0.0674188,0.000543756,0.000272726,0.418962,0.903473,0.566187,0.863014,0.84,0.0930145,0.0468659,0.384604,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,31,1073.64,0.103339,0.062401,0.00058039,0.000289192,0.419673,0.897587,0.432044,0.863014,0.84,0.103501,0.0445487,0.471965,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,32,1106.3,0.100122,0.0506128,0.000581354,0.000284278,0.418071,0.915546,0.541,0.846154,0.88,0.0922233,0.037565,0.395351,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,33,1139.14,0.100808,0.0588567,0.00050697,0.000254395,0.393532,0.903378,0.436055,0.907692,0.786667,0.123478,0.0531321,0.496739,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,34,1171.67,0.109941,0.0580169,0.000543613,0.000268997,0.424443,0.89769,0.473919,0.876712,0.853333,0.11621,0.0423606,0.460781,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,35,1204.67,0.100709,0.0466199,0.00049082,0.000247973,0.405066,0.874629,0.483438,0.828571,0.773333,0.107482,0.0508766,0.455053,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,36,1237.29,0.100856,0.0362322,0.000420351,0.000220602,0.418633,0.91586,0.562675,0.849315,0.826667,0.102336,0.0408155,0.421328,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,37,1270.31,0.0973041,0.0413494,0.000406896,0.000214253,0.388909,0.917267,0.480533,0.902778,0.866667,0.119626,0.0293867,0.474481,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,38,1303.74,0.103829,0.0478255,0.000459135,0.000238682,0.407196,0.833249,0.501911,0.883333,0.706667,0.0876385,0.0706082,0.383446,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,39,1337.17,0.0987671,0.0376882,0.000443029,0.000235423,0.404861,0.920399,0.537897,0.939394,0.826667,0.108276,0.0360161,0.445656,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,40,1370.31,0.0990166,0.037149,0.000379493,0.000210641,0.402481,0.88012,0.479335,0.884058,0.813333,0.100476,0.0409334,0.482499,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,41,1403.93,0.101953,0.040184,0.000371513,0.000210935,0.420892,0.923862,0.528419,0.913043,0.84,0.121333,0.0263977,0.470329,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,42,1437.22,0.098143,0.0387366,0.000401222,0.000218191,0.409174,0.935832,0.600914,0.929577,0.88,0.100106,0.031889,0.402105,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,43,1473.34,0.101966,0.0355324,0.00039874,0.000220413,0.41964,0.917903,0.45727,0.9375,0.8,0.124828,0.0428393,0.532909,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,44,1506.47,0.0975958,0.0343936,0.000384995,0.000211229,0.395938,0.919855,0.568309,0.923077,0.8,0.0978911,0.0408351,0.40343,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,45,1539.32,0.10888,0.0364128,0.000340634,0.000194913,0.43085,0.918863,0.499225,0.885714,0.826667,0.0941189,0.0458495,0.430618,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,46,1573.37,0.117944,0.0396777,0.000335529,0.000194472,0.450825,0.902874,0.541702,0.935484,0.773333,0.103102,0.0374582,0.406628,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,47,1605.76,0.100022,0.0399096,0.000335574,0.000190205,0.423217,0.910021,0.551841,0.878378,0.866667,0.0989149,0.0321354,0.409828,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,48,1639.33,0.0981658,0.0295289,0.000280461,0.000166825,0.402689,0.898752,0.5266,0.910448,0.813333,0.105136,0.0352902,0.45526,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,49,1672.69,0.100868,0.0385235,0.000337935,0.000192898,0.432388,0.901888,0.460442,0.909091,0.8,0.116157,0.0435874,0.492589,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,50,1706.42,0.0976668,0.0311692,0.000357592,0.000199044,0.400827,0.897886,0.469402,0.887324,0.84,0.115359,0.0316215,0.486151,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,51,1739.99,0.0980843,0.032673,0.000351997,0.00019331,0.411461,0.905862,0.506269,0.902778,0.866667,0.104688,0.0314036,0.452211,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,52,1772.39,0.0957125,0.026052,0.000326274,0.000184004,0.403397,0.921247,0.494828,0.905405,0.893333,0.112377,0.0291874,0.474667,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,53,1806.36,0.0964196,0.0279487,0.00031234,0.000179116,0.398444,0.923681,0.544111,0.939394,0.826667,0.0927537,0.0404927,0.399377,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,54,1840.21,0.0941845,0.0277869,0.000305544,0.000183672,0.395228,0.919161,0.592295,0.876712,0.853333,0.0935127,0.0401498,0.387731,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,55,1874.83,0.103861,0.0387365,0.000285878,0.000173322,0.415092,0.973697,0.508468,0.971014,0.893333,0.0958742,0.0396538,0.441666,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,56,1907.05,0.0939854,0.0261312,0.000310068,0.000180688,0.401149,0.926067,0.577266,0.902778,0.866667,0.0975373,0.0274296,0.407499,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,57,1940.58,0.0970181,0.0249366,0.000329772,0.000188474,0.409568,0.885713,0.413798,0.953125,0.813333,0.0969681,0.0447704,0.501434,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,58,1974.36,0.0916045,0.0243031,0.000317667,0.000184272,0.396099,0.937077,0.594628,0.967742,0.8,0.103582,0.0273736,0.403842,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,59,2007.63,0.104348,0.0321935,0.000321827,0.000185059,0.432192,0.928305,0.485148,0.893333,0.893333,0.108622,0.0264687,0.506471,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,60,2040.9,0.0936131,0.0260532,0.000270261,0.000164613,0.401206,0.942801,0.503402,0.969231,0.84,0.108327,0.0219571,0.470202,0.0001,1e-05
_2d2_1d6_nm20_a10_b50,61,2075,0.0984472,0.0270457,0.000270949,0.000163387,0.409773,0.963156,0.564255,0.886076,0.933333,0.10118,0.0166017,0.43483,0.0001,1e-05
