source,epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
_2d2_1d6_nm20_a10_b50,62,2109.58,0.0953879,0.0199182,0.00025272,0.000155596,0.398269,0.952924,0.553408,0.940299,0.84,0.0987041,0.0181067,0.428225,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,1,34.882,0.245893,0.581096,0.000883808,0.000293921,0.642485,0.00590655,0.00287436,0.00909504,0.266667,0.128417,0.303571,0.488763,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,2,68.3777,0.115686,0.267543,0.00146193,0.000401626,0.41896,0.014351,0.00895297,0.0191781,0.28,0.0829861,0.271008,0.338547,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,3,102.287,0.0898495,0.255031,0.00166346,0.000438738,0.346797,0.0549209,0.0310009,0.2,0.0533333,0.0829356,0.25449,0.337743,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,4,136.742,0.0927186,0.244131,0.00207541,0.000532619,0.357175,0.0390264,0.0180503,0.0864198,0.186667,0.142041,0.249706,0.53408,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,5,170.529,0.0900793,0.2382,0.00236159,0.000593244,0.339613,0.0903157,0.0412083,0.147541,0.12,0.0834193,0.242481,0.336894,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,6,204.934,0.0807062,0.233344,0.0019987,0.00051435,0.308536,0.0900132,0.05773,0.118421,0.24,0.103132,0.231851,0.346796,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,7,239.817,0.0906968,0.235922,0.00195108,0.000500777,0.338965,0.0971636,0.0528553,0.105727,0.32,0.0861681,0.245665,0.326624,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,8,272.572,0.0848933,0.237466,0.00180358,0.000462445,0.310648,0.116594,0.0647451,0.163043,0.2,0.0839176,0.238229,0.338939,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,9,305.995,0.0821347,0.232656,0.00159998,0.000417753,0.297947,0.0823041,0.0444495,0.164384,0.16,0.081735,0.24117,0.347544,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,10,338.611,0.0782017,0.225351,0.00146406,0.000389234,0.298293,0.127579,0.071953,0.129534,0.333333,0.0718406,0.215381,0.284317,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,11,374.504,0.0886294,0.20863,0.00140258,0.000376676,0.312461,0.155132,0.0725163,0.272727,0.28,0.0836208,0.232541,0.364104,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,12,408.632,0.0813529,0.2008,0.00156518,0.000406723,0.304743,0.106252,0.0540505,0.214286,0.24,0.0783478,0.225349,0.334178,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,13,442.115,0.0804254,0.205791,0.00136944,0.00037194,0.301583,0.177429,0.0979943,0.425,0.226667,0.0781126,0.191568,0.311229,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,14,476.469,0.0928348,0.175229,0.00129033,0.000351355,0.346896,0.181751,0.104727,0.301887,0.213333,0.0729566,0.19328,0.303696,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,15,510.229,0.0838945,0.186777,0.00120783,0.000339057,0.305634,0.225534,0.116836,0.433962,0.306667,0.0750202,0.231089,0.289665,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,16,545.428,0.0973016,0.158717,0.00113509,0.000333275,0.356816,0.240189,0.136621,0.576923,0.2,0.0928994,0.162479,0.362832,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,17,581.135,0.0876406,0.157125,0.00106565,0.000324828,0.334763,0.241158,0.134322,0.431818,0.253333,0.0729008,0.172102,0.304658,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,18,614.39,0.0826063,0.148482,0.00113722,0.000338237,0.321251,0.354131,0.205793,0.553191,0.346667,0.0946517,0.14014,0.349316,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,19,648.443,0.0933864,0.123007,0.00129201,0.000370642,0.357364,0.435897,0.246812,0.417582,0.506667,0.0919095,0.134105,0.386777,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,20,682.328,0.0922417,0.144618,0.00108847,0.000328142,0.32862,0.385689,0.175152,0.446429,0.333333,0.0987746,0.16129,0.371053,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,21,716.01,0.0936864,0.12438,0.00104342,0.000319813,0.359494,0.555989,0.345207,0.828571,0.386667,0.0915881,0.111001,0.347928,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,22,752.332,0.0995582,0.106403,0.000908444,0.000296289,0.378098,0.565444,0.270779,0.734694,0.48,0.106374,0.127343,0.415392,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,23,787.08,0.101769,0.0949874,0.000887673,0.000291726,0.379365,0.680027,0.421435,0.540816,0.706667,0.100179,0.0827359,0.403738,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,24,823.515,0.0980628,0.102052,0.000780228,0.000272334,0.374688,0.72016,0.403394,0.647727,0.76,0.101534,0.0901019,0.383869,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,25,857.218,0.0978443,0.0940559,0.00080702,0.00028002,0.37822,0.809633,0.46809,0.802817,0.76,0.0890654,0.0971502,0.388566,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,26,891.331,0.0989998,0.0772131,0.000791725,0.000273959,0.396418,0.853322,0.468955,0.885246,0.72,0.105923,0.0630581,0.44259,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,27,926.01,0.106191,0.0639637,0.00077425,0.000273575,0.415149,0.855402,0.428786,0.90625,0.773333,0.0986465,0.0731652,0.450648,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,28,958.103,0.106509,0.0548078,0.000761645,0.000266406,0.419825,0.761114,0.40353,0.825397,0.693333,0.0926416,0.102284,0.402828,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,29,991.478,0.103117,0.0596753,0.000762742,0.000267327,0.422464,0.887628,0.543515,0.920635,0.773333,0.0855068,0.0674169,0.366984,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,30,1026.02,0.100275,0.0534809,0.000758829,0.000270503,0.404832,0.914293,0.472893,0.969231,0.84,0.10442,0.0414953,0.46174,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,31,1059.08,0.10064,0.054217,0.000694694,0.000265242,0.423592,0.880765,0.502984,0.849315,0.826667,0.0963132,0.0542508,0.416521,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,32,1092.22,0.099551,0.0443528,0.000760582,0.000276261,0.41535,0.905786,0.518189,0.923077,0.8,0.0971865,0.0469124,0.426742,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,33,1125.47,0.100165,0.0452117,0.000660484,0.000250675,0.43358,0.867059,0.35986,0.907692,0.786667,0.125686,0.057047,0.571264,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,34,1158.27,0.101408,0.0470961,0.000643015,0.000246648,0.411019,0.894415,0.517268,0.880597,0.786667,0.101955,0.048322,0.431342,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,35,1191.23,0.100919,0.0476176,0.000628214,0.000243361,0.418645,0.88561,0.465245,0.884058,0.813333,0.128867,0.0529622,0.485887,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,36,1223.33,0.109167,0.0455726,0.00052921,0.000218113,0.438151,0.897269,0.556737,0.882353,0.8,0.0939163,0.0577594,0.390877,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,37,1257.67,0.103879,0.0397051,0.00053365,0.000216903,0.411011,0.911613,0.471179,0.948276,0.733333,0.114969,0.0553009,0.458466,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,38,1290.51,0.104822,0.0503437,0.000519538,0.000218111,0.418889,0.869542,0.538,0.935484,0.773333,0.0964778,0.0560712,0.394544,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,39,1324.42,0.101375,0.040322,0.00058407,0.000233155,0.424452,0.896056,0.552354,0.878378,0.866667,0.0887012,0.0401107,0.392963,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,40,1358.09,0.103259,0.0324249,0.000531129,0.000219364,0.431648,0.898688,0.517655,0.913043,0.84,0.101519,0.0348567,0.445346,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,41,1391.08,0.0990044,0.0341862,0.000510801,0.000213416,0.421917,0.915545,0.581191,0.844156,0.866667,0.0931813,0.0329903,0.374346,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,42,1426.38,0.102926,0.0343065,0.000516158,0.000215528,0.416486,0.906882,0.57911,0.772727,0.906667,0.0925307,0.0307471,0.377334,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,43,1460.14,0.101242,0.0277828,0.000490256,0.000211251,0.411638,0.930325,0.569532,0.913043,0.84,0.11288,0.0249358,0.438909,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,44,1494.3,0.0947296,0.0307041,0.00046355,0.000203684,0.38952,0.941871,0.524561,0.914286,0.853333,0.108485,0.0248772,0.453923,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,45,1526.76,0.0910282,0.0353033,0.000458072,0.000199593,0.385472,0.919086,0.572432,0.844156,0.866667,0.0915172,0.0270289,0.396468,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,46,1560.44,0.100355,0.0296151,0.00043171,0.000195138,0.422787,0.926492,0.510887,0.927536,0.853333,0.101455,0.0328954,0.450747,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,47,1593.42,0.0933163,0.0316246,0.000466996,0.000207534,0.396042,0.890234,0.388098,0.855263,0.866667,0.115456,0.0304496,0.571479,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,48,1626.36,0.0941183,0.0282729,0.000449915,0.000203564,0.402332,0.946669,0.531547,0.917808,0.893333,0.0999482,0.041735,0.438202,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,49,1658.8,0.100907,0.0330924,0.00045736,0.000210484,0.414756,0.920659,0.545526,0.878378,0.866667,0.101962,0.0375505,0.41641,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,50,1691.7,0.101434,0.0307625,0.000475592,0.000211367,0.416162,0.881607,0.363772,0.849315,0.826667,0.115303,0.0310701,0.57256,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,51,1724.62,0.0968892,0.0256495,0.00046977,0.000207788,0.403204,0.934309,0.527636,0.902778,0.866667,0.105564,0.0223601,0.450061,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,52,1757.48,0.0926834,0.0233369,0.00042806,0.000197304,0.393884,0.948562,0.514888,0.939394,0.826667,0.0988615,0.0339475,0.426379,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,53,1790.42,0.0938788,0.027313,0.000416086,0.000195567,0.395688,0.94162,0.589742,0.905405,0.893333,0.0987679,0.0223596,0.40105,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,54,1824.87,0.099292,0.0250572,0.000402321,0.000194994,0.411864,0.932107,0.520857,0.96875,0.826667,0.105787,0.0318898,0.438326,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,55,1857.75,0.0994831,0.0239464,0.000384438,0.000182973,0.399749,0.897246,0.423722,0.88,0.88,0.105598,0.0349532,0.52471,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,56,1890.38,0.095472,0.0300839,0.000434595,0.000194722,0.404821,0.889137,0.511865,0.869565,0.8,0.0979153,0.0391605,0.405397,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,57,1925.63,0.0979786,0.0298849,0.000422109,0.000190107,0.417579,0.936191,0.550988,0.943662,0.893333,0.101945,0.0254845,0.426641,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,58,1959.53,0.0937565,0.0285386,0.000443649,0.000198295,0.408105,0.957863,0.500183,0.930556,0.893333,0.112849,0.0174017,0.512147,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,59,1993.55,0.101888,0.0294968,0.000444979,0.000196308,0.413767,0.957729,0.514729,0.86747,0.96,0.104038,0.0263941,0.431574,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,60,2028.22,0.0918574,0.0262026,0.000359657,0.000178063,0.408145,0.957253,0.609785,0.944444,0.906667,0.0910581,0.0269554,0.386059,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,61,2064.09,0.0988667,0.0284609,0.000394345,0.000186186,0.409154,0.860958,0.438539,0.913043,0.84,0.10264,0.0275313,0.497122,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,62,2098.28,0.0930546,0.0269337,0.000356471,0.000175705,0.395721,0.924221,0.572503,0.915493,0.866667,0.0962633,0.0240032,0.390546,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,63,2130.9,0.0915191,0.0272509,0.000368037,0.000179775,0.394095,0.942948,0.573169,0.860759,0.906667,0.0916376,0.0151534,0.407681,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,64,2163.63,0.0952861,0.0219746,0.000335009,0.000171175,0.403584,0.920326,0.549425,0.890411,0.866667,0.101283,0.0184236,0.415681,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,65,2197.46,0.0901001,0.0189324,0.000328247,0.000166909,0.406298,0.931672,0.548688,0.928571,0.866667,0.0929048,0.0270104,0.415901,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,66,2230.36,0.0939905,0.0235981,0.00032039,0.000165744,0.394362,0.91521,0.544889,0.943662,0.893333,0.0993614,0.0214654,0.416353,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,67,2263.56,0.101481,0.0209527,0.000372196,0.000183641,0.412772,0.936869,0.494885,0.896104,0.92,0.108339,0.0232625,0.452054,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,68,2296.83,0.0971236,0.0195033,0.000346387,0.00017025,0.411814,0.87868,0.550722,0.890411,0.866667,0.08994,0.0241246,0.41511,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,69,2330.06,0.0930311,0.026726,0.000350901,0.000172656,0.394636,0.927558,0.564314,0.955224,0.853333,0.096442,0.0177209,0.395587,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,70,2362.27,0.0871846,0.0256133,0.000351039,0.000178073,0.380118,0.959222,0.556091,0.932432,0.92,0.100718,0.0161168,0.4269,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,71,2395.86,0.0937077,0.0229839,0.000356531,0.000185909,0.394005,0.955468,0.56,0.933333,0.933333,0.0892439,0.0281713,0.406568,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,72,2429.37,0.0890685,0.0210427,0.000323331,0.000171654,0.374054,0.945143,0.569029,0.906667,0.906667,0.105469,0.0249456,0.403308,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,73,2464,0.0938146,0.0216016,0.000310753,0.000168816,0.418442,0.943475,0.596018,0.943662,0.893333,0.0934087,0.0240224,0.3773,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,74,2496.93,0.0899735,0.0189211,0.000321737,0.00017225,0.387695,0.957916,0.549592,0.857143,0.96,0.101683,0.0182318,0.438378,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,75,2530.57,0.0912815,0.0206693,0.000334823,0.000173992,0.390263,0.968438,0.606116,0.957746,0.906667,0.0914918,0.0181928,0.383229,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,76,2564.46,0.0877893,0.0213826,0.000333585,0.000171963,0.381475,0.962362,0.615729,0.933333,0.933333,0.0832608,0.0293114,0.358164,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,77,2599.11,0.0854572,0.0260213,0.00036275,0.000188074,0.379771,0.950325,0.564119,0.957143,0.893333,0.0855335,0.0151472,0.390305,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,78,2633.17,0.0892685,0.0213157,0.000304892,0.000167218,0.384745,0.935459,0.588385,0.918919,0.906667,0.0969663,0.0208686,0.396766,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,79,2666.54,0.0978208,0.0194241,0.000304038,0.000166151,0.409107,0.967063,0.564198,0.922078,0.946667,0.101658,0.014087,0.443203,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,80,2700.43,0.0876852,0.0225476,0.000345193,0.000174927,0.374225,0.954519,0.562669,0.942029,0.866667,0.0968745,0.00843652,0.425295,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,81,2734.17,0.0858002,0.0155635,0.000358249,0.000178503,0.37801,0.918146,0.532739,0.905405,0.893333,0.093382,0.0281416,0.422563,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,82,2767.07,0.0881377,0.0237895,0.000341941,0.000174261,0.381583,0.9331,0.55193,0.92,0.92,0.104344,0.0145245,0.428435,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,83,2799.67,0.0874479,0.0177882,0.000313656,0.00016689,0.372428,0.902231,0.561237,0.871795,0.906667,0.0914851,0.0261413,0.400985,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,84,2832.57,0.0913472,0.0241528,0.000280939,0.000152229,0.401499,0.959136,0.523367,0.943662,0.893333,0.106848,0.0188944,0.460986,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,85,2866.9,0.0901628,0.0261296,0.000303169,0.00015825,0.390494,0.941944,0.563689,0.894737,0.906667,0.100394,0.0310031,0.399978,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,86,2900.35,0.087171,0.0200751,0.000276576,0.000148668,0.375737,0.955976,0.608166,0.888889,0.96,0.0946659,0.00721077,0.391169,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,87,2933.25,0.0833255,0.0195763,0.0002553,0.000141628,0.362891,0.94191,0.588378,0.931507,0.906667,0.0915385,0.0225068,0.402188,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,88,2967.49,0.0870354,0.0242016,0.000236316,0.000136211,0.373439,0.920119,0.52255,0.851852,0.92,0.0955164,0.0234059,0.456962,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,89,3000.46,0.0830035,0.0193561,0.000265049,0.000149855,0.365609,0.969289,0.495737,0.935065,0.96,0.104473,0.0223036,0.457499,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,90,3034.03,0.0851926,0.0160101,0.000269505,0.000149492,0.371355,0.963568,0.612921,0.910256,0.946667,0.0891232,0.0130378,0.388907,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,91,3067.3,0.0891546,0.0233208,0.000308133,0.000163898,0.379814,0.927097,0.556721,0.934211,0.946667,0.0896886,0.0169142,0.411035,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,92,3100.13,0.0846081,0.0198332,0.000274359,0.000151578,0.360849,0.980471,0.510336,0.972603,0.946667,0.098837,0.0135617,0.477533,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,93,3134.24,0.0913579,0.0167236,0.000249102,0.000142196,0.390173,0.898252,0.394938,0.873418,0.92,0.103582,0.0351102,0.529798,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,94,3169.24,0.0841705,0.0158106,0.000246693,0.00013847,0.378207,0.922274,0.529879,0.897436,0.933333,0.0886248,0.0240857,0.39989,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,95,3204.34,0.0940856,0.0194544,0.000228048,0.000136324,0.396646,0.974428,0.593091,0.946667,0.946667,0.0904202,0.0164999,0.402435,0.0001,1e-05
_2d2_1d6_nm20_a30_b100,96,3238.76,0.0875263,0.015501,0.00024388,0.000142536,0.378242,0.956614,0.5681,0.945205,0.92,0.0966118,0.0106036,0.432485,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,1,36.2706,0.242474,0.55964,0.00117021,0.000282641,0.635113,0.00337287,0.00173167,0.00854214,0.2,0.137083,0.304165,0.48961,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,2,72.3263,0.117914,0.273814,0.00182824,0.000385593,0.426408,0.00673325,0.00334678,0.0109432,0.28,0.153651,0.295986,0.561095,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,3,107.766,0.096431,0.264778,0.00227943,0.000464412,0.36552,0.0438576,0.0163298,0.0201288,0.333333,0.140864,0.264885,0.509831,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,4,142.327,0.0868256,0.256272,0.00268515,0.00053442,0.335456,0.060909,0.02718,0.315789,0.08,0.135593,0.239949,0.500565,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,5,177.542,0.0865946,0.245278,0.00313129,0.000619806,0.322303,0.0513618,0.0311503,0.357143,0.0666667,0.0879631,0.247966,0.371051,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,6,212.585,0.0828831,0.235943,0.0028433,0.000547329,0.313337,0.105483,0.0418587,0.22,0.146667,0.0940488,0.239252,0.418024,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,7,247.367,0.0759264,0.235789,0.00247781,0.000498546,0.300498,0.0801951,0.0412057,0.272727,0.08,0.0963256,0.241785,0.343185,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,8,280.364,0.0807542,0.236388,0.00199994,0.000433075,0.304548,0.116746,0.0633151,0.177778,0.106667,0.070125,0.243454,0.288081,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,9,314.423,0.0831287,0.235775,0.00186116,0.000409322,0.308474,0.0888517,0.0452921,0.112903,0.0933333,0.122211,0.235496,0.401711,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,10,347.327,0.0806518,0.227357,0.00202644,0.000447076,0.310706,0.0642087,0.0378288,0.107143,0.08,0.0929161,0.232343,0.32323,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,11,380.755,0.0886318,0.234188,0.00141649,0.00034964,0.301632,0.110013,0.0547533,0.102679,0.306667,0.0885762,0.239805,0.323943,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,12,413.482,0.0780211,0.228907,0.00140364,0.000339399,0.289217,0.124767,0.0684383,0.277778,0.2,0.0849331,0.207375,0.343557,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,13,448.009,0.0739694,0.213108,0.00150454,0.000356134,0.289218,0.178623,0.118466,0.161538,0.28,0.0624136,0.208045,0.248723,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,14,483.354,0.0740783,0.222871,0.00141842,0.000352463,0.277571,0.184576,0.102628,0.165138,0.24,0.0761399,0.216108,0.28973,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,15,516.649,0.0797435,0.210137,0.00146329,0.000361887,0.291679,0.206058,0.102762,0.255319,0.16,0.106749,0.226395,0.366037,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,16,548.243,0.0814627,0.216276,0.00135459,0.000350639,0.30122,0.262209,0.134025,0.333333,0.28,0.0634655,0.219918,0.263981,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,17,583.972,0.0734761,0.215086,0.00136359,0.000355186,0.286871,0.167423,0.0854437,0.2875,0.306667,0.0956557,0.21438,0.388107,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,18,616.005,0.0823378,0.213547,0.00150185,0.000387576,0.280723,0.136646,0.0826231,0.238095,0.133333,0.0782994,0.220824,0.282146,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,19,649.354,0.0832812,0.206533,0.00110839,0.000318327,0.293263,0.326074,0.173586,0.226804,0.293333,0.102799,0.177856,0.419566,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,20,683.326,0.081727,0.195285,0.00116623,0.000332464,0.312284,0.369472,0.21744,0.590909,0.346667,0.0702916,0.185545,0.280584,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,21,718.572,0.0884197,0.189401,0.0010205,0.000300529,0.317371,0.250657,0.154334,0.395833,0.253333,0.0864763,0.163928,0.335515,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,22,751.359,0.0839156,0.169099,0.00103802,0.000301907,0.314977,0.370442,0.205753,0.4375,0.373333,0.0885073,0.176464,0.333296,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,23,783.7,0.096223,0.171286,0.000938785,0.000290226,0.335696,0.565709,0.235698,0.666667,0.506667,0.113364,0.144469,0.438063,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,24,817.232,0.0969964,0.146697,0.000961631,0.000288329,0.344287,0.502561,0.243895,0.576271,0.453333,0.0994559,0.13673,0.410502,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,25,852.226,0.0942637,0.133805,0.000953682,0.000291789,0.34657,0.631912,0.344607,0.733333,0.44,0.0977791,0.112941,0.379885,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,26,886.748,0.0926668,0.1209,0.000744508,0.000249974,0.356246,0.708706,0.415316,0.604938,0.653333,0.0926503,0.103054,0.368234,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,27,921.684,0.101664,0.107646,0.000684509,0.000238202,0.374166,0.823023,0.401769,0.734177,0.773333,0.0969684,0.121095,0.397528,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,28,954.474,0.099928,0.0940486,0.0006615,0.000232216,0.370318,0.829795,0.465254,0.728395,0.786667,0.0906308,0.0850819,0.378096,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,29,988.856,0.103332,0.0819494,0.000744856,0.000257247,0.395201,0.845778,0.388692,0.859375,0.733333,0.119738,0.0674744,0.498868,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,30,1021.38,0.0964105,0.0802646,0.000796006,0.000267451,0.393127,0.84156,0.539105,0.76,0.76,0.0985167,0.0615862,0.370863,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,31,1056.08,0.0968142,0.0748593,0.000674656,0.0002369,0.389349,0.878866,0.507188,0.883333,0.706667,0.103342,0.0540096,0.428769,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,32,1089.46,0.0996966,0.0644833,0.000627319,0.000226663,0.403692,0.841772,0.453358,0.805556,0.773333,0.114109,0.0409674,0.491329,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,33,1123.35,0.0998448,0.0615465,0.000599791,0.000223644,0.403128,0.912248,0.585864,0.882353,0.8,0.110249,0.0395066,0.428366,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,34,1158.86,0.102241,0.0580186,0.000589447,0.000228402,0.41636,0.884773,0.492117,0.876923,0.76,0.102427,0.0471945,0.454097,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,35,1193.35,0.0961953,0.0509435,0.000602778,0.00023409,0.395363,0.920321,0.469824,0.84,0.84,0.108482,0.050031,0.458847,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,36,1229.08,0.101284,0.0437525,0.000573804,0.000229021,0.425315,0.906907,0.554323,0.795181,0.88,0.094119,0.0522913,0.399824,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,37,1262.66,0.0955731,0.0483985,0.000550502,0.000220782,0.396492,0.951672,0.485332,0.883117,0.906667,0.108527,0.0410451,0.467825,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,38,1295.9,0.104157,0.0513327,0.000589691,0.000238062,0.410778,0.91023,0.420759,0.902778,0.866667,0.131198,0.0386178,0.538614,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,39,1329.11,0.102777,0.0423457,0.000531172,0.000221707,0.41985,0.923354,0.463701,0.897059,0.813333,0.102551,0.0332967,0.479474,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,40,1363.14,0.102785,0.0466411,0.000453684,0.000196714,0.42731,0.777288,0.382591,0.772152,0.813333,0.140006,0.0648737,0.525521,0.0001,1e-05
_2d2_1d6_nm20_a30_b150,41,1395.59,0.0967585,0.0438788,0.00042392,0.000187159,0.408076,0.912274,0.559133,0.924242,0.813333,0.10068,0.0452664,0.411752,0.0001,1e-05
