epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,34.9896,0.259628,0.548371,0.000793913,0.000287918,0.690943,0.00873167,0.00406812,0.00901425,0.413333,0.104431,0.308068,0.378526,0.0001,1e-05
2,69.39,0.113983,0.274597,0.00133638,0.000410697,0.410369,0.0291217,0.0119982,0.0164628,0.466667,0.0977961,0.268531,0.353523,0.0001,1e-05
3,105.879,0.101679,0.255078,0.00176701,0.00050299,0.369893,0.0387179,0.0156744,0.140625,0.12,0.131147,0.239437,0.432953,0.0001,1e-05
4,140.931,0.0891584,0.24267,0.00221794,0.000606396,0.335764,0.0588827,0.024694,0.0884354,0.173333,0.121974,0.242827,0.469665,0.0001,1e-05
5,175.549,0.0895748,0.244362,0.00224105,0.000611568,0.334329,0.0664058,0.0274955,0.25,0.0933333,0.101953,0.244133,0.359831,0.0001,1e-05
6,210.074,0.103865,0.238928,0.00193856,0.00054447,0.344651,0.0762738,0.0331681,0.107143,0.2,0.0626572,0.23819,0.282157,0.0001,1e-05
7,245.251,0.08616,0.226666,0.00182655,0.000538155,0.329393,0.083467,0.0464285,0.134615,0.0933333,0.0853224,0.236994,0.357876,0.0001,1e-05
8,279.356,0.082539,0.225878,0.00162001,0.000453418,0.301619,0.0735156,0.0485569,0.0724638,0.266667,0.0667715,0.230816,0.256734,0.0001,1e-05
9,314.961,0.079432,0.223116,0.00143334,0.00041251,0.302227,0.100272,0.0538355,0.157407,0.226667,0.105176,0.226951,0.365756,0.0001,1e-05
10,349.14,0.0763662,0.233769,0.00129676,0.000387464,0.296663,0.143597,0.0545603,0.180328,0.293333,0.11921,0.231557,0.394496,0.0001,1e-05
11,386.008,0.0800914,0.229953,0.00114328,0.000356781,0.290427,0.0494015,0.0275707,0.0769231,0.186667,0.17532,0.25373,0.405784,0.0001,1e-05
12,418.258,0.0870475,0.222202,0.00114272,0.000349966,0.30717,0.125683,0.0653101,0.125,0.346667,0.0996515,0.178283,0.389346,0.0001,1e-05
