test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.11160821715990703,0.03818726989751061,0.41198426981767017,0.8377537909563424,0.5289770441809161,0.9365079365079365,0.8194444444444444
