epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.73928,2.44931,1.75995,0.00588046,1.80516,0,0,0,0,0.60853,1.33933,1.37958,0.0001,1e-05
2,6.97782,0.57907,1.19666,0.00540296,1.27145,0,0,0,0,0.256224,0.940674,0.855281,0.0001,1e-05
3,9.97972,0.225237,0.815918,0.005121,0.687175,0,0,0,0,0.137882,0.566533,0.498413,0.0001,1e-05
4,13.031,0.189504,0.50584,0.00476048,0.565156,0.000368654,3.68654e-05,0.000368654,0.003125,0.116099,0.415016,0.39925,0.0001,1e-05
5,16.3618,0.175787,0.402561,0.00432302,0.504781,0.00103801,0.000351234,0.00103801,0.021875,0.116491,0.364887,0.429529,0.0001,1e-05
6,19.5136,0.156211,0.3593,0.00406469,0.485242,0,0,0,0,0.143997,0.34204,0.477456,0.0001,1e-05
7,22.7328,0.158617,0.329629,0.00377104,0.536345,0,0,0,0,0.149819,0.329599,0.511898,0.0001,1e-05
8,25.855,0.129137,0.314938,0.00369201,0.482807,0,0,0,0,0.13372,0.319146,0.408596,0.0001,1e-05
9,28.8467,0.131794,0.307804,0.0036593,0.462614,0.00046829,0.000187316,0.00046829,0.0125,0.120061,0.315975,0.423615,0.0001,1e-05
10,32.0465,0.100957,0.303697,0.00342633,0.340064,0.0020597,0.00089022,0.0020597,0.046875,0.078263,0.315131,0.298611,0.0001,1e-05
11,35.4515,0.0972386,0.30268,0.00309048,0.321079,0.0185921,0.00674441,0.0185921,0.08675,0.0889813,0.311265,0.335998,0.0001,1e-05
12,38.8326,0.0799417,0.29316,0.00299057,0.329553,0.0844412,0.0343472,0.0844412,0.285625,0.0965205,0.296881,0.343528,0.0001,1e-05
13,42.0992,0.0834504,0.285214,0.00277814,0.326306,0.0840978,0.0509302,0.0840978,0.61225,0.078227,0.290671,0.295429,0.0001,1e-05
14,45.3737,0.073565,0.282809,0.00272964,0.277347,0.0759383,0.0431177,0.0759383,0.673875,0.0658616,0.287379,0.263728,0.0001,1e-05
15,48.7067,0.0639142,0.275539,0.0026872,0.252782,0.0876049,0.049587,0.0876049,0.6625,0.0706468,0.281353,0.267425,0.0001,1e-05
16,51.8162,0.0650827,0.266999,0.00262552,0.243057,0.0679164,0.0355721,0.0679164,0.696375,0.0572984,0.278309,0.241942,0.0001,1e-05
17,54.9902,0.0561097,0.267923,0.0025929,0.217678,0.0651747,0.035419,0.0651747,0.7755,0.0516321,0.27188,0.21341,0.0001,1e-05
18,58.2126,0.121706,0.262675,0.00245062,0.330799,0.0516687,0.0303131,0.0516687,0.734,0.0757442,0.264779,0.282813,0.0001,1e-05
19,61.4385,0.0797249,0.263763,0.00236821,0.288428,0.0407057,0.0206825,0.0407057,0.69275,0.0974107,0.265542,0.342685,0.0001,1e-05
20,64.8024,0.0722985,0.261717,0.00228162,0.26703,0.0460035,0.0237084,0.0460035,0.774125,0.0633336,0.260616,0.232335,0.0001,1e-05
21,68.0554,0.0655517,0.256675,0.00228514,0.225696,0.04576,0.0288722,0.04576,0.75025,0.057002,0.255866,0.21927,0.0001,1e-05
22,71.223,0.0560248,0.25118,0.0023658,0.218081,0.0699116,0.0425647,0.0699116,0.700625,0.0764441,0.251736,0.289133,0.0001,1e-05
23,74.4708,0.0668765,0.244097,0.00234746,0.237129,0.10438,0.0576153,0.10438,0.737125,0.0761258,0.238785,0.274455,0.0001,1e-05
24,77.8169,0.137937,0.231015,0.002099,0.382732,0.0715609,0.042217,0.0715609,0.709125,0.0721744,0.23114,0.289277,0.0001,1e-05
25,81.0972,0.0638792,0.228113,0.00226374,0.256098,0.061333,0.0352363,0.061333,0.779125,0.0555778,0.233462,0.2288,0.0001,1e-05
26,84.2815,0.0751221,0.227644,0.00226302,0.299593,0.0584769,0.032282,0.0584769,0.724125,0.0764746,0.231802,0.278189,0.0001,1e-05
27,87.4609,0.0668201,0.237042,0.00212495,0.251395,0.0817794,0.0477727,0.0817794,0.72775,0.0762689,0.231479,0.274346,0.0001,1e-05
28,90.872,0.0627166,0.236314,0.00203352,0.230731,0.0821725,0.0444516,0.0821725,0.746875,0.0718535,0.230406,0.253621,0.0001,1e-05
29,94.1086,0.0605373,0.228311,0.0020394,0.21591,0.0532403,0.0257922,0.0532403,0.76775,0.0694159,0.241525,0.230687,0.0001,1e-05
30,97.4894,0.0520808,0.24304,0.00201083,0.182003,0.051117,0.0202953,0.051117,0.679625,0.0652968,0.248294,0.275267,0.0001,1e-05
31,100.634,0.0586486,0.243601,0.00202054,0.230003,0.0527057,0.0269282,0.0527057,0.739625,0.0555883,0.24834,0.221828,0.0001,1e-05
32,103.875,0.0486923,0.239285,0.00197357,0.209069,0.083915,0.0547597,0.083915,0.784875,0.0497281,0.243208,0.200983,0.0001,1e-05
33,107.191,0.0518747,0.239373,0.00189223,0.194091,0.0802251,0.0467479,0.0802251,0.81375,0.0514021,0.240384,0.198012,0.0001,1e-05
34,110.454,0.0429177,0.23614,0.00183082,0.162845,0.0528117,0.0302903,0.0528117,0.78775,0.0427359,0.241381,0.189506,0.0001,1e-05
35,113.639,0.0429549,0.238314,0.00183742,0.17859,0.0751859,0.0376346,0.0751859,0.717,0.0591704,0.239344,0.257979,0.0001,1e-05
36,117.044,0.0464273,0.242999,0.00174729,0.180742,0.0548517,0.034098,0.0548517,0.76275,0.0504461,0.237554,0.211448,0.0001,1e-05
37,120.494,0.0440917,0.240215,0.00160655,0.161702,0.0876045,0.0456943,0.0876045,0.788375,0.0423272,0.234269,0.174087,0.0001,1e-05
38,123.806,0.0479795,0.238181,0.00168895,0.165439,0.0776356,0.0438355,0.0776356,0.771875,0.0442226,0.231887,0.190822,0.0001,1e-05
39,127.083,0.0433638,0.235842,0.00169967,0.1712,0.0811925,0.0436257,0.0811925,0.7755,0.0463282,0.233855,0.190751,0.0001,1e-05
40,130.27,0.0500358,0.232326,0.00170261,0.216154,0.066536,0.0405094,0.066536,0.75275,0.0554645,0.232323,0.208956,0.0001,1e-05
41,133.52,0.0509228,0.225929,0.0017529,0.191006,0.057265,0.0339933,0.057265,0.6925,0.0691493,0.227394,0.292181,0.0001,1e-05
42,136.834,0.0623917,0.230296,0.00158554,0.191831,0.0638516,0.0419626,0.0638516,0.75125,0.0612662,0.229003,0.227927,0.0001,1e-05
43,140.167,0.0790903,0.228477,0.00165027,0.263644,0.0562367,0.0375983,0.0562367,0.721375,0.0632026,0.226392,0.253934,0.0001,1e-05
44,143.474,0.0491474,0.226991,0.00160933,0.190075,0.0606381,0.0391024,0.0606381,0.731125,0.0597911,0.224363,0.239059,0.0001,1e-05
45,146.663,0.0591481,0.22205,0.0016042,0.202711,0.0677226,0.0435935,0.0677226,0.80025,0.0433686,0.224132,0.175356,0.0001,1e-05
46,149.985,0.0482359,0.222627,0.00167342,0.183467,0.0670367,0.0434004,0.0670367,0.831125,0.043331,0.220839,0.179252,0.0001,1e-05
47,153.111,0.0573902,0.220262,0.00168718,0.226011,0.0600442,0.0389252,0.0600442,0.737,0.0562774,0.219741,0.242375,0.0001,1e-05
48,156.335,0.0626972,0.223226,0.0016834,0.228247,0.0874697,0.0507907,0.0874697,0.8255,0.0477443,0.215157,0.203347,0.0001,1e-05
49,159.68,0.0526311,0.215523,0.0017773,0.213758,0.0894778,0.0580799,0.0894778,0.804125,0.0568773,0.211522,0.22328,0.0001,1e-05
50,163.014,0.0485629,0.214938,0.00166394,0.202756,0.0881751,0.054765,0.0881751,0.790375,0.0580093,0.212924,0.220158,0.0001,1e-05
51,166.443,0.0461682,0.208268,0.00163469,0.193771,0.0920149,0.0606627,0.0920149,0.77725,0.0629838,0.21303,0.241311,0.0001,1e-05
52,169.602,0.0477326,0.210323,0.00185256,0.168815,0.0996341,0.0666655,0.0996341,0.80175,0.0509483,0.208414,0.21019,0.0001,1e-05
53,172.847,0.059239,0.217363,0.00175758,0.241265,0.104886,0.0546383,0.104886,0.763125,0.0515895,0.210461,0.226327,0.0001,1e-05
54,176.058,0.0472347,0.206536,0.00184111,0.198484,0.111888,0.0700858,0.111888,0.7365,0.0807628,0.207237,0.29693,0.0001,1e-05
55,179.267,0.0544452,0.20713,0.00173631,0.217179,0.100796,0.0653639,0.100796,0.780375,0.0523987,0.20862,0.229091,0.0001,1e-05
56,182.606,0.0652466,0.21127,0.00162101,0.222542,0.0988534,0.0533323,0.0988534,0.746,0.0518445,0.213441,0.226809,0.0001,1e-05
57,185.874,0.0549705,0.215689,0.00164734,0.201103,0.108985,0.0565201,0.108985,0.772,0.0716885,0.216186,0.22386,0.0001,1e-05
58,189.151,0.0529649,0.218412,0.00157573,0.187184,0.121655,0.0665024,0.121655,0.825125,0.0442483,0.216764,0.169022,0.0001,1e-05
59,192.502,0.0385016,0.217337,0.00155057,0.168708,0.110676,0.0712597,0.110676,0.820125,0.041577,0.213543,0.177726,0.0001,1e-05
60,195.74,0.0437883,0.213151,0.00159199,0.183716,0.0760821,0.0530767,0.0760821,0.786625,0.0511289,0.211621,0.216278,0.0001,1e-05
61,199.058,0.0528514,0.209271,0.00144512,0.203634,0.0757731,0.0513184,0.0757731,0.83825,0.0477237,0.212904,0.184924,0.0001,1e-05
62,202.286,0.0481852,0.214128,0.00153951,0.187188,0.0928406,0.0572394,0.0928406,0.780875,0.0548594,0.211016,0.246384,0.0001,1e-05
63,205.566,0.0402382,0.208421,0.00144558,0.154432,0.0735774,0.048924,0.0735774,0.809625,0.0451055,0.215115,0.192121,0.0001,1e-05
64,208.756,0.0429588,0.21525,0.00151677,0.169333,0.0743811,0.0470355,0.0743811,0.828,0.0485945,0.213954,0.182953,0.0001,1e-05
65,212.011,0.0406023,0.214281,0.00138529,0.166296,0.0943602,0.0520502,0.0943602,0.807,0.0462736,0.215294,0.181533,0.0001,1e-05
66,215.536,0.0474768,0.219612,0.00127923,0.207784,0.0885698,0.0464355,0.0885698,0.750375,0.0467066,0.215885,0.197994,0.0001,1e-05
67,218.781,0.0432955,0.220894,0.00143769,0.181816,0.068496,0.0444757,0.068496,0.837375,0.0376247,0.218005,0.163559,0.0001,1e-05
68,222.056,0.0472407,0.21365,0.00138292,0.187719,0.0887913,0.0481495,0.0887913,0.813625,0.0368759,0.215784,0.158614,0.0001,1e-05
