epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.70443,2.33271,2.49742,0.00875477,1.67843,0,0,0,0,0.28833,1.76538,0.771402,0.0001,1e-05
2,6.96451,0.322776,1.59374,0.00821377,0.943755,0,0,0,0,0.222056,1.19825,0.771662,0.0001,1e-05
3,10.2432,0.193746,0.983737,0.00758035,0.610099,0,0,0,0,0.165263,0.66636,0.538992,0.0001,1e-05
4,13.4792,0.163876,0.590518,0.00692689,0.522518,0.000845206,0.000338083,0.000845206,0.0125,0.136928,0.449663,0.483666,0.0001,1e-05
5,16.82,0.170935,0.423484,0.00620387,0.526228,0.00815555,0.00253642,0.00815555,0.046875,0.11355,0.376719,0.399713,0.0001,1e-05
6,19.9209,0.148217,0.361721,0.00572094,0.447154,0.00725581,0.00313592,0.00725581,0.1125,0.12701,0.347077,0.450088,0.0001,1e-05
7,23.2348,0.121997,0.33147,0.00510576,0.430862,0.00586323,0.00147651,0.00586323,0.06875,0.129518,0.330382,0.502744,0.0001,1e-05
8,26.3481,0.134467,0.32107,0.00480803,0.512009,0.0130324,0.00390734,0.0130324,0.178125,0.106164,0.324157,0.414266,0.0001,1e-05
9,29.6346,0.108088,0.315959,0.00405987,0.354677,0.0378319,0.0186472,0.0378319,0.39575,0.0854304,0.318087,0.289009,0.0001,1e-05
10,32.9507,0.0934766,0.318195,0.00377088,0.313262,0.024815,0.0110041,0.024815,0.494875,0.12135,0.31347,0.416161,0.0001,1e-05
11,36.2609,0.0770994,0.305973,0.00342692,0.289372,0.0289012,0.0151517,0.0289012,0.667,0.06773,0.300844,0.23758,0.0001,1e-05
12,39.5721,0.0781011,0.29314,0.00324381,0.265677,0.0400102,0.0119495,0.0400102,0.617125,0.0730087,0.29517,0.288204,0.0001,1e-05
13,42.8075,0.124689,0.284866,0.00305261,0.335515,0.0428438,0.0154622,0.0428438,0.634875,0.0770414,0.287403,0.299768,0.0001,1e-05
14,46.0907,0.0705819,0.270791,0.0027343,0.258723,0.0413232,0.0230411,0.0413232,0.76825,0.0431517,0.283821,0.169346,0.0001,1e-05
15,49.4192,0.0754863,0.278959,0.00277678,0.254477,0.0377967,0.0248719,0.0377967,0.74175,0.0431273,0.277739,0.174527,0.0001,1e-05
16,52.6782,0.0513469,0.26833,0.00269641,0.189591,0.0384942,0.0273805,0.0384942,0.752,0.0550971,0.271392,0.199256,0.0001,1e-05
17,56.011,0.071139,0.270024,0.00245435,0.23913,0.0254989,0.0142574,0.0254989,0.599125,0.0899908,0.267388,0.362315,0.0001,1e-05
18,59.5322,0.064608,0.267212,0.00226798,0.253481,0.0272932,0.00769447,0.0272932,0.511,0.0924137,0.265761,0.399811,0.0001,1e-05
19,62.8376,0.0672232,0.264641,0.00226327,0.253682,0.0433684,0.0197272,0.0433684,0.756375,0.0713387,0.259413,0.229784,0.0001,1e-05
20,66.0986,0.0704141,0.259153,0.00230433,0.254963,0.0441474,0.0189349,0.0441474,0.732,0.0675841,0.256737,0.223087,0.0001,1e-05
21,69.405,0.0583197,0.25967,0.00216429,0.227101,0.0498058,0.0208382,0.0498058,0.73725,0.0571306,0.252097,0.222925,0.0001,1e-05
22,72.8058,0.0555591,0.25266,0.00200929,0.20742,0.0598294,0.0405598,0.0598294,0.754625,0.0400988,0.249471,0.159319,0.0001,1e-05
23,76.1777,0.0478937,0.241272,0.00205183,0.187798,0.0503986,0.0335444,0.0503986,0.709375,0.0490454,0.246218,0.225087,0.0001,1e-05
24,79.4287,0.0486841,0.246027,0.00207293,0.201219,0.0467014,0.0357825,0.0467014,0.750375,0.0424371,0.24268,0.182892,0.0001,1e-05
25,82.8035,0.0529149,0.245608,0.001977,0.202467,0.0421199,0.0279501,0.0421199,0.623625,0.0803765,0.242644,0.287583,0.0001,1e-05
26,86.0804,0.0607025,0.245776,0.0020018,0.214052,0.0431985,0.0357709,0.0431985,0.74775,0.0418143,0.239223,0.173465,0.0001,1e-05
27,89.3359,0.070601,0.23817,0.00199054,0.254574,0.0432614,0.0275354,0.0432614,0.702,0.0556257,0.239692,0.237568,0.0001,1e-05
28,92.6417,0.0488994,0.242038,0.00194028,0.186961,0.0496541,0.0300717,0.0496541,0.738875,0.0570452,0.241432,0.207018,0.0001,1e-05
29,95.9523,0.0492072,0.243624,0.00189436,0.203249,0.0470824,0.0293934,0.0470824,0.622125,0.0511273,0.240817,0.213752,0.0001,1e-05
30,99.3456,0.0497526,0.24038,0.00185617,0.189186,0.0422779,0.0307297,0.0422779,0.68275,0.0417442,0.236398,0.174326,0.0001,1e-05
31,102.625,0.0557906,0.244569,0.00180486,0.20415,0.0400089,0.0269552,0.0400089,0.620875,0.0628806,0.237204,0.250284,0.0001,1e-05
32,105.94,0.0657685,0.243203,0.00171215,0.253972,0.0409988,0.0299377,0.0409988,0.57425,0.0618938,0.238472,0.255984,0.0001,1e-05
33,109.284,0.0560766,0.236775,0.00181393,0.223011,0.0421508,0.0298303,0.0421508,0.65975,0.0708114,0.233022,0.260682,0.0001,1e-05
34,112.525,0.0477442,0.232787,0.0016862,0.20583,0.0467763,0.0335346,0.0467763,0.762875,0.0490701,0.231614,0.207814,0.0001,1e-05
35,115.779,0.042501,0.232807,0.00168142,0.168157,0.0497606,0.0337998,0.0497606,0.783875,0.046099,0.230739,0.20416,0.0001,1e-05
36,119.132,0.0464671,0.229379,0.00163553,0.185164,0.0518251,0.0315135,0.0518251,0.744875,0.0499261,0.231389,0.215086,0.0001,1e-05
37,122.482,0.0508162,0.2304,0.00164886,0.22371,0.0614224,0.0404021,0.0614224,0.7935,0.0530586,0.227455,0.214505,0.0001,1e-05
38,125.81,0.0788732,0.222365,0.00162292,0.250681,0.0884017,0.0513608,0.0884017,0.82775,0.0428203,0.227215,0.182121,0.0001,1e-05
39,129.093,0.0503379,0.226514,0.00162809,0.199934,0.108264,0.0641688,0.108264,0.871,0.0396675,0.224777,0.155066,0.0001,1e-05
40,132.377,0.0465127,0.217145,0.00156521,0.194368,0.0918499,0.0685896,0.0918499,0.849125,0.040359,0.223656,0.166806,0.0001,1e-05
41,135.781,0.0627998,0.215333,0.00158642,0.248457,0.0695202,0.047248,0.0695202,0.846,0.0518614,0.222107,0.198129,0.0001,1e-05
42,139.144,0.0625656,0.21922,0.00154374,0.24764,0.0627858,0.0459932,0.0627858,0.838625,0.0442583,0.223302,0.179238,0.0001,1e-05
43,142.453,0.11494,0.212448,0.00153942,0.286856,0.066662,0.0505242,0.066662,0.83975,0.0463545,0.222085,0.190814,0.0001,1e-05
44,145.828,0.0529092,0.225031,0.00139929,0.204208,0.061892,0.040957,0.061892,0.757,0.0631374,0.22389,0.254722,0.0001,1e-05
45,149.143,0.0443402,0.2312,0.00141772,0.187032,0.0736525,0.0527156,0.0736525,0.82525,0.0451018,0.222711,0.177337,0.0001,1e-05
46,152.566,0.0412789,0.229542,0.00143891,0.159765,0.0899029,0.0506161,0.0899029,0.82575,0.0427529,0.225646,0.174702,0.0001,1e-05
47,155.822,0.04327,0.22693,0.0013594,0.18069,0.0807791,0.0402734,0.0807791,0.789,0.048586,0.224947,0.19442,0.0001,1e-05
48,159.202,0.0419828,0.22367,0.00136144,0.169256,0.0565079,0.0337926,0.0565079,0.818625,0.0415865,0.22403,0.19064,0.0001,1e-05
49,162.473,0.041931,0.222311,0.0013454,0.163521,0.0553015,0.0327507,0.0553015,0.765375,0.0631973,0.222323,0.243835,0.0001,1e-05
50,165.76,0.0590865,0.220433,0.0013895,0.214321,0.0513376,0.0296763,0.0513376,0.79375,0.0543973,0.221844,0.200639,0.0001,1e-05
51,169.229,0.0606517,0.223396,0.0013053,0.211034,0.0507688,0.031726,0.0507688,0.751625,0.0683936,0.221985,0.250399,0.0001,1e-05
52,172.487,0.0521421,0.219631,0.00144162,0.229208,0.0502352,0.0318931,0.0502352,0.784625,0.0450479,0.221042,0.207895,0.0001,1e-05
53,175.755,0.0514011,0.222772,0.00134265,0.210948,0.049806,0.0292182,0.049806,0.769375,0.0582485,0.219652,0.240635,0.0001,1e-05
54,179.085,0.109433,0.224729,0.00131671,0.265088,0.0514917,0.0317777,0.0514917,0.821625,0.049962,0.220515,0.193075,0.0001,1e-05
55,182.512,0.0472301,0.223462,0.00118744,0.177098,0.0505932,0.0335541,0.0505932,0.822625,0.043063,0.216718,0.16517,0.0001,1e-05
56,185.892,0.0405149,0.220919,0.00127689,0.157521,0.0528356,0.0382158,0.0528356,0.86225,0.0349734,0.21677,0.157637,0.0001,1e-05
57,189.099,0.0486883,0.223929,0.00121228,0.17942,0.0551303,0.0322571,0.0551303,0.79,0.0527227,0.219217,0.199405,0.0001,1e-05
58,192.408,0.0419409,0.214299,0.00119029,0.167621,0.0565748,0.0361464,0.0565748,0.825,0.0394877,0.214547,0.18323,0.0001,1e-05
59,195.747,0.0427916,0.21988,0.0012346,0.191356,0.0564474,0.0333061,0.0564474,0.84825,0.0380173,0.214424,0.160011,0.0001,1e-05
60,198.94,0.0517468,0.213608,0.00122749,0.187339,0.0546716,0.0385889,0.0546716,0.88725,0.0374968,0.213412,0.146154,0.0001,1e-05
