source,test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
_2d000_1d000_nm00/_2d000_1d000_nm00.csv,0.11160821715990703,0.03818726989751061,0.41198426981767017,0.8377537909563424,0.5289770441809161,0.9365079365079365,0.8194444444444444
_2d2_1d8_nm30/_2d2_1d8_nm30.csv,0.0920424833893776,0.03636595678593343,0.40283679962158203,0.8475184503701396,0.5449789240786236,0.8533333333333334,0.8888888888888888
_2d4_1d10_nm30/_2d4_1d10_nm30.csv,0.07106057119866212,0.21628274520238241,0.3056603819131851,0.15616459837661859,0.08626958913128548,0.2826086956521739,0.18055555555555555
_2d6_1d20_nm20/_2d6_1d20_nm20.csv,0.07276893096665542,0.22190501044193903,0.3047900125384331,0.09571618409048382,0.062450397201868485,0.35294117647058826,0.08333333333333333
