experiment_name,epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
train_npp_l2d0.02_l1d0.0_mask0.2_fpn16_19_22,341,8120.79,0.62055,0.37949,0.95827,0.99394,0.97559,0.99423,0.88011,0.58419,0.32258,0.96581,0.00026422,0.00026422,0.00026422
train_npp_l2d0.02_l1d0.0_mask0.3_fpn16_19_22,340,8040.3,0.62008,0.3888,0.99031,0.99684,0.99332,0.995,0.87994,0.60447,0.32941,0.97498,0.000268345,0.000268345,0.000268345
train_npp_l2d0.04_l1d0.02_mask0.1_fpn16_19_22,320,7189.9,0.64734,0.40119,0.96662,0.98917,0.99595,0.995,0.8811,0.60807,0.32506,0.96393,0.000350862,0.000350862,0.000350862
train_npp_l2d0.04_l1d0.02_mask0.2_fpn16_19_22,385,8628.9,0.53718,0.34997,0.92977,0.97004,1,0.99423,0.86918,0.58929,0.29539,0.95849,8.26832e-05,8.26832e-05,8.26832e-05
train_npp_l2d0.04_l1d0.02_mask0.3_fpn16_19_22,327,6902.67,0.63162,0.41833,0.95855,0.98976,1,0.995,0.87384,0.61182,0.34155,0.96895,0.000321981,0.000321981,0.000321981
train_npp_l2d0.04_l1d0.04_mask0.1_fpn16_19_22,398,8391.83,0.4595,0.30166,0.92772,0.99575,0.99614,0.995,0.86701,0.60981,0.30969,0.98348,2.90475e-05,2.90475e-05,2.90475e-05
train_npp_l2d0.04_l1d0.04_mask0.2_fpn16_19_22,376,8449.61,0.57412,0.34674,0.94025,0.99362,1,0.995,0.88064,0.5964,0.31805,0.98098,0.000119816,0.000119816,0.000119816
train_npp_l2d0.04_l1d0.04_mask0.3_fpn16_19_22,318,6961.42,0.67822,0.42352,1.00237,0.99446,1,0.995,0.87228,0.62713,0.34016,0.98495,0.000359113,0.000359113,0.000359113
train_npp_l2d0.04_l1d0.06_mask0.1_fpn16_19_22,325,7535.75,0.6102,0.38307,0.9534,0.95668,0.99734,0.99346,0.86238,0.60804,0.32694,0.97138,0.000330233,0.000330233,0.000330233
train_npp_l2d0.04_l1d0.06_mask0.2_fpn16_19_22,340,8062.1,0.62353,0.38813,0.98882,0.98499,1,0.995,0.87341,0.61471,0.33543,0.98054,0.000268345,0.000268345,0.000268345
train_npp_l2d0.04_l1d0.06_mask0.3_fpn16_19_22,336,7892.79,0.67071,0.4223,0.96319,0.96829,0.99906,0.99346,0.8713,0.59528,0.33597,0.9619,0.000284849,0.000284849,0.000284849
train_npp_l2d0.04_l1d0.08_mask0.1_fpn16_19_22,333,7731.8,0.6222,0.41093,0.97119,0.9939,1,0.995,0.86441,0.58302,0.32812,0.96269,0.000297226,0.000297226,0.000297226
train_npp_l2d0.04_l1d0.08_mask0.2_fpn16_19_22,317,7376.27,0.61658,0.41418,0.95649,0.99014,1,0.995,0.86392,0.64086,0.34215,0.98816,0.000363239,0.000363239,0.000363239
train_npp_l2d0.04_l1d0.08_mask0.3_fpn16_19_22,347,8115.95,0.60201,0.37428,0.9344,0.99476,0.993,0.995,0.8664,0.61917,0.31728,0.97279,0.000239465,0.000239465,0.000239465
train_npp_l2d0.04_l1d0.0_mask0.1_fpn16_19_22,396,8632.71,0.46292,0.30035,0.92628,0.99508,0.99565,0.995,0.86362,0.59925,0.3165,0.96873,3.72991e-05,3.72991e-05,3.72991e-05
train_npp_l2d0.04_l1d0.0_mask0.2_fpn16_19_22,271,6070.21,0.74445,0.47341,1.08088,0.98276,1,0.995,0.86576,0.65089,0.36956,0.99246,0.000553027,0.000553027,0.000553027
train_npp_l2d0.04_l1d0.0_mask0.3_fpn16_19_22,340,7594.09,0.61534,0.38171,0.98426,0.98623,1,0.995,0.87141,0.61031,0.3234,0.97624,0.000268345,0.000268345,0.000268345
train_npp_l2d0.06_l1d0.02_mask0.1_fpn16_19_22,341,7946.02,0.61619,0.38286,0.95811,0.97161,1,0.99423,0.88535,0.59328,0.33783,0.96198,0.00026422,0.00026422,0.00026422
train_npp_l2d0.06_l1d0.02_mask0.2_fpn16_19_22,346,7939.59,0.6601,0.4165,0.9818,0.99226,0.99818,0.995,0.87034,0.61988,0.32037,0.97311,0.00024359,0.00024359,0.00024359
train_npp_l2d0.06_l1d0.02_mask0.3_fpn16_19_22,247,5634.94,0.78064,0.55359,1.0453,0.97543,1,0.995,0.86095,0.64591,0.3925,1.00663,0.000652047,0.000652047,0.000652047
train_npp_l2d0.06_l1d0.04_mask0.1_fpn16_19_22,345,7848.87,0.59375,0.36916,0.92364,0.99476,1,0.995,0.87717,0.61256,0.31933,0.96978,0.000247716,0.000247716,0.000247716
train_npp_l2d0.06_l1d0.04_mask0.2_fpn16_19_22,384,8852.14,0.58575,0.37439,0.95613,0.99017,1,0.995,0.86957,0.59673,0.32059,0.96529,8.6809e-05,8.6809e-05,8.6809e-05
train_npp_l2d0.06_l1d0.04_mask0.3_fpn16_19_22,324,7425.63,0.65659,0.43127,0.98593,0.99436,0.95679,0.99272,0.8795,0.58973,0.3344,0.96276,0.000334359,0.000334359,0.000334359
train_npp_l2d0.06_l1d0.06_mask0.1_fpn16_19_22,327,7463.97,0.63554,0.41774,0.96274,0.99312,0.97953,0.99423,0.87044,0.58973,0.33179,0.9579,0.000321981,0.000321981,0.000321981
train_npp_l2d0.06_l1d0.06_mask0.2_fpn16_19_22,384,8765.37,0.58009,0.36088,0.95138,0.97168,1,0.99423,0.87576,0.59844,0.30954,0.97987,8.6809e-05,8.6809e-05,8.6809e-05
train_npp_l2d0.06_l1d0.06_mask0.3_fpn16_19_22,376,8483.58,0.55108,0.34104,0.9303,0.99476,0.99303,0.995,0.87967,0.60626,0.32419,0.9634,0.000119816,0.000119816,0.000119816
train_npp_l2d0.06_l1d0.08_mask0.1_fpn16_19_22,342,7628.75,0.61201,0.38998,0.91145,0.99396,1,0.995,0.86906,0.62367,0.31214,0.97119,0.000260094,0.000260094,0.000260094
train_npp_l2d0.06_l1d0.08_mask0.2_fpn16_19_22,376,8286.75,0.56817,0.34961,0.92736,0.99314,1,0.995,0.86445,0.59975,0.31286,0.98775,0.000119816,0.000119816,0.000119816
train_npp_l2d0.06_l1d0.08_mask0.3_fpn16_19_22,359,7807.82,0.62004,0.38929,0.97995,0.99306,1,0.995,0.87587,0.58069,0.31364,0.96807,0.000189955,0.000189955,0.000189955
train_npp_l2d0.06_l1d0.0_mask0.1_fpn16_19_22,327,7554.77,0.6336,0.42814,0.95683,0.98929,1,0.995,0.86771,0.6249,0.32725,0.98331,0.000321981,0.000321981,0.000321981
train_npp_l2d0.06_l1d0.0_mask0.2_fpn16_19_22,340,7824.67,0.61267,0.38121,0.98251,0.99049,1,0.995,0.87222,0.58909,0.30363,0.9699,0.000268345,0.000268345,0.000268345
train_npp_l2d0.06_l1d0.0_mask0.3_fpn16_19_22,377,8694.61,0.59484,0.37324,0.96466,0.99376,0.99941,0.995,0.87322,0.59486,0.30382,0.97067,0.00011569,0.00011569,0.00011569
train_npp_l2d0.08_l1d0.02_mask0.1_fpn16_19_22,278,6179.95,0.7259,0.46198,0.99671,0.98748,1,0.995,0.86848,0.61749,0.35434,0.99127,0.000524146,0.000524146,0.000524146
train_npp_l2d0.08_l1d0.02_mask0.2_fpn16_19_22,316,6929.86,0.62985,0.40501,1.00524,0.97413,1,0.99423,0.87284,0.62432,0.3356,0.97844,0.000367365,0.000367365,0.000367365
train_npp_l2d0.08_l1d0.02_mask0.3_fpn16_19_22,336,7457.19,0.6651,0.42473,0.97049,0.98276,1,0.995,0.8604,0.60491,0.33024,0.97399,0.000284849,0.000284849,0.000284849
train_npp_l2d0.08_l1d0.04_mask0.1_fpn16_19_22,348,7646.85,0.59701,0.37161,0.95774,0.99253,0.99859,0.995,0.87359,0.62319,0.31834,0.97107,0.000235339,0.000235339,0.000235339
train_npp_l2d0.08_l1d0.04_mask0.2_fpn16_19_22,354,7633.58,0.65316,0.39587,0.96699,0.96973,1,0.99423,0.87524,0.60412,0.32147,0.97335,0.000210584,0.000210584,0.000210584
train_npp_l2d0.08_l1d0.04_mask0.3_fpn16_19_22,372,7596.75,0.58786,0.3905,0.95458,0.99485,1,0.995,0.86349,0.62641,0.32684,0.97757,0.000136319,0.000136319,0.000136319
train_npp_l2d0.08_l1d0.06_mask0.1_fpn16_19_22,386,7843.37,0.57398,0.38509,0.93413,0.99489,1,0.995,0.87993,0.59862,0.30525,0.96467,7.85574e-05,7.85574e-05,7.85574e-05
train_npp_l2d0.08_l1d0.06_mask0.2_fpn16_19_22,361,7339.99,0.57806,0.36355,0.95166,0.99213,0.99587,0.995,0.87232,0.58792,0.32108,0.97934,0.000181703,0.000181703,0.000181703
train_npp_l2d0.08_l1d0.06_mask0.3_fpn16_19_22,252,5136.7,0.69841,0.4447,0.99617,0.9935,1,0.995,0.86691,0.64653,0.38405,0.99006,0.000631418,0.000631418,0.000631418
train_npp_l2d0.08_l1d0.08_mask0.1_fpn16_19_22,187,3985.3,0.80471,0.50295,1.0281,0.99368,1,0.995,0.8523,0.71189,0.42595,1.03991,0.000899597,0.000899597,0.000899597
train_npp_l2d0.08_l1d0.08_mask0.2_fpn16_19_22,345,7432.76,0.5995,0.36289,0.92577,0.99444,0.99443,0.995,0.87545,0.60486,0.32884,0.97566,0.000247716,0.000247716,0.000247716
train_npp_l2d0.08_l1d0.08_mask0.3_fpn16_19_22,385,8362.86,0.56685,0.35725,0.9445,0.99542,0.99866,0.995,0.86707,0.60783,0.31236,0.97935,8.26832e-05,8.26832e-05,8.26832e-05
train_npp_l2d0.08_l1d0.0_mask0.1_fpn16_19_22,349,7593.6,0.63054,0.41192,0.95713,0.99493,0.99703,0.995,0.86484,0.62857,0.3062,0.98788,0.000231213,0.000231213,0.000231213
train_npp_l2d0.08_l1d0.0_mask0.2_fpn16_19_22,324,7060.33,0.65095,0.42285,0.99819,0.99135,0.99279,0.995,0.86846,0.59955,0.35086,0.97309,0.000334359,0.000334359,0.000334359
train_npp_l2d0.08_l1d0.0_mask0.3_fpn16_19_22,333,7274.13,0.61509,0.40126,0.97839,0.97342,1,0.99346,0.86733,0.60898,0.31913,0.97412,0.000297226,0.000297226,0.000297226
train_npp_l2d0.0_l1d0.02_mask0.1_fpn16_19_22,383,8984.44,0.58364,0.35512,0.94875,0.99504,0.99902,0.995,0.87889,0.59044,0.29582,0.96324,9.09349e-05,9.09349e-05,9.09349e-05
train_npp_l2d0.0_l1d0.02_mask0.2_fpn16_19_22,384,8932.22,0.5885,0.37946,0.96003,0.9925,0.9988,0.995,0.87649,0.59495,0.29897,0.96985,8.6809e-05,8.6809e-05,8.6809e-05
train_npp_l2d0.0_l1d0.02_mask0.3_fpn16_19_22,347,8158.75,0.59716,0.37742,0.93193,0.9875,1,0.995,0.86912,0.61495,0.3304,0.97021,0.000239465,0.000239465,0.000239465
train_npp_l2d0.0_l1d0.04_mask0.1_fpn16_19_22,329,7693.69,0.66458,0.40149,0.96198,0.98497,0.99729,0.995,0.86723,0.60038,0.32702,0.96562,0.000313729,0.000313729,0.000313729
train_npp_l2d0.0_l1d0.04_mask0.2_fpn16_19_22,317,7521.76,0.63812,0.41434,0.97491,0.97975,0.99728,0.995,0.87297,0.62138,0.34429,0.9858,0.000363239,0.000363239,0.000363239
train_npp_l2d0.0_l1d0.04_mask0.3_fpn16_19_22,340,8040.39,0.62165,0.38043,0.98679,0.9969,0.97637,0.99423,0.87754,0.59872,0.31677,0.97321,0.000268345,0.000268345,0.000268345
train_npp_l2d0.0_l1d0.06_mask0.1_fpn16_19_22,317,7530.81,0.61013,0.42076,0.95341,0.99582,0.9753,0.99423,0.87256,0.58114,0.34873,0.97461,0.000363239,0.000363239,0.000363239
train_npp_l2d0.0_l1d0.06_mask0.2_fpn16_19_22,317,7565.9,0.61413,0.4209,0.95925,0.98408,1,0.995,0.87049,0.60148,0.33012,0.97093,0.000363239,0.000363239,0.000363239
train_npp_l2d0.0_l1d0.06_mask0.3_fpn16_19_22,340,8154.7,0.60135,0.37721,0.97738,0.96368,0.9978,0.99346,0.87169,0.59835,0.32465,0.9755,0.000268345,0.000268345,0.000268345
train_npp_l2d0.0_l1d0.08_mask0.1_fpn16_19_22,337,7952.72,0.63487,0.38634,0.92623,0.99502,0.9775,0.99423,0.88004,0.5906,0.31766,0.97048,0.000280723,0.000280723,0.000280723
train_npp_l2d0.0_l1d0.08_mask0.2_fpn16_19_22,385,9117.26,0.56699,0.36251,0.94388,0.99432,1,0.995,0.86093,0.62169,0.29778,0.9888,8.26832e-05,8.26832e-05,8.26832e-05
train_npp_l2d0.0_l1d0.08_mask0.3_fpn16_19_22,365,8559.75,0.64123,0.39233,0.96838,0.99223,0.99427,0.995,0.87008,0.59849,0.32206,0.96805,0.0001652,0.0001652,0.0001652
train_npp_l2d0.0_l1d0.0_mask0.1_fpn16_19_22,400,9451.63,0.46954,0.294,0.90066,0.99625,0.99717,0.995,0.86857,0.60447,0.31377,0.95564,2.07958e-05,2.07958e-05,2.07958e-05
