epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.74125,2.34462,2.49929,0.00198913,1.69214,0,0,0,0,0.262561,1.80723,0.798996,0.0001,1e-05
2,6.99581,0.326577,1.7171,0.00193257,0.872351,0.000220723,6.62168e-05,0.000220723,0.009375,0.235892,1.34652,0.712133,0.0001,1e-05
3,10.3083,0.174971,1.15776,0.00189357,0.569088,0.000607956,0.000182387,0.000607956,0.009375,0.174796,0.768353,0.48185,0.0001,1e-05
4,13.5385,0.151422,0.722981,0.00180704,0.474983,0,0,0,0,0.1518,0.49254,0.477682,0.0001,1e-05
5,16.882,0.147227,0.485898,0.00170256,0.454485,0,0,0,0,0.0809097,0.382548,0.312193,0.0001,1e-05
6,19.9595,0.128561,0.37367,0.00160611,0.407477,0.00111785,0.000111785,0.00111785,0.003125,0.104687,0.347151,0.36239,0.0001,1e-05
7,23.3075,0.097663,0.342153,0.00147573,0.314103,0.0171617,0.00587275,0.0171617,0.05,0.0907559,0.340651,0.313389,0.0001,1e-05
8,26.425,0.094132,0.332899,0.00141323,0.338468,0.00917992,0.00369279,0.00917992,0.109375,0.0829228,0.334412,0.286993,0.0001,1e-05
9,29.7011,0.0855462,0.323938,0.00127111,0.287087,0.00668599,0.00364318,0.00668599,0.287625,0.0621651,0.324276,0.242172,0.0001,1e-05
10,33.0137,0.0888946,0.316116,0.00119941,0.307183,0.00739968,0.00468903,0.00739968,0.44525,0.108382,0.314527,0.341528,0.0001,1e-05
11,36.3081,0.121481,0.307045,0.00111302,0.369747,0.00784813,0.0046594,0.00784813,0.502625,0.0997584,0.311027,0.320381,0.0001,1e-05
12,39.6334,0.111912,0.307296,0.00106955,0.344434,0.00684605,0.00414735,0.00684605,0.486625,0.0737263,0.303421,0.291576,0.0001,1e-05
13,42.879,0.108976,0.299302,0.00101507,0.396011,0.00792246,0.0046048,0.00792246,0.53375,0.0596845,0.297225,0.271428,0.0001,1e-05
14,46.1327,0.0783454,0.282907,0.000930533,0.297455,0.00691671,0.00468328,0.00691671,0.549375,0.063464,0.290713,0.267397,0.0001,1e-05
15,49.4552,0.0614109,0.289259,0.000944264,0.244945,0.0088451,0.00542513,0.0088451,0.536125,0.0710757,0.284778,0.295014,0.0001,1e-05
16,52.6525,0.0690361,0.280216,0.000926614,0.283467,0.00991784,0.004998,0.00991784,0.511375,0.0723585,0.282547,0.257829,0.0001,1e-05
17,55.9462,0.0776423,0.28068,0.000863006,0.276759,0.0122554,0.00629071,0.0122554,0.557375,0.0526047,0.276308,0.216602,0.0001,1e-05
18,59.4476,0.0549009,0.272712,0.000810873,0.216823,0.0385381,0.0290624,0.0385381,0.581125,0.0446518,0.267285,0.185819,0.0001,1e-05
19,62.7577,0.052792,0.266477,0.000813067,0.21684,0.0421724,0.0331813,0.0421724,0.5935,0.0509634,0.263385,0.215559,0.0001,1e-05
20,66.0043,0.047526,0.262743,0.000827639,0.20727,0.0262397,0.0172482,0.0262397,0.586125,0.0499918,0.260714,0.23183,0.0001,1e-05
21,69.2772,0.0499095,0.264781,0.000782764,0.20313,0.0363562,0.0220306,0.0363562,0.5945,0.0430597,0.25814,0.192324,0.0001,1e-05
22,72.6063,0.0559085,0.259361,0.000728574,0.205947,0.0646609,0.0380684,0.0646609,0.597,0.0442173,0.256779,0.182206,0.0001,1e-05
23,75.9988,0.0525575,0.248733,0.000741328,0.195806,0.0915246,0.0535656,0.0915246,0.5745,0.0468821,0.252106,0.197979,0.0001,1e-05
24,79.2782,0.0502975,0.249591,0.000753428,0.182151,0.0967195,0.0579746,0.0967195,0.58525,0.0478577,0.250043,0.178603,0.0001,1e-05
25,82.648,0.0607581,0.252699,0.000719246,0.216478,0.109649,0.071908,0.109649,0.594,0.0509575,0.245249,0.209778,0.0001,1e-05
26,85.9107,0.0393251,0.247878,0.000721398,0.164953,0.0965929,0.0564857,0.0965929,0.58875,0.0482407,0.240894,0.211553,0.0001,1e-05
27,89.1729,0.0684165,0.241679,0.000714534,0.250855,0.0976629,0.0427787,0.0976629,0.57125,0.061984,0.242463,0.257235,0.0001,1e-05
28,92.4917,0.0555113,0.243156,0.000701092,0.214657,0.0888218,0.0447229,0.0888218,0.68225,0.0408105,0.238947,0.171513,0.0001,1e-05
29,95.7953,0.037598,0.241366,0.000692929,0.157181,0.062347,0.0282133,0.062347,0.5515,0.0860626,0.237342,0.352146,0.0001,1e-05
30,99.0605,0.0611922,0.23517,0.000679506,0.208459,0.0717757,0.0368083,0.0717757,0.67025,0.053721,0.236125,0.23782,0.0001,1e-05
31,102.476,0.0533283,0.239058,0.000666879,0.21123,0.0716249,0.0446451,0.0716249,0.738,0.0438563,0.23648,0.170541,0.0001,1e-05
32,105.786,0.0498439,0.239983,0.000638202,0.188687,0.0850031,0.0570554,0.0850031,0.803875,0.0441605,0.233593,0.183203,0.0001,1e-05
33,109.1,0.0478724,0.237676,0.00068721,0.185453,0.0650541,0.0429167,0.0650541,0.79125,0.0670548,0.233792,0.22573,0.0001,1e-05
34,112.384,0.0451745,0.236594,0.00064812,0.18748,0.0888981,0.0491651,0.0888981,0.83175,0.0370039,0.232151,0.157518,0.0001,1e-05
35,115.672,0.0391923,0.233313,0.000648468,0.169649,0.0724543,0.0413301,0.0724543,0.81,0.0436138,0.231426,0.181787,0.0001,1e-05
36,119.019,0.0534133,0.239396,0.000632112,0.210952,0.0734479,0.0362681,0.0734479,0.8,0.0454403,0.231936,0.180937,0.0001,1e-05
37,122.384,0.0476589,0.239403,0.000642169,0.197332,0.0899758,0.0537386,0.0899758,0.83975,0.0343323,0.229741,0.162513,0.0001,1e-05
