epoch,time,train/loss_bbox,train/loss_ce,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.67272,2.08498,1.77603,1.63764,0.0128754,0.00335225,0.0128754,0.14,0.394487,1.41329,1.08571,0.0001,1e-05
2,6.83228,0.283994,1.14087,0.918448,0.01393,0.00301708,0.01393,0.23,0.192535,0.911332,0.706904,0.0001,1e-05
3,9.88108,0.195736,0.730221,0.660483,0.0301741,0.0158212,0.0301741,0.302,0.156536,0.553066,0.494824,0.0001,1e-05
4,13.1888,0.21579,0.481931,0.610728,0.0106807,0.00521014,0.0106807,0.33,0.1287,0.446699,0.483426,0.0001,1e-05
5,16.5814,0.142528,0.445841,0.462626,0.00807671,0.00337275,0.00807671,0.326,0.103383,0.423937,0.342531,0.0001,1e-05
6,19.7778,0.105383,0.402267,0.354807,0.00614887,0.00281576,0.00614887,0.32,0.111049,0.35574,0.398254,0.0001,1e-05
7,23.1521,0.112623,0.340053,0.392979,0.0128216,0.00591867,0.0128216,0.316,0.124865,0.320167,0.430965,0.0001,1e-05
8,26.2916,0.123192,0.309112,0.405029,0.0149932,0.00658101,0.0149932,0.312,0.119793,0.312559,0.408938,0.0001,1e-05
9,29.5058,0.119594,0.30905,0.42579,0.0277675,0.0167121,0.0277675,0.354,0.0920436,0.303554,0.37464,0.0001,1e-05
10,32.789,0.183018,0.301615,0.471812,0.0344403,0.0176191,0.0344403,0.324,0.135606,0.297327,0.498943,0.0001,1e-05
11,36.1064,0.104925,0.294931,0.356248,0.0288967,0.0151656,0.0288967,0.376,0.0831812,0.290443,0.305917,0.0001,1e-05
12,39.2002,0.104276,0.293669,0.355094,0.0265464,0.0122563,0.0265464,0.336,0.101821,0.285548,0.340477,0.0001,1e-05
13,42.4429,0.0914549,0.281093,0.323564,0.0463805,0.0174467,0.0463805,0.354,0.0670347,0.279233,0.275776,0.0001,1e-05
14,45.5423,0.0687529,0.278193,0.256325,0.0378132,0.0202665,0.0378132,0.376,0.0638937,0.276764,0.262953,0.0001,1e-05
15,48.8526,0.0647873,0.274874,0.240431,0.0501089,0.0277588,0.0501089,0.328,0.0898257,0.270754,0.361486,0.0001,1e-05
16,51.9939,0.0881094,0.266285,0.309425,0.0338005,0.0221742,0.0338005,0.33,0.0882633,0.263177,0.348509,0.0001,1e-05
17,55.2089,0.0843198,0.262706,0.317167,0.0387807,0.027706,0.0387807,0.362,0.0746826,0.260305,0.291891,0.0001,1e-05
18,58.576,0.0805238,0.263296,0.267294,0.0437053,0.0235094,0.0437053,0.37475,0.0702168,0.260986,0.261671,0.0001,1e-05
19,61.9497,0.114082,0.261478,0.292426,0.0531617,0.0284837,0.0531617,0.442375,0.0632527,0.259714,0.262313,0.0001,1e-05
20,65.2731,0.0824028,0.256853,0.284178,0.0510004,0.0277462,0.0510004,0.385,0.083023,0.255513,0.3502,0.0001,1e-05
21,68.5473,0.0636816,0.252492,0.255234,0.0459737,0.0249252,0.0459737,0.413875,0.0660379,0.252721,0.25326,0.0001,1e-05
22,71.8384,0.0599598,0.250821,0.232087,0.0456549,0.0282927,0.0456549,0.44725,0.0639793,0.251614,0.257411,0.0001,1e-05
23,75.2132,0.0620114,0.247492,0.242792,0.0411205,0.0264363,0.0411205,0.411125,0.0704695,0.244803,0.24337,0.0001,1e-05
24,78.5367,0.082396,0.235647,0.284883,0.0411574,0.0230767,0.0411574,0.42625,0.0655954,0.244808,0.253364,0.0001,1e-05
25,81.897,0.0733624,0.243229,0.277619,0.0422377,0.0240662,0.0422377,0.49625,0.0617993,0.242829,0.254347,0.0001,1e-05
26,85.0511,0.0652578,0.246099,0.25779,0.0453788,0.0228219,0.0453788,0.532625,0.0488279,0.243336,0.203694,0.0001,1e-05
27,88.2964,0.0569757,0.235161,0.210673,0.0445395,0.0268243,0.0445395,0.620125,0.0535777,0.241714,0.215742,0.0001,1e-05
28,91.6229,0.0483017,0.242354,0.191919,0.0414944,0.0266506,0.0414944,0.5865,0.0578387,0.239632,0.238286,0.0001,1e-05
