test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.11808185155193011,0.039055855479091406,0.428622509042422,0.8899987939345054,0.5444727327970418,0.9545454545454546,0.875
