test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.08564885271092255,0.2182975485920906,0.33716922501722973,0.09999648557951235,0.06005426125841224,0.2857142857142857,0.08333333333333333
