test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.13160067424178123,0.24541037529706955,0.3975604524215062,0.04171659046356409,0.020785465887089006,0.09722222222222222,0.09722222222222222
