epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.68982,2.33987,2.5024,0.00731072,1.67024,0,0,0,0,0.268453,1.84482,0.797811,0.0001,1e-05
2,6.86545,0.345315,1.82502,0.00691431,0.929044,0,0,0,0,0.298532,1.53393,0.901258,0.0001,1e-05
3,10.1472,0.244531,1.39461,0.00648454,0.662807,0,0,0,0,0.248992,0.991448,0.608275,0.0001,1e-05
4,13.3477,0.221048,0.94386,0.00601493,0.611278,0,0,0,0,0.218846,0.63426,0.603696,0.0001,1e-05
5,16.6338,0.171454,0.61959,0.00552363,0.53875,0,0,0,0,0.149273,0.446534,0.414691,0.0001,1e-05
6,19.6837,0.14073,0.430779,0.00513368,0.433882,0,0,0,0,0.117089,0.373014,0.40544,0.0001,1e-05
7,23.0181,0.128454,0.350439,0.00457238,0.416099,0.00138614,0.000138614,0.00138614,0.003125,0.0989541,0.341351,0.376471,0.0001,1e-05
8,26.0957,0.107642,0.330988,0.00429647,0.429793,0.00623469,0.00227402,0.00623469,0.071875,0.0950446,0.328689,0.367372,0.0001,1e-05
9,29.3749,0.120511,0.318526,0.00366111,0.424956,0.0172233,0.00492739,0.0172233,0.186125,0.101318,0.320703,0.387351,0.0001,1e-05
10,32.6558,0.113955,0.307981,0.00344021,0.413008,0.0189781,0.00851727,0.0189781,0.522,0.0725479,0.313276,0.282026,0.0001,1e-05
11,35.9147,0.0889676,0.30273,0.0031492,0.335778,0.0170945,0.00765656,0.0170945,0.6075,0.0752256,0.304474,0.29348,0.0001,1e-05
12,39.1759,0.0833286,0.297019,0.00301128,0.323097,0.0235515,0.0124948,0.0235515,0.651375,0.0599807,0.298912,0.243041,0.0001,1e-05
13,42.4152,0.132181,0.288948,0.00280097,0.385487,0.024738,0.0157208,0.024738,0.656,0.0553606,0.294106,0.225097,0.0001,1e-05
14,45.6392,0.0681545,0.278863,0.00249665,0.248422,0.038703,0.0212211,0.038703,0.560875,0.0711389,0.288716,0.26053,0.0001,1e-05
15,48.8858,0.0638234,0.280462,0.00253542,0.26818,0.0371857,0.0210837,0.0371857,0.566375,0.0679206,0.282554,0.254957,0.0001,1e-05
16,52.0784,0.0716506,0.274891,0.00247723,0.26896,0.0279534,0.0141419,0.0279534,0.59325,0.0776839,0.278454,0.303789,0.0001,1e-05
17,55.3309,0.0829223,0.274851,0.00226321,0.306525,0.0327358,0.0176446,0.0327358,0.64225,0.0616514,0.270754,0.238439,0.0001,1e-05
18,58.7946,0.0596606,0.267443,0.0020912,0.270857,0.0426321,0.0262978,0.0426321,0.710875,0.0455157,0.266188,0.183466,0.0001,1e-05
19,62.0406,0.0549627,0.264618,0.00209488,0.194753,0.0414072,0.0241385,0.0414072,0.67175,0.0605618,0.264587,0.199811,0.0001,1e-05
20,65.2524,0.0528734,0.25893,0.0021274,0.205338,0.0443332,0.0286296,0.0443332,0.66975,0.0646128,0.258786,0.242501,0.0001,1e-05
21,68.5255,0.0788971,0.25954,0.00200061,0.267688,0.0526871,0.0324654,0.0526871,0.652375,0.0474232,0.256553,0.175168,0.0001,1e-05
22,71.8281,0.0599244,0.256889,0.00186355,0.211861,0.0483906,0.033184,0.0483906,0.656,0.0430242,0.254131,0.174862,0.0001,1e-05
23,75.2128,0.0483492,0.248394,0.00189027,0.193427,0.0739871,0.0482857,0.0739871,0.6085,0.0512868,0.248632,0.200354,0.0001,1e-05
24,78.4492,0.0516603,0.249746,0.00191607,0.184582,0.0876185,0.0599056,0.0876185,0.573,0.0421546,0.245982,0.178965,0.0001,1e-05
25,81.7779,0.0526333,0.246701,0.00180213,0.216601,0.117963,0.0827383,0.117963,0.5585,0.0487817,0.240778,0.194524,0.0001,1e-05
26,84.9761,0.0564021,0.248108,0.00179283,0.206039,0.147079,0.0721851,0.147079,0.5645,0.0587177,0.238999,0.22106,0.0001,1e-05
27,88.2084,0.0536633,0.237136,0.00177735,0.209168,0.109155,0.059899,0.109155,0.583875,0.0594314,0.238647,0.248946,0.0001,1e-05
28,91.4707,0.069861,0.242946,0.00172319,0.257025,0.104396,0.0550313,0.104396,0.6315,0.0431552,0.234878,0.187933,0.0001,1e-05
29,94.7671,0.046294,0.243384,0.00169652,0.193295,0.0929096,0.0428191,0.0929096,0.553375,0.0712427,0.235733,0.278516,0.0001,1e-05
30,97.9926,0.0798154,0.236956,0.00165276,0.267619,0.10945,0.0469927,0.10945,0.593,0.0756721,0.236143,0.320825,0.0001,1e-05
31,101.323,0.0614297,0.236207,0.00160616,0.230261,0.111475,0.0701086,0.111475,0.774375,0.0472891,0.230875,0.187729,0.0001,1e-05
32,104.556,0.063856,0.235502,0.00151858,0.22099,0.132913,0.069938,0.132913,0.75125,0.06008,0.232296,0.229856,0.0001,1e-05
33,107.857,0.0748166,0.235869,0.00163546,0.23722,0.114242,0.065901,0.114242,0.777125,0.0587269,0.230671,0.229719,0.0001,1e-05
34,111.099,0.0582089,0.233636,0.00154399,0.23417,0.141828,0.081222,0.141828,0.8385,0.0505313,0.228682,0.201497,0.0001,1e-05
35,114.337,0.0448538,0.231379,0.00154865,0.172878,0.150785,0.106615,0.150785,0.853125,0.0369303,0.228156,0.159414,0.0001,1e-05
36,117.625,0.0506491,0.232704,0.00150292,0.201344,0.166641,0.100751,0.166641,0.834875,0.043252,0.226627,0.17979,0.0001,1e-05
37,120.928,0.0609384,0.231706,0.00153444,0.224766,0.136848,0.0873157,0.136848,0.76675,0.048752,0.227732,0.225017,0.0001,1e-05
38,124.226,0.104803,0.226282,0.00150341,0.27561,0.123922,0.0878482,0.123922,0.74225,0.0549702,0.224654,0.250908,0.0001,1e-05
39,127.502,0.057825,0.230525,0.00151383,0.227621,0.168344,0.0967435,0.168344,0.782625,0.0510024,0.225772,0.206517,0.0001,1e-05
40,130.732,0.0488879,0.227893,0.00144975,0.193617,0.139169,0.0624171,0.139169,0.72625,0.0848128,0.225212,0.308181,0.0001,1e-05
41,134.073,0.0512927,0.229868,0.00145206,0.182213,0.157054,0.079134,0.157054,0.75975,0.0505349,0.225003,0.199461,0.0001,1e-05
42,137.421,0.0489342,0.22523,0.00142099,0.20369,0.13716,0.0742489,0.13716,0.7345,0.052159,0.224748,0.23385,0.0001,1e-05
43,140.568,0.0716243,0.220377,0.00144009,0.23825,0.116537,0.0663732,0.116537,0.810375,0.0573821,0.221267,0.219438,0.0001,1e-05
44,144.127,0.0520032,0.227266,0.00134481,0.186728,0.115803,0.0707056,0.115803,0.865875,0.0370652,0.224356,0.154776,0.0001,1e-05
45,147.431,0.0434547,0.225127,0.00140052,0.161305,0.0894471,0.0655562,0.0894471,0.816125,0.0453598,0.217552,0.189012,0.0001,1e-05
46,150.768,0.0555947,0.225443,0.00143037,0.226276,0.110516,0.0633468,0.110516,0.642125,0.111825,0.223438,0.445421,0.0001,1e-05
47,153.971,0.124321,0.230269,0.00135942,0.430284,0.127441,0.0772198,0.127441,0.750625,0.0592583,0.220539,0.252107,0.0001,1e-05
48,157.183,0.075897,0.222322,0.00136887,0.273229,0.140597,0.0799044,0.140597,0.738,0.0662643,0.217766,0.25421,0.0001,1e-05
49,160.476,0.053294,0.216488,0.00134196,0.216145,0.165184,0.0976794,0.165184,0.81075,0.048758,0.214796,0.187285,0.0001,1e-05
50,163.701,0.0454017,0.21622,0.00140286,0.182989,0.0939549,0.0609175,0.0939549,0.785375,0.0499336,0.219689,0.207586,0.0001,1e-05
51,167.013,0.0627556,0.224092,0.00129816,0.262956,0.0878392,0.04627,0.0878392,0.729875,0.0550866,0.219938,0.231025,0.0001,1e-05
