epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.75127,2.3441,3.16881,0.00411155,0.0114418,1.63971,0,0,0,0,0.420945,2.68667,1.25748,0.0001,1e-05
2,6.87101,0.456269,2.33416,0.00383581,0.0102738,1.14108,4.98125e-05,1.18546e-05,4.98125e-05,0.01875,0.217198,1.69826,0.831602,0.0001,1e-05
3,10.0624,0.239911,1.47188,0.00352258,0.0092716,0.777414,0.00132026,0.000449923,0.00132026,0.1125,0.183371,0.902353,0.570199,0.0001,1e-05
4,13.2235,0.208605,0.868422,0.00337488,0.00850506,0.665976,0.00213044,0.000605762,0.00213044,0.1,0.228756,0.538702,0.66877,0.0001,1e-05
5,16.4964,0.196217,0.537042,0.0031476,0.00766902,0.600632,0.00556952,0.00205107,0.00556952,0.19375,0.161524,0.382241,0.521453,0.0001,1e-05
6,19.7799,0.15805,0.381991,0.00300407,0.00702875,0.531834,0.00553924,0.0021837,0.00553924,0.18125,0.182722,0.346215,0.555249,0.0001,1e-05
7,23.0907,0.1679,0.332411,0.00280678,0.00630306,0.536194,0.00876024,0.00386459,0.00876024,0.225,0.13839,0.32876,0.457077,0.0001,1e-05
8,26.2656,0.182849,0.313466,0.00268016,0.00573981,0.557116,0.0151886,0.00529898,0.0151886,0.244625,0.117192,0.319521,0.438623,0.0001,1e-05
9,29.4067,0.147118,0.309438,0.00261937,0.00540803,0.448307,0.0128181,0.00487086,0.0128181,0.327,0.120274,0.31729,0.442416,0.0001,1e-05
10,32.6526,0.124988,0.30795,0.00253572,0.00503075,0.460122,0.00967285,0.00361244,0.00967285,0.287,0.11587,0.319429,0.408058,0.0001,1e-05
11,35.8093,0.108369,0.316174,0.00240953,0.00465809,0.424399,0.00728433,0.00384371,0.00728433,0.37325,0.0954835,0.313377,0.384345,0.0001,1e-05
12,39.1412,0.108644,0.300632,0.00234643,0.00443977,0.393427,0.00685445,0.00402657,0.00685445,0.4635,0.0782186,0.311758,0.29584,0.0001,1e-05
13,42.471,0.102731,0.289561,0.00220196,0.00410672,0.364324,0.00652025,0.00329504,0.00652025,0.4605,0.110192,0.304142,0.392098,0.0001,1e-05
14,45.7425,0.114294,0.290771,0.00211361,0.00388293,0.411992,0.00645196,0.00295659,0.00645196,0.397625,0.0889531,0.29709,0.325201,0.0001,1e-05
15,48.9918,0.0889661,0.284041,0.0021534,0.00389743,0.320513,0.00473808,0.00221073,0.00473808,0.31175,0.0905168,0.290028,0.317869,0.0001,1e-05
16,52.1503,0.0862774,0.282461,0.00201523,0.00361382,0.299798,0.00781733,0.00408569,0.00781733,0.434375,0.0758262,0.280352,0.287019,0.0001,1e-05
17,55.443,0.0870075,0.275189,0.00194497,0.00346629,0.319375,0.00945335,0.00481181,0.00945335,0.51425,0.0847149,0.276107,0.298856,0.0001,1e-05
18,58.9671,0.0782861,0.264035,0.00186774,0.0033043,0.277176,0.0110853,0.00633079,0.0110853,0.63225,0.0720616,0.273638,0.286634,0.0001,1e-05
19,62.2171,0.0751252,0.26424,0.00185262,0.00325998,0.280046,0.0121993,0.00664071,0.0121993,0.650375,0.0584111,0.270652,0.244959,0.0001,1e-05
20,65.5078,0.0576294,0.264062,0.00181434,0.00315541,0.229283,0.0119647,0.00763968,0.0119647,0.676,0.061184,0.269452,0.23585,0.0001,1e-05
21,68.7459,0.0649739,0.274157,0.00175942,0.00304454,0.250412,0.0148083,0.00775959,0.0148083,0.6285,0.0695621,0.26768,0.273543,0.0001,1e-05
22,71.9981,0.0609544,0.270062,0.0016445,0.0028337,0.212224,0.0302068,0.0192249,0.0302068,0.65625,0.0624314,0.262852,0.227301,0.0001,1e-05
23,75.4246,0.0587252,0.269318,0.00166524,0.00286142,0.207293,0.0237612,0.0106065,0.0237612,0.63375,0.0730682,0.261011,0.24178,0.0001,1e-05
24,78.5732,0.081136,0.261306,0.00160387,0.00274347,0.266732,0.0129465,0.00736741,0.0129465,0.634625,0.0627779,0.259603,0.255257,0.0001,1e-05
25,81.9517,0.0593989,0.255902,0.00159209,0.00270289,0.215715,0.0106806,0.00545896,0.0106806,0.519125,0.0661621,0.257339,0.240814,0.0001,1e-05
26,85.3299,0.0820981,0.2521,0.00141802,0.00239018,0.303343,0.00819973,0.00446691,0.00819973,0.474875,0.096042,0.253098,0.302721,0.0001,1e-05
27,88.5868,0.175068,0.246559,0.0015228,0.00257389,0.45299,0.0088072,0.00516857,0.0088072,0.4985,0.0675486,0.248818,0.258151,0.0001,1e-05
28,91.8401,0.0649455,0.250736,0.00148853,0.00249813,0.225397,0.0101087,0.00573111,0.0101087,0.45,0.0828225,0.246899,0.322959,0.0001,1e-05
29,95.0116,0.0584031,0.243913,0.0014759,0.00246788,0.215843,0.0125548,0.0082482,0.0125548,0.507125,0.0484122,0.243657,0.199307,0.0001,1e-05
30,98.3028,0.0617616,0.230744,0.00156165,0.00260795,0.248917,0.0158004,0.0101167,0.0158004,0.49825,0.0501885,0.240713,0.209094,0.0001,1e-05
31,101.498,0.0595135,0.235716,0.0015348,0.00255397,0.221067,0.0183989,0.00986152,0.0183989,0.469125,0.0681318,0.24158,0.273354,0.0001,1e-05
32,104.727,0.0568709,0.247668,0.00150081,0.00248444,0.238529,0.0250474,0.0134939,0.0250474,0.488125,0.0762182,0.239916,0.278545,0.0001,1e-05
33,108.089,0.0938205,0.242441,0.00136494,0.0022536,0.273602,0.0466449,0.0281012,0.0466449,0.54775,0.057605,0.235606,0.238873,0.0001,1e-05
34,111.369,0.0622636,0.23635,0.0013828,0.00228362,0.247916,0.0485505,0.0277774,0.0485505,0.568125,0.0726571,0.235422,0.264437,0.0001,1e-05
35,114.64,0.0617781,0.24219,0.00130354,0.00213552,0.244407,0.0494685,0.0238456,0.0494685,0.5715,0.09708,0.236875,0.350393,0.0001,1e-05
36,117.993,0.0787641,0.237615,0.00135273,0.00222557,0.259038,0.0523357,0.0305374,0.0523357,0.6685,0.0647827,0.234992,0.238046,0.0001,1e-05
37,121.141,0.110419,0.235452,0.00140293,0.00228979,0.302339,0.0540055,0.0360618,0.0540055,0.7735,0.0567721,0.233613,0.222634,0.0001,1e-05
38,124.44,0.0615452,0.236374,0.00134101,0.00219104,0.223164,0.0517691,0.0302061,0.0517691,0.804125,0.0454212,0.233873,0.189713,0.0001,1e-05
39,127.986,0.0483657,0.233201,0.00120797,0.00197772,0.19128,0.0496035,0.0326097,0.0496035,0.7985,0.045488,0.231754,0.190589,0.0001,1e-05
40,131.323,0.0612506,0.232019,0.00123361,0.00200713,0.22971,0.0497341,0.0320487,0.0497341,0.82325,0.0437814,0.229781,0.191137,0.0001,1e-05
41,134.59,0.0400569,0.232433,0.0013239,0.00214382,0.164134,0.0525731,0.027262,0.0525731,0.732125,0.0626462,0.229845,0.254353,0.0001,1e-05
42,137.957,0.0496342,0.233565,0.00118029,0.00191595,0.19559,0.0483275,0.0188313,0.0483275,0.597125,0.0823892,0.228025,0.356181,0.0001,1e-05
43,141.359,0.0562747,0.225552,0.0012603,0.00204407,0.229118,0.0547994,0.0292986,0.0547994,0.77825,0.0573223,0.23,0.231846,0.0001,1e-05
44,144.567,0.0507465,0.22771,0.00126321,0.00207927,0.202592,0.0697333,0.0451685,0.0697333,0.801875,0.0471485,0.227385,0.192279,0.0001,1e-05
45,147.747,0.0515523,0.227792,0.00126701,0.00207274,0.212732,0.0874147,0.0580842,0.0874147,0.829125,0.048841,0.226299,0.195558,0.0001,1e-05
46,151.08,0.0648183,0.221999,0.00117797,0.00191826,0.241149,0.104624,0.0629186,0.104624,0.7715,0.0503782,0.225185,0.218363,0.0001,1e-05
47,154.32,0.0492494,0.221492,0.00125656,0.00204003,0.200472,0.125722,0.0797795,0.125722,0.824875,0.0475531,0.223124,0.199155,0.0001,1e-05
48,157.628,0.0549166,0.220769,0.0012152,0.00196847,0.206462,0.123424,0.0690463,0.123424,0.806375,0.0468074,0.221279,0.200713,0.0001,1e-05
49,160.776,0.051276,0.223461,0.0012607,0.00203357,0.199598,0.116842,0.0711109,0.116842,0.8175,0.0527642,0.222311,0.20595,0.0001,1e-05
50,163.971,0.0440908,0.222103,0.00123355,0.00197789,0.200985,0.123057,0.0700241,0.123057,0.826875,0.0498868,0.22259,0.195646,0.0001,1e-05
51,167.354,0.0447312,0.221871,0.00109572,0.00175354,0.174365,0.108056,0.0477187,0.108056,0.829375,0.0462999,0.221625,0.184285,0.0001,1e-05
52,170.701,0.0508468,0.222234,0.00116374,0.00186919,0.187478,0.062063,0.0316127,0.062063,0.76075,0.0706997,0.22141,0.255227,0.0001,1e-05
53,173.994,0.0612462,0.218329,0.00118665,0.00189986,0.232418,0.0437314,0.023563,0.0437314,0.738125,0.0697763,0.222031,0.261548,0.0001,1e-05
54,177.397,0.0693712,0.225155,0.00120479,0.00193459,0.278264,0.0577686,0.0350835,0.0577686,0.80325,0.0418984,0.21996,0.184536,0.0001,1e-05
55,180.598,0.0558453,0.223792,0.00119339,0.00191496,0.200312,0.106872,0.0469828,0.106872,0.83025,0.0541869,0.222092,0.205952,0.0001,1e-05
56,183.866,0.0473412,0.219008,0.00117798,0.00188259,0.181363,0.0998621,0.0436325,0.0998621,0.806875,0.0517901,0.219221,0.200587,0.0001,1e-05
57,187.102,0.0385655,0.223055,0.0011806,0.00188325,0.171948,0.112486,0.0527951,0.112486,0.81725,0.0412321,0.21627,0.183228,0.0001,1e-05
58,190.38,0.0412887,0.226443,0.00118528,0.00189142,0.158796,0.126904,0.0559813,0.126904,0.74925,0.0605911,0.218436,0.245235,0.0001,1e-05
59,193.842,0.0601731,0.226023,0.00108218,0.00172779,0.252118,0.12639,0.0574961,0.12639,0.635625,0.0618947,0.215373,0.306748,0.0001,1e-05
60,197.101,0.0480124,0.221172,0.00113965,0.00181554,0.202858,0.129357,0.0553165,0.129357,0.754375,0.0481191,0.215021,0.205166,0.0001,1e-05
61,200.441,0.0459617,0.217057,0.00107814,0.00171709,0.164764,0.123858,0.0686201,0.123858,0.787875,0.0452466,0.214508,0.202943,0.0001,1e-05
62,203.607,0.0597338,0.219857,0.00111838,0.00177391,0.245396,0.147721,0.0718792,0.147721,0.755,0.055274,0.212595,0.247134,0.0001,1e-05
63,206.775,0.0608009,0.214507,0.00111763,0.00176973,0.244034,0.13958,0.068925,0.13958,0.78325,0.0543253,0.214548,0.221704,0.0001,1e-05
64,210.324,0.0789796,0.219962,0.00105336,0.00167075,0.237551,0.126685,0.0742945,0.126685,0.841125,0.0425348,0.215988,0.177727,0.0001,1e-05
65,213.445,0.0418474,0.212662,0.0011368,0.00179235,0.161529,0.112778,0.0591952,0.112778,0.735625,0.0581235,0.214629,0.277357,0.0001,1e-05
66,216.679,0.044133,0.218403,0.00101409,0.00159765,0.20181,0.103038,0.0541854,0.103038,0.733875,0.0537715,0.214314,0.249579,0.0001,1e-05
67,220.078,0.0387762,0.218879,0.00101645,0.00160149,0.155224,0.101262,0.0656532,0.101262,0.81575,0.0470852,0.213463,0.198719,0.0001,1e-05
68,223.35,0.043078,0.212761,0.00105155,0.00165571,0.179783,0.10029,0.0665425,0.10029,0.7945,0.0481859,0.212757,0.195977,0.0001,1e-05
69,226.556,0.0371032,0.218729,0.00108334,0.0017087,0.13715,0.106594,0.0691998,0.106594,0.83425,0.0387652,0.216037,0.157189,0.0001,1e-05
70,229.833,0.0450896,0.218221,0.00103442,0.00163153,0.181443,0.112822,0.063924,0.112822,0.779375,0.0452402,0.212153,0.197457,0.0001,1e-05
71,233.094,0.0462579,0.217951,0.00103067,0.00162272,0.186631,0.116063,0.066837,0.116063,0.801875,0.0424254,0.211133,0.168825,0.0001,1e-05
72,236.475,0.0401477,0.215925,0.000996254,0.00156793,0.17654,0.0932771,0.0617158,0.0932771,0.794125,0.0391457,0.215171,0.15782,0.0001,1e-05
73,239.808,0.0425253,0.215691,0.000997122,0.00157003,0.147337,0.112164,0.0666944,0.112164,0.8525,0.0347393,0.215522,0.146874,0.0001,1e-05
74,243.156,0.0394139,0.218899,0.000985429,0.0015469,0.144826,0.116892,0.0703,0.116892,0.81375,0.0438428,0.216164,0.169054,0.0001,1e-05
75,246.403,0.0463276,0.212573,0.00104206,0.00163861,0.196743,0.12572,0.0757666,0.12572,0.794375,0.0526535,0.210241,0.216672,0.0001,1e-05
76,249.737,0.049376,0.217363,0.000976825,0.00153361,0.188362,0.106532,0.0579729,0.106532,0.800375,0.0453733,0.213098,0.18714,0.0001,1e-05
77,253.072,0.0399572,0.209518,0.000995985,0.00155952,0.163164,0.10815,0.0622432,0.10815,0.839625,0.0391293,0.213106,0.148126,0.0001,1e-05
78,256.284,0.0712634,0.2073,0.0010091,0.00158509,0.197768,0.0962358,0.058594,0.0962358,0.857375,0.0363783,0.212214,0.146714,0.0001,1e-05
79,259.56,0.0392893,0.212636,0.00102514,0.001608,0.143137,0.107727,0.06875,0.107727,0.85875,0.0329209,0.210921,0.139279,0.0001,1e-05
80,262.785,0.0444619,0.214878,0.00102224,0.00160051,0.172196,0.126862,0.0795542,0.126862,0.855375,0.0410221,0.207226,0.160532,0.0001,1e-05
81,266.023,0.0482204,0.211375,0.000974251,0.00152828,0.181386,0.131937,0.0872857,0.131937,0.83975,0.0444094,0.208921,0.180046,0.0001,1e-05
82,269.364,0.0463356,0.208191,0.000991498,0.00155508,0.19745,0.127502,0.082591,0.127502,0.83525,0.0419886,0.206438,0.1746,0.0001,1e-05
83,272.697,0.0531459,0.213568,0.000951176,0.00149198,0.194242,0.144149,0.0940168,0.144149,0.805375,0.0488565,0.210166,0.197178,0.0001,1e-05
84,276.007,0.0756546,0.207619,0.000987741,0.00154647,0.2419,0.159976,0.111697,0.159976,0.791125,0.0558817,0.207389,0.227514,0.0001,1e-05
85,279.401,0.0456285,0.206092,0.00100345,0.00156574,0.196209,0.153673,0.0962088,0.153673,0.859375,0.0487885,0.207245,0.196618,0.0001,1e-05
86,282.611,0.0380931,0.200565,0.00100704,0.00157408,0.155165,0.144178,0.0820115,0.144178,0.7625,0.0528178,0.206113,0.239012,0.0001,1e-05
87,285.976,0.0418619,0.204649,0.00103946,0.0016245,0.185931,0.110183,0.0612154,0.110183,0.80675,0.0478962,0.209279,0.194706,0.0001,1e-05
88,289.205,0.0428263,0.204112,0.000977407,0.00152373,0.166735,0.103709,0.0619843,0.103709,0.86325,0.0582483,0.203484,0.197051,0.0001,1e-05
89,292.465,0.0596389,0.205228,0.00100867,0.0015724,0.18072,0.0917683,0.0580241,0.0917683,0.8625,0.0467135,0.201993,0.172847,0.0001,1e-05
90,295.854,0.0406978,0.201421,0.00100557,0.00156665,0.162344,0.082109,0.0532747,0.082109,0.838,0.0435603,0.204608,0.173627,0.0001,1e-05
