test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.08517987591524918,0.028119797051961843,0.3539176384607951,0.909180229913208,0.6264630289692645,0.9402985074626866,0.875
