epoch,time,train/loss_bbox,train/loss_ce,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.67418,2.02206,1.77897,1.59663,0.00895313,0.00367049,0.00895313,0.2,0.310464,1.39669,0.9319,0.0001,1e-05
2,6.84801,0.236316,1.11683,0.834324,0.00525466,0.00152679,0.00525466,0.176,0.182714,0.960494,0.660593,0.0001,1e-05
3,9.91179,0.153244,0.771138,0.511609,0.0353104,0.0189917,0.0353104,0.212,0.219376,0.502237,0.678199,0.0001,1e-05
4,13.197,0.216425,0.441179,0.646306,0.035835,0.0223708,0.035835,0.32,0.152227,0.384899,0.546202,0.0001,1e-05
5,16.6469,0.16353,0.377565,0.523626,0.0200313,0.00830624,0.0200313,0.28,0.127284,0.357024,0.411265,0.0001,1e-05
6,19.9003,0.12314,0.354639,0.406146,0.0332631,0.0146052,0.0332631,0.338,0.0981913,0.336834,0.361173,0.0001,1e-05
7,23.3369,0.0941984,0.333638,0.34629,0.0319551,0.0193521,0.0319551,0.326,0.126781,0.32166,0.475368,0.0001,1e-05
8,26.4973,0.0872861,0.310705,0.307673,0.0317571,0.0195471,0.0317571,0.372,0.0974388,0.301029,0.360433,0.0001,1e-05
9,29.6964,0.0685994,0.296844,0.261409,0.0338258,0.0198084,0.0338258,0.342,0.0960171,0.290196,0.352328,0.0001,1e-05
10,32.9502,0.111353,0.284408,0.368697,0.0435384,0.0181257,0.0435384,0.368,0.0883828,0.282825,0.318952,0.0001,1e-05
11,36.2795,0.0864518,0.27248,0.322077,0.0602949,0.0344708,0.0602949,0.366,0.0911489,0.273955,0.326396,0.0001,1e-05
12,39.4616,0.0915441,0.275551,0.326571,0.0306387,0.0163479,0.0306387,0.342,0.0834394,0.274819,0.326544,0.0001,1e-05
13,42.6618,0.0818733,0.269771,0.294224,0.0286003,0.0199022,0.0286003,0.362,0.0741455,0.271522,0.280977,0.0001,1e-05
14,45.7744,0.0662146,0.263969,0.246222,0.047789,0.0325631,0.047789,0.396,0.0722532,0.263197,0.27908,0.0001,1e-05
15,49.0786,0.066663,0.256772,0.27451,0.0497171,0.0315993,0.0497171,0.364,0.0774744,0.258794,0.30053,0.0001,1e-05
16,52.2101,0.0765872,0.254242,0.297568,0.071807,0.0389005,0.071807,0.338,0.0954229,0.251515,0.353042,0.0001,1e-05
17,55.4303,0.0836731,0.248613,0.310194,0.0753532,0.0496639,0.0753532,0.386,0.0663882,0.243284,0.278957,0.0001,1e-05
18,58.8148,0.0817316,0.24761,0.313889,0.0548979,0.0422114,0.0548979,0.41,0.0614026,0.2422,0.235502,0.0001,1e-05
19,62.1571,0.0981027,0.251515,0.298968,0.0576981,0.0411891,0.0576981,0.414,0.0574967,0.233989,0.223737,0.0001,1e-05
20,65.4429,0.0714394,0.244389,0.260919,0.0663202,0.0433268,0.0663202,0.368,0.0841247,0.233452,0.312349,0.0001,1e-05
21,68.7374,0.0755413,0.234025,0.26878,0.0709724,0.0452245,0.0709724,0.394,0.0706541,0.231631,0.263008,0.0001,1e-05
22,72.0457,0.0612582,0.236333,0.236559,0.126529,0.063273,0.126529,0.413875,0.0679412,0.23801,0.261622,0.0001,1e-05
23,75.4746,0.0552973,0.242403,0.219843,0.11671,0.062953,0.11671,0.466875,0.0637705,0.238806,0.27378,0.0001,1e-05
24,78.7909,0.0815137,0.23107,0.29517,0.0885873,0.0427569,0.0885873,0.500375,0.0618019,0.238664,0.25335,0.0001,1e-05
25,82.1827,0.0648002,0.24329,0.256574,0.0861739,0.0361447,0.0861739,0.5495,0.0620944,0.237954,0.267152,0.0001,1e-05
26,85.3858,0.0665524,0.24193,0.250952,0.0994491,0.0485661,0.0994491,0.585875,0.0681361,0.233873,0.245153,0.0001,1e-05
27,88.7436,0.0618977,0.230354,0.222169,0.0783051,0.0424421,0.0783051,0.577,0.0588526,0.233987,0.236213,0.0001,1e-05
28,92.0358,0.0538738,0.236325,0.221881,0.0697671,0.0370126,0.0697671,0.577125,0.0506758,0.235174,0.198086,0.0001,1e-05
29,95.1739,0.0527744,0.241202,0.196939,0.0630133,0.0284495,0.0630133,0.534125,0.0598342,0.241494,0.223314,0.0001,1e-05
30,98.3998,0.0538056,0.241174,0.218951,0.0508513,0.028782,0.0508513,0.614375,0.0453024,0.241519,0.202097,0.0001,1e-05
31,101.9,0.0589601,0.24174,0.210075,0.0975542,0.0433945,0.0975542,0.78625,0.0454616,0.237941,0.182282,0.0001,1e-05
32,105.109,0.0467673,0.242899,0.185531,0.0847976,0.0499827,0.0847976,0.83575,0.0428551,0.23636,0.183644,0.0001,1e-05
33,108.472,0.0476059,0.236131,0.191127,0.120665,0.0548413,0.120665,0.789375,0.0443116,0.234816,0.201444,0.0001,1e-05
34,111.697,0.0749626,0.231909,0.280217,0.0583325,0.0368968,0.0583325,0.79,0.0466542,0.233162,0.211239,0.0001,1e-05
35,114.852,0.0467922,0.238611,0.184712,0.133544,0.0743057,0.133544,0.811875,0.0400492,0.233789,0.16875,0.0001,1e-05
36,118.183,0.0506899,0.238027,0.174803,0.0537386,0.0244987,0.0537386,0.747,0.0782713,0.232595,0.277035,0.0001,1e-05
37,121.404,0.0665201,0.233013,0.255742,0.0452009,0.0252808,0.0452009,0.747,0.0734328,0.231116,0.276033,0.0001,1e-05
38,124.795,0.0555793,0.232777,0.217697,0.0606057,0.036429,0.0606057,0.83175,0.0437776,0.228507,0.179253,0.0001,1e-05
