test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.09140888539453347,0.03395816789513143,0.3782498041788737,0.9220626384071025,0.6449450020384316,0.9565217391304348,0.9166666666666666
