test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.11019724855820338,0.026491103053558618,0.4290098597606023,0.9324108817518945,0.5953267801372734,0.9838709677419355,0.8472222222222222
