epoch,time,train/loss_bbox,train/loss_ce,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,26.1803,0.283861,0.552711,0.70606,0.0329425,0.0122463,0.116667,0.0933333,0.188854,0.290706,0.657955,0.0001,1e-05
2,51.8902,0.125795,0.277258,0.441823,0.0372872,0.0187884,0.132075,0.0933333,0.108731,0.266796,0.425468,0.0001,1e-05
3,78.5261,0.104606,0.268692,0.377334,0.0433812,0.0188418,0.0769231,0.173333,0.121997,0.262829,0.449738,0.0001,1e-05
4,105.552,0.108697,0.249516,0.398665,0.0944343,0.0502389,0.258065,0.213333,0.107995,0.221295,0.414527,0.0001,1e-05
5,132.108,0.0924917,0.242916,0.344491,0.0802844,0.0413995,0.173077,0.12,0.0997214,0.264645,0.352239,0.0001,1e-05
6,156.861,0.0915523,0.25024,0.327894,0.154434,0.086571,0.25,0.253333,0.111941,0.22211,0.366065,0.0001,1e-05
7,182.362,0.104596,0.208644,0.388487,0.0732258,0.0260965,0.0921986,0.173333,0.118171,0.238639,0.460454,0.0001,1e-05
8,206.833,0.0940988,0.22178,0.354989,0.126641,0.0663749,0.134146,0.146667,0.0948129,0.228544,0.35397,0.0001,1e-05
9,232.473,0.0908914,0.208067,0.340476,0.182924,0.0989264,0.21875,0.186667,0.0831213,0.187491,0.326441,0.0001,1e-05
10,258.874,0.088363,0.197078,0.329033,0.129252,0.0567609,0.144828,0.28,0.110053,0.223737,0.461469,0.0001,1e-05
11,283.583,0.0947682,0.202845,0.336949,0.222074,0.120886,0.232877,0.226667,0.089691,0.161892,0.36868,0.0001,1e-05
12,309.443,0.101393,0.173897,0.363145,0.192956,0.102731,0.244898,0.16,0.0693221,0.189067,0.272688,0.0001,1e-05
13,333.83,0.0944859,0.175582,0.347502,0.264979,0.155209,0.305882,0.346667,0.089093,0.151076,0.344647,0.0001,1e-05
14,359.728,0.101116,0.150091,0.381314,0.362548,0.194159,0.350649,0.36,0.109246,0.114338,0.40945,0.0001,1e-05
15,385.968,0.0925718,0.139786,0.360608,0.324293,0.19774,0.38961,0.4,0.0946638,0.11811,0.369805,0.0001,1e-05
16,411.647,0.0972834,0.128943,0.375106,0.571394,0.31809,0.457627,0.72,0.0943085,0.103016,0.372683,0.0001,1e-05
17,437.522,0.0913558,0.132683,0.341148,0.452193,0.284491,0.561404,0.426667,0.0933121,0.104015,0.366018,0.0001,1e-05
18,463.549,0.0944838,0.116819,0.371399,0.471418,0.280686,0.5,0.413333,0.0873318,0.111337,0.349124,0.0001,1e-05
19,488.652,0.0996164,0.114421,0.375466,0.609786,0.305074,0.434426,0.706667,0.0976134,0.0991648,0.418486,0.0001,1e-05
