epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.67605,2.44174,1.76011,0.00170136,1.80936,0,0,0,0,0.58276,1.31808,1.36854,0.0001,1e-05
2,6.91874,0.583236,1.18731,0.00160449,1.28307,0,0,0,0,0.232204,0.968481,0.765108,0.0001,1e-05
3,9.90206,0.23892,0.847797,0.00155549,0.720685,0,0,0,0,0.183547,0.589162,0.705092,0.0001,1e-05
4,12.9016,0.223892,0.533555,0.00148652,0.664512,0.000320865,3.20865e-05,0.000320865,0.003125,0.149329,0.447578,0.466389,0.0001,1e-05
5,16.1723,0.149797,0.446342,0.00138763,0.484854,0,0,0,0,0.116155,0.415445,0.390253,0.0001,1e-05
6,19.2566,0.11381,0.41794,0.00131618,0.367429,0,0,0,0,0.104519,0.380262,0.339374,0.0001,1e-05
7,22.4661,0.126446,0.382862,0.00123044,0.371957,0,0,0,0,0.0704793,0.35715,0.273259,0.0001,1e-05
8,25.5261,0.0703379,0.351189,0.00118037,0.268101,6.50159e-05,6.50159e-06,6.50159e-05,0.003125,0.079481,0.339535,0.302654,0.0001,1e-05
9,28.5049,0.0921282,0.332825,0.00115474,0.329962,0.000185733,6.18114e-05,0.000185733,0.025,0.0860644,0.332445,0.332822,0.0001,1e-05
10,31.66,0.0754519,0.324325,0.00108148,0.308837,0.000985681,0.000319589,0.000985681,0.06875,0.0668594,0.326616,0.298461,0.0001,1e-05
11,35.0348,0.0734731,0.318435,0.000997127,0.26634,0.0333406,0.0125285,0.0333406,0.404375,0.0596131,0.318107,0.208214,0.0001,1e-05
12,38.3975,0.0707488,0.299452,0.000968296,0.25147,0.0243404,0.0100346,0.0243404,0.590375,0.0622805,0.313664,0.225099,0.0001,1e-05
13,41.6545,0.0699492,0.297889,0.000911635,0.270976,0.0184339,0.00832141,0.0184339,0.549625,0.122453,0.306387,0.397786,0.0001,1e-05
14,44.893,0.0907292,0.301154,0.000895491,0.299723,0.0183173,0.00924948,0.0183173,0.708875,0.086709,0.298309,0.285148,0.0001,1e-05
15,48.1869,0.0711369,0.289755,0.000882071,0.249763,0.0191475,0.010843,0.0191475,0.742125,0.058988,0.291525,0.238787,0.0001,1e-05
16,51.3257,0.0745121,0.285722,0.000864837,0.278201,0.0240453,0.0131993,0.0240453,0.732,0.0602661,0.287268,0.23321,0.0001,1e-05
17,54.5071,0.0554946,0.28305,0.000852725,0.228449,0.029233,0.0163993,0.029233,0.661125,0.0422284,0.280067,0.178126,0.0001,1e-05
18,57.6963,0.182379,0.278856,0.000804238,0.357207,0.0425903,0.023007,0.0425903,0.503375,0.0557872,0.275534,0.214373,0.0001,1e-05
19,60.8724,0.0541319,0.276807,0.00077241,0.223284,0.0458413,0.0171816,0.0458413,0.5865,0.0463715,0.270125,0.195779,0.0001,1e-05
20,64.1795,0.0488432,0.270761,0.000740414,0.205102,0.0379036,0.014979,0.0379036,0.63325,0.049553,0.26749,0.198419,0.0001,1e-05
21,67.4165,0.0580201,0.266531,0.000736398,0.199978,0.0401798,0.0239886,0.0401798,0.716625,0.0418089,0.264027,0.183271,0.0001,1e-05
22,70.5186,0.0499306,0.264022,0.000759273,0.191485,0.0301719,0.0179571,0.0301719,0.6455,0.0481977,0.260413,0.195685,0.0001,1e-05
23,73.76,0.0542459,0.260724,0.000752797,0.227337,0.0460654,0.0248407,0.0460654,0.718,0.0521601,0.255316,0.251311,0.0001,1e-05
24,77.0994,0.119936,0.257931,0.000677278,0.309489,0.0558603,0.0294775,0.0558603,0.800125,0.04737,0.253484,0.198268,0.0001,1e-05
25,80.3256,0.0450239,0.249347,0.000730581,0.187832,0.0695627,0.0425913,0.0695627,0.782,0.0470244,0.248211,0.189255,0.0001,1e-05
26,83.434,0.0630678,0.247813,0.000736548,0.26004,0.0780835,0.0305502,0.0780835,0.577,0.0928497,0.245938,0.417729,0.0001,1e-05
27,86.5551,0.0640596,0.251024,0.000694952,0.241053,0.0730976,0.0423656,0.0730976,0.848625,0.0385038,0.242552,0.172749,0.0001,1e-05
28,89.9355,0.0452916,0.245903,0.000670129,0.180615,0.078301,0.0354681,0.078301,0.73125,0.0541638,0.243653,0.227285,0.0001,1e-05
29,93.126,0.0503459,0.241642,0.000674528,0.199244,0.0769183,0.0302095,0.0769183,0.6995,0.0515077,0.239682,0.227664,0.0001,1e-05
30,96.4584,0.0516918,0.242881,0.000670564,0.20007,0.0737728,0.0310098,0.0737728,0.591875,0.0570519,0.236003,0.272037,0.0001,1e-05
31,99.5354,0.0570183,0.241964,0.000678926,0.236048,0.0787729,0.0410972,0.0787729,0.559625,0.0934891,0.232772,0.379743,0.0001,1e-05
32,102.7,0.0547348,0.238106,0.00066826,0.210197,0.0758472,0.0399148,0.0758472,0.73275,0.0438668,0.234595,0.184922,0.0001,1e-05
33,105.933,0.0583452,0.238557,0.000648733,0.225784,0.0712864,0.038051,0.0712864,0.71025,0.043876,0.234072,0.186263,0.0001,1e-05
34,109.129,0.0435729,0.232541,0.000633909,0.17104,0.0680518,0.0409486,0.0680518,0.750125,0.0461022,0.231244,0.198556,0.0001,1e-05
35,112.285,0.0462629,0.238041,0.000644912,0.186357,0.0827723,0.0494861,0.0827723,0.743375,0.0532206,0.231347,0.218504,0.0001,1e-05
36,115.495,0.0509943,0.239259,0.000618931,0.196165,0.0940096,0.0411856,0.0940096,0.724375,0.044377,0.233426,0.207394,0.0001,1e-05
37,118.936,0.0588746,0.234727,0.000578183,0.225342,0.106778,0.0479432,0.106778,0.76225,0.0566431,0.229769,0.234989,0.0001,1e-05
38,122.203,0.0537546,0.233459,0.00061082,0.200046,0.114412,0.0570247,0.114412,0.684625,0.0681776,0.227998,0.279781,0.0001,1e-05
39,125.457,0.0531625,0.23591,0.00061774,0.202145,0.144187,0.0775449,0.144187,0.79875,0.0400198,0.226371,0.174061,0.0001,1e-05
40,128.596,0.0445179,0.233165,0.000615541,0.180226,0.167476,0.098268,0.167476,0.81575,0.0426375,0.226444,0.183306,0.0001,1e-05
