test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.09110626578330994,0.021717282322545845,0.3908910006284714,0.945137799494235,0.5882114951142368,0.9315068493150684,0.9444444444444444
