epoch,time,train/loss_bbox,train/loss_ce,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,4.01841,2.00643,1.77973,1.57248,0.01294,0.00452258,0.01294,0.18,0.363608,1.3001,0.9788,0.0001,1e-05
2,7.49834,0.351575,0.992888,0.961679,0.0112934,0.0045978,0.0112934,0.272,0.152298,0.686816,0.602355,0.0001,1e-05
3,10.8507,0.212044,0.580391,0.703488,0.0152553,0.00692465,0.0152553,0.284,0.164131,0.452724,0.54904,0.0001,1e-05
4,14.2863,0.173043,0.410546,0.550256,0.0064084,0.00248818,0.0064084,0.262,0.161058,0.38868,0.606568,0.0001,1e-05
5,17.7184,0.185024,0.377371,0.575382,0.00475111,0.00129635,0.00475111,0.194,0.188053,0.37227,0.656682,0.0001,1e-05
6,21.2582,0.146587,0.342432,0.537739,0.00833772,0.00298864,0.00833772,0.216,0.179149,0.327353,0.640088,0.0001,1e-05
7,24.924,0.160091,0.315055,0.522767,0.0105061,0.00520099,0.0105061,0.3,0.144435,0.306644,0.492299,0.0001,1e-05
8,28.3897,0.129309,0.295415,0.478795,0.00882802,0.00440249,0.00882802,0.332,0.117877,0.296264,0.415583,0.0001,1e-05
9,31.9182,0.121462,0.286159,0.412616,0.00926948,0.00423754,0.00926948,0.296,0.132142,0.288859,0.472922,0.0001,1e-05
10,35.5582,0.176216,0.281232,0.431117,0.0270424,0.0122791,0.0270424,0.308,0.138095,0.281607,0.39962,0.0001,1e-05
11,39.2805,0.103536,0.289107,0.354772,0.012674,0.00555224,0.012674,0.314,0.129704,0.276058,0.440769,0.0001,1e-05
12,42.6398,0.103932,0.277273,0.352604,0.0101502,0.00515999,0.0101502,0.348,0.105045,0.268183,0.391413,0.0001,1e-05
13,45.8779,0.0892833,0.262289,0.308451,0.0124224,0.00668245,0.0124224,0.334,0.105023,0.259728,0.385835,0.0001,1e-05
