epoch,time,train/loss_bbox,train/loss_ce,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,5.89476,0.893491,1.33567,1.08905,0.0126415,0.00576323,0.0126415,0.26,0.174088,0.497265,0.582518,0.0001,1e-05
2,11.1729,0.169238,0.427015,0.563658,0.00491261,0.00286011,0.00491261,0.346,0.101768,0.361492,0.365017,0.0001,1e-05
3,16.7348,0.141467,0.333196,0.436958,0.00604278,0.00345935,0.00604278,0.34,0.0868699,0.323102,0.345368,0.0001,1e-05
4,22.4479,0.114238,0.305177,0.366779,0.0271344,0.0131851,0.0271344,0.378,0.0707911,0.296322,0.28117,0.0001,1e-05
5,28.1178,0.0993704,0.284312,0.312286,0.0392037,0.0242945,0.0392037,0.358,0.0861874,0.277165,0.284697,0.0001,1e-05
6,33.8592,0.0900473,0.272762,0.310513,0.0664087,0.0316038,0.0664087,0.364,0.0739315,0.274471,0.296978,0.0001,1e-05
7,39.5606,0.0666257,0.268536,0.24501,0.0579845,0.0194473,0.0579845,0.383125,0.0763174,0.260775,0.287589,0.0001,1e-05
8,45.1682,0.0628883,0.257022,0.240568,0.0385994,0.0194307,0.0385994,0.65625,0.0510084,0.251108,0.210883,0.0001,1e-05
9,50.7092,0.0563165,0.248903,0.217045,0.0828985,0.0394627,0.0828985,0.701625,0.0436879,0.243716,0.183776,0.0001,1e-05
10,56.3479,0.0522182,0.24115,0.21105,0.0505377,0.0292683,0.0505377,0.79025,0.0472321,0.236556,0.204103,0.0001,1e-05
11,62.048,0.0643243,0.239183,0.233973,0.046754,0.0345658,0.046754,0.8085,0.0478284,0.234236,0.197724,0.0001,1e-05
12,67.5751,0.0580549,0.232984,0.211548,0.0486733,0.033357,0.0486733,0.753375,0.0492301,0.224963,0.210786,0.0001,1e-05
13,73.1865,0.0665795,0.224915,0.257843,0.049764,0.0358156,0.049764,0.8205,0.0413906,0.227478,0.174889,0.0001,1e-05
14,78.6807,0.0540148,0.225222,0.204635,0.0444241,0.0211029,0.0444241,0.795625,0.0516322,0.228296,0.19957,0.0001,1e-05
15,84.344,0.0555504,0.228658,0.206109,0.0412272,0.0312058,0.0412272,0.7695,0.0393245,0.228973,0.193212,0.0001,1e-05
16,89.806,0.0520744,0.229559,0.20059,0.0406496,0.0279064,0.0406496,0.753875,0.0420432,0.230665,0.191566,0.0001,1e-05
17,95.4974,0.0519924,0.22682,0.203676,0.0399964,0.0241598,0.0399964,0.775125,0.0511559,0.226443,0.196914,0.0001,1e-05
18,101.187,0.0456679,0.226846,0.170009,0.0507301,0.0368576,0.0507301,0.841875,0.035159,0.223679,0.159081,0.0001,1e-05
19,106.936,0.0535789,0.222674,0.203273,0.0567314,0.0216232,0.0567314,0.676375,0.0763023,0.219558,0.318038,0.0001,1e-05
20,112.421,0.053971,0.21912,0.220718,0.0834249,0.0376965,0.0834249,0.767625,0.040866,0.217883,0.213562,0.0001,1e-05
21,118.111,0.0506144,0.218261,0.192311,0.0636955,0.0406449,0.0636955,0.877375,0.0328349,0.216503,0.142368,0.0001,1e-05
22,123.865,0.0502145,0.216426,0.189573,0.084915,0.0437092,0.084915,0.78825,0.0521887,0.212113,0.214078,0.0001,1e-05
23,129.569,0.0564616,0.214344,0.220503,0.119916,0.0702247,0.119916,0.861375,0.0390689,0.209257,0.152759,0.0001,1e-05
24,135.474,0.0590746,0.208327,0.206987,0.107558,0.0700619,0.107558,0.86675,0.0367944,0.207183,0.152039,0.0001,1e-05
25,140.989,0.0481775,0.210091,0.187763,0.0788146,0.0494948,0.0788146,0.834875,0.0423211,0.206838,0.186164,0.0001,1e-05
26,146.54,0.0458438,0.205188,0.183241,0.087217,0.0568123,0.087217,0.84,0.0359587,0.194664,0.173418,0.0001,1e-05
27,152.122,0.0579242,0.198028,0.222012,0.128247,0.0781152,0.128247,0.865625,0.0334243,0.191893,0.147254,0.0001,1e-05
28,157.696,0.0478184,0.200732,0.181475,0.0813328,0.0451608,0.0813328,0.811,0.0426635,0.2089,0.18205,0.0001,1e-05
29,163.187,0.0430542,0.204069,0.168871,0.154994,0.0818754,0.154994,0.859625,0.0374561,0.204845,0.141571,0.0001,1e-05
30,168.832,0.0530324,0.206235,0.189259,0.146577,0.0974627,0.146577,0.85,0.0380227,0.205556,0.151547,0.0001,1e-05
31,174.541,0.0642897,0.205281,0.211243,0.141528,0.0910857,0.141528,0.81725,0.0408191,0.206181,0.17863,0.0001,1e-05
32,180.184,0.0410319,0.209243,0.161424,0.114255,0.0647755,0.114255,0.8425,0.0391834,0.212557,0.156279,0.0001,1e-05
33,186,0.0479467,0.211391,0.182258,0.0895778,0.064591,0.0895778,0.799375,0.0386019,0.205996,0.181722,0.0001,1e-05
34,191.65,0.0492645,0.206627,0.184825,0.137257,0.0619938,0.137257,0.8165,0.0484535,0.20956,0.193456,0.0001,1e-05
35,197.277,0.0398881,0.205194,0.161098,0.12197,0.0672011,0.12197,0.812125,0.0369912,0.207303,0.161728,0.0001,1e-05
36,202.824,0.0483761,0.207212,0.17757,0.111109,0.0740496,0.111109,0.808625,0.057044,0.202705,0.202934,0.0001,1e-05
37,208.538,0.0938834,0.204034,0.260633,0.123955,0.0845239,0.123955,0.848875,0.0407653,0.202081,0.162137,0.0001,1e-05
38,214.086,0.0478878,0.19951,0.174363,0.172854,0.0964988,0.172854,0.85425,0.0429234,0.20542,0.172796,0.0001,1e-05
39,219.635,0.0629815,0.206042,0.194528,0.106787,0.0734845,0.106787,0.800625,0.0354671,0.207933,0.170492,0.0001,1e-05
40,225.58,0.0452282,0.2046,0.184975,0.19647,0.093408,0.19647,0.86275,0.0339392,0.208271,0.148746,0.0001,1e-05
41,231.483,0.0453159,0.201305,0.169588,0.241381,0.1273,0.241381,0.849375,0.0395148,0.207811,0.161329,0.0001,1e-05
42,237.187,0.0524088,0.200937,0.193992,0.201555,0.114744,0.201555,0.846625,0.0419821,0.196958,0.169518,0.0001,1e-05
43,242.768,0.0712271,0.199384,0.183292,0.136851,0.0696458,0.136851,0.75825,0.0412184,0.21129,0.190471,0.0001,1e-05
44,248.578,0.0486271,0.198363,0.192209,0.201014,0.113345,0.201014,0.8375,0.0510466,0.197345,0.209435,0.0001,1e-05
45,254.163,0.0519399,0.192616,0.194281,0.237625,0.168981,0.237625,0.879375,0.0317767,0.187289,0.152122,0.0001,1e-05
46,259.962,0.0400742,0.188782,0.152058,0.181728,0.113477,0.181728,0.863125,0.0366427,0.182102,0.16312,0.0001,1e-05
47,265.436,0.0485453,0.19172,0.172981,0.189957,0.119504,0.189957,0.87875,0.0412573,0.202418,0.158508,0.0001,1e-05
48,270.968,0.0462094,0.194408,0.179572,0.179812,0.111791,0.179812,0.867625,0.0420221,0.195685,0.172788,0.0001,1e-05
49,276.494,0.0548614,0.195772,0.191297,0.18805,0.127796,0.18805,0.88075,0.0380644,0.190014,0.146645,0.0001,1e-05
50,282.349,0.0404776,0.193599,0.151637,0.204284,0.151253,0.204284,0.89125,0.0305691,0.19787,0.121051,0.0001,1e-05
51,287.827,0.043328,0.198465,0.15598,0.246305,0.171368,0.246305,0.869125,0.0361269,0.190694,0.150016,0.0001,1e-05
52,293.45,0.0400145,0.197005,0.154834,0.270457,0.169711,0.270457,0.88875,0.0326978,0.196403,0.141395,0.0001,1e-05
53,299.177,0.0469659,0.196103,0.178715,0.269784,0.198877,0.269784,0.86225,0.0376242,0.195238,0.153034,0.0001,1e-05
54,304.718,0.0444241,0.192208,0.165783,0.267556,0.185974,0.267556,0.89525,0.0302626,0.201006,0.135447,0.0001,1e-05
55,310.678,0.0417963,0.193456,0.158015,0.266896,0.18537,0.266896,0.8765,0.0314565,0.19554,0.136646,0.0001,1e-05
56,316.291,0.0434261,0.192873,0.16946,0.270951,0.172021,0.270951,0.82025,0.0447772,0.202155,0.198259,0.0001,1e-05
57,322.024,0.0385206,0.190717,0.147097,0.264224,0.171352,0.264224,0.8825,0.0367747,0.179175,0.150146,0.0001,1e-05
58,327.542,0.0521478,0.188539,0.177079,0.263564,0.169345,0.263564,0.873875,0.0477553,0.18389,0.183321,0.0001,1e-05
59,333.117,0.0529152,0.190723,0.175228,0.279101,0.176861,0.279101,0.87425,0.0350033,0.187566,0.152185,0.0001,1e-05
60,338.638,0.0479825,0.186467,0.169423,0.296464,0.205099,0.296464,0.904875,0.0371542,0.18072,0.142252,0.0001,1e-05
61,344.114,0.0501802,0.179102,0.190285,0.31509,0.217623,0.31509,0.89125,0.0423736,0.17188,0.165505,0.0001,1e-05
62,349.738,0.0461317,0.176988,0.165801,0.337509,0.213658,0.337509,0.90075,0.0399989,0.175508,0.158956,0.0001,1e-05
63,355.288,0.0470863,0.180959,0.170135,0.267622,0.138322,0.267622,0.7235,0.0615988,0.185053,0.284094,0.0001,1e-05
64,360.966,0.0673201,0.179295,0.2267,0.384326,0.230253,0.384326,0.828125,0.0470446,0.166471,0.20721,0.0001,1e-05
65,366.37,0.0508493,0.172812,0.185012,0.421727,0.254671,0.421727,0.892375,0.0453489,0.170242,0.170084,0.0001,1e-05
66,372.045,0.0551927,0.174109,0.189683,0.415956,0.286876,0.415956,0.888125,0.04588,0.150722,0.171008,0.0001,1e-05
67,377.618,0.0539,0.156768,0.185874,0.403361,0.258611,0.403361,0.89375,0.0447108,0.147768,0.160933,0.0001,1e-05
68,383.278,0.0572249,0.162483,0.191074,0.391535,0.280387,0.391535,0.88075,0.052381,0.127567,0.201479,0.0001,1e-05
69,388.768,0.0720407,0.14212,0.205912,0.482265,0.31664,0.482265,0.84,0.0624672,0.121527,0.213611,0.0001,1e-05
70,394.538,0.0610018,0.13762,0.217495,0.40668,0.292761,0.40668,0.893,0.0554328,0.109965,0.220167,0.0001,1e-05
71,400.107,0.0665747,0.139227,0.226381,0.52881,0.363444,0.52881,0.868125,0.0588367,0.116204,0.227538,0.0001,1e-05
72,405.838,0.0622865,0.132162,0.21052,0.507707,0.384485,0.507707,0.912625,0.0561095,0.10543,0.193994,0.0001,1e-05
73,411.499,0.0586395,0.128082,0.197893,0.477704,0.301946,0.477704,0.876375,0.0637371,0.108343,0.229522,0.0001,1e-05
74,417.175,0.0620161,0.121542,0.228496,0.50928,0.353318,0.50928,0.86025,0.0589099,0.10132,0.216564,0.0001,1e-05
75,423.029,0.0701649,0.118217,0.236017,0.589265,0.410326,0.589265,0.828625,0.0694027,0.099982,0.280582,0.0001,1e-05
76,428.635,0.0640773,0.114091,0.234664,0.485836,0.308117,0.485836,0.7235,0.100168,0.105703,0.375034,0.0001,1e-05
77,434.415,0.077922,0.108135,0.268259,0.701716,0.425643,0.701716,0.83,0.068398,0.090127,0.286302,0.0001,1e-05
78,439.937,0.0673588,0.114893,0.263792,0.681891,0.391031,0.681891,0.845625,0.0752872,0.103192,0.293871,0.0001,1e-05
79,445.637,0.0759448,0.101828,0.275352,0.717662,0.51648,0.717662,0.82975,0.0590042,0.0797326,0.258273,0.0001,1e-05
