epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_continuity_2d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,36.4945,0.259402,0.602986,0.000606112,0.00029071,0.630826,0.00259077,0.00104746,0.00492767,0.413333,0.168342,0.31231,0.658946,0.0001,1e-05
2,72.024,0.115958,0.27523,0.00111413,0.000415871,0.419317,0.0195544,0.00993714,0.0694444,0.0666667,0.108968,0.269461,0.443907,0.0001,1e-05
3,108.31,0.094972,0.263752,0.00136983,0.000492264,0.356754,0.0422114,0.015972,0.100917,0.146667,0.124321,0.256671,0.437609,0.0001,1e-05
4,144.464,0.0925735,0.251678,0.00160976,0.000557364,0.349096,0.059444,0.0370351,0.0530973,0.16,0.079999,0.25163,0.32086,0.0001,1e-05
5,180.577,0.0920245,0.231972,0.0019144,0.000640939,0.345593,0.0691648,0.044372,0.168675,0.186667,0.0785453,0.236371,0.328866,0.0001,1e-05
6,215.089,0.089603,0.225197,0.00176614,0.000596665,0.331898,0.0821511,0.0422047,0.169014,0.16,0.0988486,0.230609,0.408789,0.0001,1e-05
7,248.398,0.0883642,0.234128,0.0015272,0.000515369,0.329515,0.123294,0.0657387,0.294118,0.133333,0.10592,0.237258,0.362413,0.0001,1e-05
8,283.668,0.0848742,0.23504,0.0013707,0.000460792,0.314117,0.0930752,0.0475519,0.154639,0.2,0.0941055,0.242935,0.342763,0.0001,1e-05
9,317.952,0.077881,0.230431,0.00124775,0.000426659,0.289453,0.141988,0.0647487,0.1625,0.173333,0.0834282,0.241154,0.32059,0.0001,1e-05
10,351.405,0.0728828,0.231654,0.00120189,0.000414013,0.279011,0.102696,0.0659079,0.155963,0.226667,0.0736822,0.221429,0.290893,0.0001,1e-05
11,388.346,0.0820792,0.223334,0.0011024,0.000386348,0.294831,0.112863,0.0566545,0.141732,0.24,0.0916062,0.238552,0.329039,0.0001,1e-05
12,422.54,0.0841232,0.227722,0.000949315,0.000341357,0.310965,0.118653,0.0603909,0.140127,0.293333,0.105178,0.237103,0.40642,0.0001,1e-05
13,457.152,0.082388,0.225411,0.000916546,0.000333454,0.299573,0.103074,0.0583203,0.121019,0.253333,0.0857918,0.225903,0.342779,0.0001,1e-05
14,491.205,0.0771749,0.218043,0.00100055,0.000353969,0.300125,0.120929,0.0801136,0.213333,0.213333,0.071453,0.213708,0.316614,0.0001,1e-05
15,524.679,0.0755034,0.208934,0.000950294,0.000340602,0.28906,0.156876,0.0826038,0.4375,0.186667,0.0799915,0.231093,0.313513,0.0001,1e-05
16,561.722,0.075147,0.205735,0.000796132,0.000298347,0.277599,0.138937,0.0807328,0.25641,0.266667,0.0763683,0.197658,0.298251,0.0001,1e-05
17,594.614,0.0847927,0.18582,0.000821023,0.000317977,0.322807,0.142139,0.0804648,0.174603,0.293333,0.0643785,0.189812,0.266763,0.0001,1e-05
18,628.831,0.087244,0.183312,0.000900076,0.000330282,0.32478,0.195089,0.118816,0.168317,0.453333,0.0883852,0.201665,0.291828,0.0001,1e-05
19,664.019,0.08275,0.186355,0.000795071,0.000304385,0.301414,0.333963,0.196403,0.40625,0.346667,0.0849839,0.152465,0.357454,0.0001,1e-05
20,699.987,0.0895555,0.168526,0.000745945,0.000293232,0.320114,0.341515,0.183453,0.460317,0.386667,0.095952,0.147392,0.356715,0.0001,1e-05
21,733.887,0.0977457,0.16699,0.000727648,0.000293825,0.335406,0.44848,0.25483,0.537313,0.48,0.100188,0.126282,0.38491,0.0001,1e-05
22,769.299,0.0863977,0.151172,0.000756563,0.000297087,0.328518,0.652794,0.321255,0.698113,0.493333,0.0932212,0.126296,0.350465,0.0001,1e-05
