test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.10002066940069199,0.027317061671055853,0.40898143748442334,0.9483809167041498,0.6033837478011679,0.9850746268656716,0.9166666666666666
