epoch,time,train/loss_bbox,train/loss_ce,train/loss_continuity_1d,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
1,3.77354,2.43117,1.76137,0.00671068,1.8104,0,0,0,0,0.581586,1.34977,1.3471,0.0001,1e-05
2,7.05749,0.535306,1.19355,0.00614473,1.2672,0,0,0,0,0.20604,0.917556,0.72391,0.0001,1e-05
3,10.1389,0.21246,0.805375,0.00580128,0.651637,0,0,0,0,0.154046,0.577031,0.532198,0.0001,1e-05
4,13.2336,0.185208,0.526763,0.00542167,0.57683,0,0,0,0,0.187755,0.413111,0.550217,0.0001,1e-05
5,16.6017,0.183896,0.408628,0.0049804,0.560112,0,0,0,0,0.136673,0.365463,0.569274,0.0001,1e-05
6,19.7472,0.135951,0.382585,0.00467237,0.49746,0,0,0,0,0.147071,0.367443,0.521777,0.0001,1e-05
7,23.0215,0.120183,0.369487,0.00431334,0.416533,0,0,0,0,0.0863594,0.344975,0.31342,0.0001,1e-05
8,26.1448,0.101163,0.335004,0.0041894,0.367582,0.000336441,7.97536e-05,0.000336441,0.009375,0.101778,0.328682,0.369687,0.0001,1e-05
9,29.1554,0.125338,0.325577,0.00407256,0.424295,0.00206131,0.000415605,0.00206131,0.0375,0.109948,0.323181,0.426689,0.0001,1e-05
10,32.3959,0.10117,0.315313,0.00375731,0.362647,0.0105208,0.0033218,0.0105208,0.196875,0.0741458,0.320159,0.292449,0.0001,1e-05
11,35.822,0.0891585,0.311414,0.00337995,0.307123,0.0841014,0.0276767,0.0841014,0.432875,0.0710138,0.315073,0.260002,0.0001,1e-05
12,39.2339,0.0683527,0.297955,0.00329478,0.267448,0.0404334,0.0223507,0.0404334,0.506,0.0621698,0.313034,0.253456,0.0001,1e-05
13,42.498,0.0631994,0.301427,0.0030696,0.25613,0.0324445,0.0193469,0.0324445,0.638125,0.0573789,0.306172,0.217158,0.0001,1e-05
14,45.7855,0.0761189,0.301882,0.00303067,0.255963,0.0519839,0.0304242,0.0519839,0.659375,0.0488307,0.29839,0.205521,0.0001,1e-05
15,49.1154,0.0744441,0.291342,0.00300455,0.293229,0.0530807,0.0250638,0.0530807,0.614,0.0669151,0.293991,0.25972,0.0001,1e-05
16,52.2622,0.07839,0.288049,0.00293149,0.272285,0.0584562,0.0360595,0.0584562,0.72275,0.064653,0.285975,0.23355,0.0001,1e-05
17,55.4453,0.0716352,0.282223,0.00289178,0.259389,0.058423,0.0381748,0.058423,0.8105,0.0484998,0.281549,0.186736,0.0001,1e-05
18,58.6547,0.127944,0.278486,0.00273481,0.364941,0.0592127,0.0387905,0.0592127,0.800625,0.0474739,0.275958,0.19061,0.0001,1e-05
19,61.8834,0.0460368,0.272354,0.00267669,0.192468,0.0724664,0.0459573,0.0724664,0.745,0.0484812,0.268215,0.197365,0.0001,1e-05
20,65.2528,0.0506359,0.273109,0.0025892,0.187517,0.0897439,0.0517219,0.0897439,0.71375,0.0535341,0.262439,0.239439,0.0001,1e-05
21,68.5159,0.0566479,0.266114,0.00259523,0.221653,0.0827139,0.055116,0.0827139,0.7275,0.0508029,0.257742,0.213967,0.0001,1e-05
22,71.7183,0.0656559,0.261168,0.00265348,0.260346,0.0954453,0.0527478,0.0954453,0.635125,0.0744208,0.254761,0.264445,0.0001,1e-05
23,75.0104,0.0535196,0.258961,0.00261409,0.204144,0.0613905,0.0345473,0.0613905,0.5825,0.0800162,0.250131,0.283843,0.0001,1e-05
24,78.3094,0.117546,0.252571,0.00233459,0.318525,0.063056,0.0355603,0.063056,0.5265,0.0612428,0.247671,0.227433,0.0001,1e-05
25,81.5608,0.069031,0.246649,0.00250929,0.272467,0.0971557,0.0422872,0.0971557,0.542375,0.0637034,0.247031,0.240594,0.0001,1e-05
26,84.7165,0.0592333,0.249344,0.00251672,0.233738,0.0720153,0.0435642,0.0720153,0.553875,0.0492977,0.246688,0.234838,0.0001,1e-05
27,87.8767,0.054557,0.250109,0.00236294,0.198048,0.0764827,0.044311,0.0764827,0.74475,0.0501636,0.243282,0.208748,0.0001,1e-05
28,91.2505,0.0560074,0.244171,0.00228322,0.223299,0.0971401,0.045766,0.0971401,0.74125,0.0591872,0.242843,0.252208,0.0001,1e-05
29,94.4687,0.0559894,0.240336,0.0022991,0.213587,0.0801522,0.0458879,0.0801522,0.6775,0.0686429,0.238404,0.29818,0.0001,1e-05
30,97.7829,0.0806207,0.244113,0.00228627,0.301909,0.0796844,0.0462467,0.0796844,0.68975,0.0600764,0.237467,0.251308,0.0001,1e-05
31,101.033,0.0583275,0.240876,0.00232088,0.217766,0.120905,0.0609898,0.120905,0.8135,0.0460716,0.236616,0.169561,0.0001,1e-05
32,104.283,0.0615945,0.237506,0.00229435,0.225706,0.134713,0.063796,0.134713,0.7845,0.0478677,0.236009,0.196366,0.0001,1e-05
33,107.579,0.0539157,0.240148,0.00219519,0.204563,0.132016,0.0624219,0.132016,0.74575,0.0638528,0.233596,0.227496,0.0001,1e-05
34,110.817,0.0592174,0.232038,0.00213256,0.215541,0.106093,0.0578036,0.106093,0.780875,0.0411018,0.231385,0.186359,0.0001,1e-05
35,114.023,0.0518073,0.235401,0.0021392,0.193335,0.104874,0.0567792,0.104874,0.804875,0.0449879,0.231864,0.191708,0.0001,1e-05
36,117.346,0.066095,0.234046,0.00205395,0.224991,0.100723,0.0513219,0.100723,0.772625,0.055178,0.2296,0.20907,0.0001,1e-05
37,120.853,0.0543123,0.233346,0.00190235,0.192559,0.135824,0.0842321,0.135824,0.875625,0.0317484,0.228145,0.135661,0.0001,1e-05
38,124.169,0.0534509,0.229381,0.00199442,0.178979,0.120346,0.0741867,0.120346,0.79425,0.0431195,0.228921,0.179406,0.0001,1e-05
39,127.436,0.0475502,0.236551,0.00200153,0.174562,0.100647,0.0587653,0.100647,0.874375,0.0424205,0.228966,0.159435,0.0001,1e-05
40,130.655,0.0453615,0.234103,0.00197444,0.177546,0.12552,0.0414492,0.12552,0.726875,0.0690758,0.230371,0.2498,0.0001,1e-05
41,133.926,0.0545061,0.227811,0.00204639,0.200415,0.11493,0.0629286,0.11493,0.8215,0.0397853,0.230397,0.170112,0.0001,1e-05
42,137.278,0.0439756,0.230713,0.00184536,0.159407,0.113936,0.056683,0.113936,0.782,0.0457956,0.225349,0.210269,0.0001,1e-05
43,140.607,0.043726,0.228091,0.00189695,0.180733,0.130212,0.0801333,0.130212,0.867625,0.0342979,0.226794,0.151006,0.0001,1e-05
44,143.934,0.0368267,0.228239,0.00183532,0.146808,0.136314,0.0757388,0.136314,0.796625,0.0491045,0.226212,0.19244,0.0001,1e-05
45,147.149,0.056172,0.224851,0.00180616,0.2029,0.105126,0.041725,0.105126,0.68675,0.0668349,0.225286,0.277049,0.0001,1e-05
46,150.466,0.057403,0.226704,0.00184958,0.239143,0.142091,0.0750542,0.142091,0.8,0.0493508,0.224996,0.197231,0.0001,1e-05
47,153.603,0.0495576,0.228008,0.00183459,0.203172,0.127077,0.0817952,0.127077,0.841125,0.0400679,0.221746,0.163523,0.0001,1e-05
48,156.802,0.0394933,0.226933,0.00182855,0.160518,0.137895,0.0786262,0.137895,0.851875,0.0412728,0.222071,0.157974,0.0001,1e-05
49,160.064,0.0407196,0.227175,0.00190045,0.157004,0.14201,0.0953309,0.14201,0.84025,0.0371255,0.221695,0.160057,0.0001,1e-05
50,163.375,0.0380315,0.225618,0.00176648,0.160069,0.132067,0.0768048,0.132067,0.78475,0.0462332,0.220953,0.193789,0.0001,1e-05
51,166.874,0.0416689,0.222356,0.00172299,0.183981,0.0706045,0.0459657,0.0706045,0.723625,0.0647973,0.218244,0.286236,0.0001,1e-05
52,170.012,0.0470663,0.223542,0.00188641,0.184594,0.0990403,0.0523599,0.0990403,0.789625,0.0504817,0.218509,0.228087,0.0001,1e-05
53,173.256,0.0438918,0.223257,0.00177891,0.170284,0.10444,0.0701496,0.10444,0.842875,0.0384508,0.218433,0.161778,0.0001,1e-05
54,176.489,0.0393317,0.221181,0.0018418,0.153012,0.1041,0.0601278,0.1041,0.83775,0.0430115,0.217248,0.180223,0.0001,1e-05
55,179.676,0.0441323,0.21922,0.00173238,0.174111,0.0745426,0.0419123,0.0745426,0.806,0.0461751,0.22074,0.181692,0.0001,1e-05
56,183.011,0.0461792,0.218875,0.00164784,0.183699,0.11045,0.0653504,0.11045,0.86525,0.0436329,0.219038,0.171508,0.0001,1e-05
57,186.396,0.0377521,0.222682,0.00169526,0.142196,0.070759,0.0432887,0.070759,0.79225,0.0473073,0.218825,0.197495,0.0001,1e-05
