test/loss_bbox,test/loss_ce,test/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
0.08852535424133141,0.031105765296767156,0.36343253155549365,0.9541599754377603,0.632491802896251,0.918918918918919,0.9444444444444444
